idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;FUEN_AG_TOT;WTOTECONSUM;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
12576;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7443068;492;15456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11172;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3419385;177;5196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12584;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;21922477;830;9608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11173;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;41520614;3077;92215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11174;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;18197797;564;15000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11175;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;23575447;756;52284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12594;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;34842971;136;4202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11177;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;34668084;4553;50040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11178;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3887150;372;5964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11179;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6983414;96;2508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11180;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;19571072;221;13532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11183;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7500183;1150;4857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11184;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;20643596;372;15349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11186;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;100468030;1200;19000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11190;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;25447837;2272;24312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18353;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;42096593;538;65674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15454;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5027481;156;23112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12700;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;40220958;448;17908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11796;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;23795559;1176;48265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20918;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8341149;640;29472;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13746;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;64883734;1917;110052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13747;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;14175936;2685;46542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13748;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;12384095;768;33909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15040;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;34246344;329;14148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12815;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;153495537;234000;1518625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17901;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4564103;200;9500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12853;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8294221;64;8748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12871;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;34137;60;3540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12874;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;10497536;127;7716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12888;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7022433;536;2124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13971;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7826732;127;20389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12901;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;20378724;252;23100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12898;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3849767;205;4152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13968;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;37440087;981;61285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13972;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;25744910;1050;72660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13973;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3134737;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13975;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;44405906;2667;21288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13979;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;95658746;1342;88736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13983;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;224871420;3168;153360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12920;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6808855;298;4613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11759;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5941738;188;14500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15017;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;67505069;4499;737227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10058;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;32121251;816;112175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18855;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8608925;;3660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18856;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;2591338;144;21672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14945;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;19558458;405;90825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13005;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3927379;300;3934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14213;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3751134;165;8868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14230;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;11627678;758;22589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17596;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6958913;49;7040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13091;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;2076744;110;5552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11934;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8126031;36;4520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10060;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;13312524;287;68214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15351;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7135973;1889;50217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15238;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5609681;;25010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10062;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7906365;4839;52324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11478;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;9027717;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10063;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;160691242;1773;199330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11503;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;11050025;130;7157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20975;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;45970899;3870;29407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20984;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;16079416;372;8748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20999;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;11025158;509;12550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21007;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;17507921;209;8438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14455;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;7702194;168;3802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15863;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6587887;501;7183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14456;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;25979578;228;24744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10064;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;17523588;4287;44640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14784;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;32662307;415;50004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11520;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4297554;458;3473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14487;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;13456353;1245;40124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14765;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;24045480;630;76762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11537;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;12157994;284;14148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14529;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8142846;256;6887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14532;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;35201072;342;31484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11551;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6425380;521;27732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14557;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;15222690;1406;8500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10065;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;15325363;210;58692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11590;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5073836;193;49374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20630;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5223264;170;15505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15607;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;2032332;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14735;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;30017122;1792;114610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14738;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5398539;1920;23284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10066;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;47685973;1828;59436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19443;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;17076427;320;1296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15198;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;91438669;2136;102560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19374;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3320115;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10067;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;28386814;550;68745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14764;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;10945942;120;20760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14766;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3881421;298;6048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14783;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3044442;244;1884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11680;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;44457353;246;9167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21043;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;25106829;6438;22454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14817;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3302831;570;1330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14819;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;9313648;234;14976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11690;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3291790;107;3240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15891;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4510604;54;4548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14842;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6863336;1654;7582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14152;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;9318992;43;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14852;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4350634;144;20185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11702;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5963287;200;8257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11732;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;10008825;4950;26327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14956;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4358463;304;46226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11737;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;56733464;556;46580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14983;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8434912;72;8596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11843;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;6588355;288;7120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21053;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;21545596;968;21492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14991;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;27798444;614;15875;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11765;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;37920796;1478;21216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14622;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;248581512;162100;1117643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11783;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;24100619;240;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11785;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;8288376;166;8077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11787;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3655281;58;3132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11789;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;22452937;13433;93481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11792;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;87527784;2110;62671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11795;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;5889075;1200;4813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15081;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;1362314;12;10368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15101;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;21964975;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11808;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;4520089;120;2196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11128;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;4322;392172046;2404;504548;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0
13977;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;2798;42334740;870;85618;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
11689;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;2360;14971510;402;35201;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20914;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;1088;15622413;1072;131000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
11039;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;440;26254892;623;192891;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20802;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;1813087;2879;65520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13421;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;2730650;280;53500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11084;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;31219918;987;18581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11086;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;16583879;548;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11087;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;12426484;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11093;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;10246240;767;45722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11094;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;6284758;306;57864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11098;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;2958980;8910;9612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10162;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;96852215;4622;297100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11126;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;79222925;24050;1804218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11137;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;6405342;2575;72359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11152;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;3544565;;6208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13969;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;5717430;516;30904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15833;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;3942928;235;29699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14383;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;18082978;830;69179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18439;2023;N3 Obtención y suministro de personal;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;0;1876287;193;37740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19624;2023;N3 Obtención y suministro de personal;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);0;17413848;156;121736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11534;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;7135027;593;12775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19445;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;3506211;125;1658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10068;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;0;4134647;245;42000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18508;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;0;2706164;204;16555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20816;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;32350;7873604;1957;90953;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11870;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;21376;17560466;250;29002;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0
11201;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;16451;449276047;4335;201062;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1
20750;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;3668;28334010;39;15074;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0
14648;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;2561;12386401;235;21968;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
10070;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;2500;83740528;985;185000;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
13438;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;1910;35725160;1606;50770;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0
13439;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;314;3609415;814;25630;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11198;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;250;24107516;354;18613;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12850;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;80;8994178;117;1756;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
11855;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;0;69094171;1184;17667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15252;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;0;6039389;172;8585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11926;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;0;5711017;126;4692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12042;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;0;5614776;;2720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12047;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;0;8627512;189;5634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12054;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;0;25585450;390;2880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20815;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;0;8616332;1211;6821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19381;2023;N3 Obtención y suministro de personal;Otras actividades de provisión de talento humano;0;4486263;93;2920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13444;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;0;143457304;3290;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13504;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;0;259832754;7641;441921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13558;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;0;10037645;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13573;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;0;30811659;224;6677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13591;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;0;3253178;240;2112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13631;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;0;5236380;255;1946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
