idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;FUEN_AG_TOT;WTOTECONSUM;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
10437;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;19828;70323934;17463;1571209;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
14938;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;11402;4753724;33609;155474;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0
15034;2023;H1 Auxiliares del transporte;Otras actividades complementarias al transporte;7514;3869473;1949;87144;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1
19089;2023;H1 Auxiliares del transporte;Otras actividades profesionales, científicas y técnicas n.c.p.;4500;15349909;11705;161230;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
14851;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;2404;18622144;3349;409000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
19061;2023;H1 Auxiliares del transporte;Comercio al por menor de combustible para automotores;1674;10675606;4254;204498;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
11556;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;20417544;2978;179226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19109;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;4253062;1440;233337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10438;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;45892581;5583;8957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10440;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;75201822;4976;332432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12176;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;1932608;82;12618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13671;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;8897422;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15398;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;5811231;7371;378724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18285;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;7606479;272;38322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11475;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;4841778;790;40615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15032;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;1993869;165;40652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18540;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;3856786;539;62658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12229;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;13241298;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10441;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;18614206;14807;307789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12429;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;31512178;59306;1179768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13742;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;5181148;15005;146271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12895;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;7128039;920;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18386;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;26173290;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21077;2023;H1 Auxiliares del transporte;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;0;2992082;1220;118798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18486;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;7146000;1237;115954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15919;2023;H1 Auxiliares del transporte;Actividades de estaciones, vías y servicios complementarios para el transporte terrestre;0;3392518;15408;91596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18156;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;1206467;53605926;282670;3783963;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1
15093;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;1057458;31197680;73900;2387928;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;1
10017;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;1030966;183328327;172512;10057052;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1
18483;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;609271;192421253;4308545;745904;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
15074;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;570517;100702390;64517;3350184;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1
14587;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;525510;263602962;62214;19915160;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
15073;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;523465;83398342;601484;1944878;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1
17974;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;396511;43766237;5220;493033;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
13350;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;348636;279277309;49604;11857385;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1
10210;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;286064;27110371;58042;594953;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
15306;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;105084;7052768;1296;367616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
18217;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;75876;81673715;244;64645;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
18534;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;71251;12478042;172;6332;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
10018;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;46395;7919851;129;66389;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
19354;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;24890;2709435;12400;488429;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0
18469;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;24146;4142330;5293;235400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
18474;2023;H1 Auxiliares del transporte;Transporte de carga marítimo y de cabotaje;22329;30182446;448;87940;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
14676;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;22020;4927803;3749;172745;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
18282;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;20574;52539985;34551;9532818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13349;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;18550;14375350;324;45745;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1
18468;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;9646;17721173;1281;1036800;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
15119;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;4588;69393146;7522;16003540;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0
18476;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;4000;4910314;1400;45300;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0
20339;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;5481165;;612815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11509;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;24949741;705557;55182896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20524;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;3146461;1608;22560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20181;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;5879305;;98095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14585;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;2194940;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19708;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;2634370;1800;75650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21026;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;1596220;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20514;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;3023949;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13646;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;145091079;73782;6911354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18690;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;13323280;900;22000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21027;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;1375610;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20525;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;3728668;12;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20155;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;4271208;742;44028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17782;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;152993278;18827219;10465082;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
10013;2023;H1 Auxiliares del transporte;Actividades de puertos y servicios complementarios para el transporte acuático;0;9361541;;3912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14228;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;748090;401778904;333168;18311819;0;1;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0
18195;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;560080;27647948;35932;3412794;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1
10273;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;534600;72790827;72771;12372662;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1
13351;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;417793;216934578;154800;9495973;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1
18031;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;167747;9077246;1137;165480;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1
13041;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;45180;6399443;726;1223885;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0
19864;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;37877;26639453;3481;3407495;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
14446;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;29000;6845637;430;49800;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
13854;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;12942;143684394;16268;254216;1;1;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0
18471;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;0;22582627;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10444;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;0;101038131;2653;25244;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
20256;2023;H1 Auxiliares del transporte;Almacenamiento y depósito;379511;5041126;;35855;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1
14683;2023;H1 Auxiliares del transporte;Manipulación de carga;218860;28374152;144982;2613295;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
15072;2023;H1 Auxiliares del transporte;Manipulación de carga;58871;63618004;25354;99716;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20515;2023;H1 Auxiliares del transporte;Manipulación de carga;55235;13634338;;244055;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14280;2023;H1 Auxiliares del transporte;Manipulación de carga;40301;6997579;478;14322;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1
10409;2023;H1 Auxiliares del transporte;Almacenamiento y depósito;32465;63982178;8885;2149251;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
10158;2023;H1 Auxiliares del transporte;Manipulación de carga;25600;23828353;2770;19640;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
13581;2023;H1 Auxiliares del transporte;Manipulación de carga;25400;27312852;4254;520650;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
13346;2023;H1 Auxiliares del transporte;Manipulación de carga;22000;22330089;3771;28215;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10443;2023;H1 Auxiliares del transporte;Manipulación de carga;21694;54489006;96;2179387;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
12630;2023;H1 Auxiliares del transporte;Otras actividades de servicio de apoyo a las empresas n.c.p.;19000;47892546;3459;1249985;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0
12697;2023;H1 Auxiliares del transporte;Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo;14419;16813701;;2247;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
18323;2023;H1 Auxiliares del transporte;Actividades de apoyo a la agricultura;14088;8893539;150;22823;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20517;2023;H1 Auxiliares del transporte;Manipulación de carga;13050;10380900;2954;265720;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18438;2023;H1 Auxiliares del transporte;Manipulación de carga;12254;31837496;631;46419;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
14429;2023;H1 Auxiliares del transporte;Manipulación de carga;10000;5778395;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
18260;2023;H1 Auxiliares del transporte;Manipulación de carga;5444;33070302;3974;147500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18393;2023;H1 Auxiliares del transporte;Manipulación de carga;3369;7233978;1071;243782;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
12424;2023;H1 Auxiliares del transporte;Manipulación de carga;3172;16312814;2048;754604;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
18391;2023;H1 Auxiliares del transporte;Manipulación de carga;3000;34616968;3141;85495;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
18192;2023;H1 Auxiliares del transporte;Manipulación de carga;2692;18577216;1027;15669;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
19567;2023;H1 Auxiliares del transporte;Manipulación de carga;2300;1739021;26700;1580;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20516;2023;H1 Auxiliares del transporte;Otras actividades complementarias al transporte;1260;4762684;97;13130;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
13710;2023;H1 Auxiliares del transporte;Manipulación de carga;1068;19827357;791;210240;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
14584;2023;H1 Auxiliares del transporte;Manipulación de carga;938;24040740;102;28446;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
14737;2023;H1 Auxiliares del transporte;Manipulación de carga;278;17047864;1708;42200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15131;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2034222;170;47500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18390;2023;H1 Auxiliares del transporte;Manipulación de carga;0;9563302;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14662;2023;H1 Auxiliares del transporte;Manipulación de carga;0;8688617;228;19183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18229;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4427808;121;1630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14586;2023;H1 Auxiliares del transporte;Manipulación de carga;0;9004295;1002;172300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14723;2023;H1 Auxiliares del transporte;Manipulación de carga;0;11781302;130;15739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14713;2023;H1 Auxiliares del transporte;Manipulación de carga;0;9700793;33;22143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12334;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1195223;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12759;2023;H1 Auxiliares del transporte;Manipulación de carga;0;31088771;8500;17729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13552;2023;H1 Auxiliares del transporte;Manipulación de carga;0;7180653;86;23760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20909;2023;H1 Auxiliares del transporte;Manipulación de carga;0;515571;260;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10203;2023;H1 Auxiliares del transporte;Manipulación de carga;0;7886491;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13598;2023;H1 Auxiliares del transporte;Manipulación de carga;0;39281257;;102375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21080;2023;H1 Auxiliares del transporte;Manipulación de carga;0;10144142;180;9312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20605;2023;H1 Auxiliares del transporte;Manipulación de carga;0;143768863;2319;937829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17971;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2560405;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10230;2023;H1 Auxiliares del transporte;Manipulación de carga;0;6802403;500;32857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13348;2023;H1 Auxiliares del transporte;Manipulación de carga;0;881154;;5041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14424;2023;H1 Auxiliares del transporte;Manipulación de carga;0;7554947;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18038;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4640687;180;7620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10418;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2168577;200;13708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18941;2023;H1 Auxiliares del transporte;Manipulación de carga;0;204954;81;2950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20667;2023;H1 Auxiliares del transporte;Manipulación de carga;0;10896091;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20924;2023;H1 Auxiliares del transporte;Manipulación de carga;0;21910931;120;7100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18322;2023;H1 Auxiliares del transporte;Manipulación de carga;0;11686781;24896;37452;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
14617;2023;H1 Auxiliares del transporte;Manipulación de carga;0;14785909;200;28389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17968;2023;H1 Auxiliares del transporte;Manipulación de carga;0;29009540;7140;11155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18045;2023;H1 Auxiliares del transporte;Manipulación de carga;0;85422;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18454;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1053233;237;2730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20413;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2533381;;3734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13542;2023;H1 Auxiliares del transporte;Manipulación de carga;0;5270741;330;8707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21062;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2745481;42;7634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13846;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2203498;36;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14720;2023;H1 Auxiliares del transporte;Manipulación de carga;0;5210054;2102;114320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18332;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1542490;285;9004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13559;2023;H1 Auxiliares del transporte;Manipulación de carga;0;10166265;156;36354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13586;2023;H1 Auxiliares del transporte;Manipulación de carga;0;24823002;675;35205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18319;2023;H1 Auxiliares del transporte;Servicios de seguros sociales de salud;0;90121;210;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14641;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2712587;816;18528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18324;2023;H1 Auxiliares del transporte;Manipulación de carga;0;19382912;182;28959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14247;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4503024;119;9516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19065;2023;H1 Auxiliares del transporte;Manipulación de carga;0;9363872;657;82720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13283;2023;H1 Auxiliares del transporte;Manipulación de carga;0;13136530;34;1608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14722;2023;H1 Auxiliares del transporte;Manipulación de carga;0;22268045;368;105600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15091;2023;H1 Auxiliares del transporte;Manipulación de carga;0;19556790;367;46004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21079;2023;H1 Auxiliares del transporte;Manipulación de carga;0;16058415;1520;7650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15088;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4254343;600;107434;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12207;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4771350;434;96892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13345;2023;H1 Auxiliares del transporte;Manipulación de carga;0;15200715;1469;41007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13505;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4934355;798;19559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13783;2023;H1 Auxiliares del transporte;Manipulación de carga;0;382823;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10415;2023;H1 Auxiliares del transporte;Manipulación de carga;0;105512035;8623;3261817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14687;2023;H1 Auxiliares del transporte;Manipulación de carga;0;16249801;28;15758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10421;2023;H1 Auxiliares del transporte;Manipulación de carga;0;16403827;14419;17999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20518;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1032759;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13712;2023;H1 Auxiliares del transporte;Manipulación de carga;0;4882090;240;816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10157;2023;H1 Auxiliares del transporte;Manipulación de carga;0;2833471;60;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12792;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1757366;552;36811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18516;2023;H1 Auxiliares del transporte;Manipulación de carga;0;1836507;;4320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
