idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
19117;2022;I1 Alojamiento;Alojamiento en hoteles;12516;2300578;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19714;2022;I1 Alojamiento;Alojamiento en hoteles;12485;2090745;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
13810;2022;I1 Alojamiento;Alojamiento en hoteles;12418;8038644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20099;2022;I1 Alojamiento;Alojamiento en hoteles;12375;1384822;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
14441;2022;I1 Alojamiento;Otros tipos de alojamiento n.c.p.;12259;8748966;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;0
19720;2022;I1 Alojamiento;Alojamiento en hoteles;12000;1621061;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0
17764;2022;I1 Alojamiento;Alojamiento en hoteles;12000;1041269;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0
14307;2022;I1 Alojamiento;Alojamiento en hoteles;10991;12434262;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1
13113;2022;I1 Alojamiento;Alojamiento en hoteles;10500;4121561;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1
10223;2022;I1 Alojamiento;Alojamiento en hoteles;10327;621114;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
13324;2022;I1 Alojamiento;Alojamiento en hoteles;10221;9674655;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
13644;2022;I1 Alojamiento;Alojamiento en hoteles;10000;10227402;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
19672;2022;I1 Alojamiento;Alojamiento en hoteles;10000;2117497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
20639;2022;I1 Alojamiento;Alojamiento en hoteles;10000;792546;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20438;2022;I1 Alojamiento;Expendio a la mesa de comidas preparadas;9912;2228083;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1
19701;2022;I1 Alojamiento;Alojamiento en hoteles;9847;1233032;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14755;2022;I1 Alojamiento;Alojamiento en hoteles;9701;8347044;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1
13804;2022;I1 Alojamiento;Elaboración de comidas y platos preparados;9000;5449508;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
14693;2022;I1 Alojamiento;Alojamiento en hoteles;8960;11402064;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0
13122;2022;I1 Alojamiento;Alojamiento en hoteles;8300;5623499;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
10283;2022;I1 Alojamiento;Alojamiento en hoteles;8220;10094589;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0
14749;2022;I1 Alojamiento;Alojamiento en hoteles;8120;7990216;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14421;2022;I1 Alojamiento;Alojamiento en hoteles;7769;3192585;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13808;2022;I1 Alojamiento;Alojamiento en hoteles;7268;5415831;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13322;2022;I1 Alojamiento;Alojamiento en hoteles;7141;5804198;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14911;2022;I1 Alojamiento;Alojamiento en hoteles;7000;1285912;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14303;2022;I1 Alojamiento;Alojamiento en hoteles;6067;7157843;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19668;2022;I1 Alojamiento;Alojamiento en centros vacacionales;6012;1154375;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1
20542;2022;I1 Alojamiento;Expendio a la mesa de comidas preparadas;6000;1039441;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1
13603;2022;I1 Alojamiento;Expendio a la mesa de comidas preparadas;5858;1026103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10296;2022;I1 Alojamiento;Alojamiento en hoteles;5826;13033309;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
10333;2022;I1 Alojamiento;Alojamiento en hoteles;5800;3184392;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15310;2022;I1 Alojamiento;Alojamiento en hoteles;5479;12946691;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
15222;2022;I1 Alojamiento;Gestión de instalaciones deportivas;5200;8680520;0;1;1;1;0;0;1;0;0;1;1;1;0;0;0;1;0;1
14655;2022;I1 Alojamiento;Expendio a la mesa de comidas preparadas;5000;2582942;0;1;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0
10300;2022;I1 Alojamiento;Alojamiento en hoteles;5000;2009089;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
18372;2022;I1 Alojamiento;Alojamiento en hoteles;5000;14187811;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
13120;2022;I1 Alojamiento;Alojamiento en hoteles;5000;1915130;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
13719;2022;I1 Alojamiento;Alojamiento en hoteles;4900;3157078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17570;2022;I1 Alojamiento;Alojamiento en hoteles;4866;1077473;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
18676;2022;I1 Alojamiento;Otros tipos de alojamiento para visitantes;4864;2840551;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10275;2022;I1 Alojamiento;Alojamiento en hoteles;4815;3444465;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13814;2022;I1 Alojamiento;Otros tipos de alojamiento para visitantes;4780;7032553;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10299;2022;I1 Alojamiento;Alojamiento en hoteles;4680;3338019;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19581;2022;I1 Alojamiento;Alojamiento en hoteles;4635;777396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17853;2022;I1 Alojamiento;Alojamiento en hoteles;4539;5002664;0;0;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1
20444;2022;I1 Alojamiento;Alojamiento en hoteles;4481;1339669;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
13119;2022;I1 Alojamiento;Alojamiento en hoteles;4439;13108918;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
14966;2022;I1 Alojamiento;Alojamiento en hoteles;4351;4026698;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
12221;2022;I1 Alojamiento;Alojamiento en hoteles;4313;8586670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
14709;2022;I1 Alojamiento;Alojamiento en hoteles;4298;3687646;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
12360;2022;I1 Alojamiento;Alojamiento en hoteles;4230;10820536;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
17800;2022;I1 Alojamiento;Alojamiento en hoteles;4227;1006108;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
20504;2022;I1 Alojamiento;Alojamiento en hoteles;4103;807409;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
10029;2022;I1 Alojamiento;Expendio de bebidas alcohólicas para el consumo dentro del establecimiento;3982;15218639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
18962;2022;I1 Alojamiento;Alojamiento en hoteles;3872;1175132;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
18605;2022;I1 Alojamiento;Actividades de consultoría de gestión;3699;3890159;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
17979;2022;I1 Alojamiento;Alojamiento en hoteles;3600;5761184;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
19471;2022;I1 Alojamiento;Otros tipos de alojamiento para visitantes;3576;4752136;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19473;2022;I1 Alojamiento;Otros tipos de alojamiento para visitantes;3509;3393421;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19703;2022;I1 Alojamiento;Alojamiento en hoteles;3490;1332178;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
15178;2022;I1 Alojamiento;Alojamiento en hoteles;3261;3011249;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18550;2022;I1 Alojamiento;Alojamiento en hoteles;3200;4104226;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
20587;2022;I1 Alojamiento;Alojamiento en hoteles;3000;1268647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
12368;2022;I1 Alojamiento;Alojamiento en hoteles;3000;946226;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1
14317;2022;I1 Alojamiento;Alojamiento en hoteles;2940;2365514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
14854;2022;I1 Alojamiento;Alojamiento en hoteles;2900;2938331;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18943;2022;I1 Alojamiento;Alojamiento en hoteles;2800;4196461;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0
14439;2022;I1 Alojamiento;Alojamiento en hoteles;2760;5703321;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0
15023;2022;I1 Alojamiento;Alojamiento en hoteles;2760;1297649;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
19260;2022;I1 Alojamiento;Alojamiento en hoteles;2700;663769;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0
19644;2022;I1 Alojamiento;Alojamiento en hoteles;2518;3067700;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1
14700;2022;I1 Alojamiento;Alojamiento en hoteles;2393;11084676;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14550;2022;I1 Alojamiento;Alojamiento en hoteles;2392;21270806;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0
10321;2022;I1 Alojamiento;Alojamiento en hoteles;2376;1848718;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11706;2022;I1 Alojamiento;Alojamiento en hoteles;2337;1415766;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
10124;2022;I1 Alojamiento;Alojamiento en hoteles;2303;4170399;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20103;2022;I1 Alojamiento;Alojamiento en hoteles;2200;800962;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
20887;2022;I1 Alojamiento;Alojamiento en hoteles;2147;704603;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20156;2022;I1 Alojamiento;Alojamiento en hoteles;2000;4632910;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0
13601;2022;I1 Alojamiento;Alojamiento en hoteles;2000;1530588;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
17781;2022;I1 Alojamiento;Alojamiento en hoteles;2000;1204511;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1
20259;2022;I1 Alojamiento;Alojamiento en hoteles;1935;596211;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14338;2022;I1 Alojamiento;Alojamiento en hoteles;1854;2397839;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1
15789;2022;I1 Alojamiento;Alojamiento en hoteles;1800;1251527;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
20047;2022;I1 Alojamiento;Alojamiento en hoteles;1655;815894;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14715;2022;I1 Alojamiento;Alojamiento en hoteles;1655;24446121;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
19631;2022;I1 Alojamiento;Alojamiento en hoteles;1580;635865;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
10332;2022;I1 Alojamiento;Alojamiento en hoteles;1500;8480802;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
19697;2022;I1 Alojamiento;Alojamiento en hoteles;1400;1896709;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
14935;2022;I1 Alojamiento;Alojamiento en hoteles;1304;3347390;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20932;2022;I1 Alojamiento;Alojamiento en hoteles;1200;708064;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0
19691;2022;I1 Alojamiento;Alojamiento en hoteles;1000;1181751;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20097;2022;I1 Alojamiento;Alojamiento en hoteles;1000;1805935;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20551;2022;I1 Alojamiento;Alojamiento en hoteles;987;576683;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19719;2022;I1 Alojamiento;Alojamiento en hoteles;800;961266;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
19643;2022;I1 Alojamiento;Otras actividades recreativas y de esparcimiento n.c.p.;763;2237944;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
17876;2022;I1 Alojamiento;Alojamiento en hoteles;720;13657714;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
15115;2022;I1 Alojamiento;Comercio al por menor de combustible para automotores;625;3530202;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
20562;2022;I1 Alojamiento;Alojamiento en hoteles;600;428649;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0
19683;2022;I1 Alojamiento;Alojamiento en hoteles;518;1254845;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
14657;2022;I1 Alojamiento;Alojamiento en hoteles;513;1700162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13321;2022;I1 Alojamiento;Alojamiento en hoteles;512;1584216;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
20152;2022;I1 Alojamiento;Alojamiento en hoteles;500;7945380;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1
14707;2022;I1 Alojamiento;Alojamiento en hoteles;489;6354890;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
19579;2022;I1 Alojamiento;Alojamiento en hoteles;252;2856476;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20554;2022;I1 Alojamiento;Alojamiento en hoteles;200;560562;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1
19685;2022;I1 Alojamiento;Alojamiento en hoteles;200;1773912;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0
19671;2022;I1 Alojamiento;Alojamiento en hoteles;100;1104922;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
13064;2022;I1 Alojamiento;Alojamiento en hoteles;51;25131123;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0
19080;2022;I1 Alojamiento;Alojamiento en hoteles;21;5430701;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18574;2022;I1 Alojamiento;Alojamiento en hoteles;10;664172;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0
17740;2022;I1 Alojamiento;Alojamiento en hoteles;2;2178933;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
20588;2022;I1 Alojamiento;Alojamiento en hoteles;0;1647437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20546;2022;I1 Alojamiento;Alojamiento en hoteles;0;625481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18996;2022;I1 Alojamiento;Alojamiento en hoteles;0;5958835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20011;2022;I1 Alojamiento;Alojamiento en hoteles;0;550655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20458;2022;I1 Alojamiento;Alojamiento en hoteles;0;1147830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13059;2022;I1 Alojamiento;Alojamiento en hoteles;0;3342788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14811;2022;I1 Alojamiento;Alojamiento en hoteles;0;3618975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19106;2022;I1 Alojamiento;Alojamiento en hoteles;0;12513125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20098;2022;I1 Alojamiento;Alojamiento en hoteles;0;1648463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19632;2022;I1 Alojamiento;Alojamiento en hoteles;0;986832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20048;2022;I1 Alojamiento;Alojamiento en hoteles;0;1250757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19628;2022;I1 Alojamiento;Expendio de bebidas alcohólicas para el consumo dentro del establecimiento;0;2722735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12961;2022;I1 Alojamiento;Alojamiento en hoteles;0;6766547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17988;2022;I1 Alojamiento;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;0;655238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11575;2022;I1 Alojamiento;Alojamiento en hoteles;0;802824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13319;2022;I1 Alojamiento;Alojamiento en hoteles;0;292795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14860;2022;I1 Alojamiento;Actividades de operadores turísticos;0;6496931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19634;2022;I1 Alojamiento;Alojamiento en hoteles;0;1932803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19712;2022;I1 Alojamiento;Alojamiento en hoteles;0;7043116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12216;2022;I1 Alojamiento;Alojamiento en hoteles;0;1258427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12370;2022;I1 Alojamiento;Alojamiento en hoteles;0;1920395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17734;2022;I1 Alojamiento;Alojamiento en hoteles;0;3175622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13278;2022;I1 Alojamiento;Alojamiento en hoteles;0;2371386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11709;2022;I1 Alojamiento;Alojamiento en hoteles;0;888835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20503;2022;I1 Alojamiento;Alojamiento en hoteles;0;2373347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20448;2022;I1 Alojamiento;Alojamiento en hoteles;0;1536035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10308;2022;I1 Alojamiento;Alojamiento en hoteles;0;3815430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19633;2022;I1 Alojamiento;Alojamiento en hoteles;0;518541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15244;2022;I1 Alojamiento;Alojamiento en hoteles;0;3715485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20246;2022;I1 Alojamiento;Alojamiento en hoteles;0;4236619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17743;2022;I1 Alojamiento;Alojamiento en hoteles;0;5350370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12997;2022;I1 Alojamiento;Alojamiento en hoteles;0;3073004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10330;2022;I1 Alojamiento;Alojamiento en hoteles;0;873107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10307;2022;I1 Alojamiento;Alojamiento en hoteles;0;8476708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10319;2022;I1 Alojamiento;Alojamiento en hoteles;0;14729173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19670;2022;I1 Alojamiento;Alojamiento en hoteles;0;1293664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12916;2022;I1 Alojamiento;Alojamiento en hoteles;0;17054613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19636;2022;I1 Alojamiento;Alojamiento en hoteles;0;11072868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19637;2022;I1 Alojamiento;Alojamiento en hoteles;0;1758855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16986;2022;I1 Alojamiento;Alojamiento en hoteles;0;396891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15160;2022;I1 Alojamiento;Alojamiento en hoteles;0;1556742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12363;2022;I1 Alojamiento;Alojamiento en hoteles;0;2934182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17910;2022;I1 Alojamiento;Alojamiento en hoteles;0;3312543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19495;2022;I1 Alojamiento;Alojamiento en apartahoteles;0;930290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17878;2022;I1 Alojamiento;Alojamiento en hoteles;0;43125623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15204;2022;I1 Alojamiento;Alojamiento en hoteles;0;3031875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10001;2022;I1 Alojamiento;Alojamiento en hoteles;0;2217150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19723;2022;I1 Alojamiento;Alojamiento en hoteles;0;1159761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17960;2022;I1 Alojamiento;Alojamiento en hoteles;0;9784692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17549;2022;I1 Alojamiento;Alojamiento en hoteles;0;2666560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19641;2022;I1 Alojamiento;Alojamiento en hoteles;0;1189456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19678;2022;I1 Alojamiento;Alojamiento en hoteles;0;1293119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19696;2022;I1 Alojamiento;Alojamiento en hoteles;0;2216738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14837;2022;I1 Alojamiento;Alojamiento en hoteles;0;2145857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19715;2022;I1 Alojamiento;Alojamiento en hoteles;0;1679666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15129;2022;I1 Alojamiento;Alojamiento en hoteles;0;9914564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20459;2022;I1 Alojamiento;Alojamiento en hoteles;0;996046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15071;2022;I1 Alojamiento;Alojamiento en hoteles;0;422507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19489;2022;I1 Alojamiento;Alojamiento en hoteles;0;1142097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20460;2022;I1 Alojamiento;Alojamiento en hoteles;0;1336301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14936;2022;I1 Alojamiento;Alojamiento en hoteles;0;2885498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14301;2022;I1 Alojamiento;Alojamiento en hoteles;0;14390311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19596;2022;I1 Alojamiento;Alojamiento en hoteles;0;1045160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19583;2022;I1 Alojamiento;Alojamiento en hoteles;0;990997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13740;2022;I1 Alojamiento;Alojamiento en hoteles;0;4931178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20201;2022;I1 Alojamiento;Alojamiento en hoteles;0;900136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10180;2022;I1 Alojamiento;Alojamiento en hoteles;0;2130930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14323;2022;I1 Alojamiento;Alojamiento en hoteles;0;4079977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15335;2022;I1 Alojamiento;Alojamiento en hoteles;0;1558913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15200;2022;I1 Alojamiento;Alojamiento en hoteles;0;1731359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14806;2022;I1 Alojamiento;Alojamiento en hoteles;0;7960730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13511;2022;I1 Alojamiento;Alojamiento en hoteles;0;656822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20456;2022;I1 Alojamiento;Alojamiento en hoteles;0;1464187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19692;2022;I1 Alojamiento;Alojamiento en hoteles;0;2496970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15309;2022;I1 Alojamiento;Alojamiento en hoteles;0;4302214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20454;2022;I1 Alojamiento;Alojamiento en hoteles;0;565727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17992;2022;I1 Alojamiento;Alojamiento en hoteles;0;1707383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14810;2022;I1 Alojamiento;Alojamiento en hoteles;0;3341131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19734;2022;I1 Alojamiento;Alojamiento en hoteles;0;1754342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14785;2022;I1 Alojamiento;Alojamiento en hoteles;0;870180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15298;2022;I1 Alojamiento;Alojamiento en hoteles;0;3192895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
