Periodo,idnoremp,ciiu4,idact,seccion,gastos_tot,GASPROGESAMB,INGREVEN,ACTINV1,ACTINV2,ACTINV3,ACTINV4,ACTINV5,ACTINV6,ACTINV7,ACTINV8,ACTINV9,ACTGAST1,ACTGAST2,ACTGAST3,ACTGAST4,ACTGAST5,ACTGAST6,ACTGAST7,ACTGAST8,ACTGAST9,PERSAMB,PUEAA,SEPRRSSC,REUTRECI,TRATRECI,COMRESID,COMPMPS,intio
2019,11050,8010,7492,N3 Obtención y suministro de personal,7948421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,7611132
2019,11051,8010,7492,N3 Obtención y suministro de personal,16043820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,14048004
2019,11052,8010,7492,N3 Obtención y suministro de personal,8662558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,10248329
2019,11053,8010,7492,N3 Obtención y suministro de personal,17530233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,17293778
2019,11054,8010,7492,N3 Obtención y suministro de personal,6528399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,si,no,no,no,6732889
2019,11055,8010,7492,N3 Obtención y suministro de personal,83760199,18603,600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,si,si,si,si,si,no,no,89512419
2019,11056,8010,7492,N3 Obtención y suministro de personal,2270666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,2351502
2019,11057,8010,7492,N3 Obtención y suministro de personal,2653006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,3818356
2019,11058,8010,7492,N3 Obtención y suministro de personal,46767283,1226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,si,si,si,si,no,no,no,60548349
2019,11059,8010,7492,N3 Obtención y suministro de personal,2453008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,2669147
2019,11060,8010,7492,N3 Obtención y suministro de personal,13864930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,15637899
2019,11061,8010,7492,N3 Obtención y suministro de personal,66237687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,74162542
2019,11062,8010,7492,N3 Obtención y suministro de personal,4077281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,no,no,no,no,4268928
2019,11063,8010,7492,N3 Obtención y suministro de personal,2711999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,2747552
2019,11064,8010,7492,N3 Obtención y suministro de personal,3887217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,4435366
2019,11065,8010,7492,N3 Obtención y suministro de personal,4202466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,3991726
2019,11066,8010,7492,N3 Obtención y suministro de personal,1611534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,1864990
2019,11067,8010,7492,N3 Obtención y suministro de personal,4539716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,5591451
2019,11068,8010,7492,N3 Obtención y suministro de personal,129602221,18000,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,si,si,si,si,no,no,no,133375752
2019,11069,8010,7492,N3 Obtención y suministro de personal,30952412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,32513270
2019,11070,8010,7492,N3 Obtención y suministro de personal,115757817,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,149987278
2019,11071,8010,7492,N3 Obtención y suministro de personal,28686439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,28998481
2019,11072,8010,7492,N3 Obtención y suministro de personal,9185820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,11051253
2019,11073,8020,7492,N3 Obtención y suministro de personal,59529496,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,no,62270882
2019,11074,8010,7492,N3 Obtención y suministro de personal,10825334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,11327723
2019,11076,8010,7492,N3 Obtención y suministro de personal,35575514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,si,no,no,33193323
2019,11077,8010,7492,N3 Obtención y suministro de personal,9311685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,10469809
2019,11078,8010,7492,N3 Obtención y suministro de personal,3851206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,no,no,no,no,no,4345847
2019,11079,8010,7492,N3 Obtención y suministro de personal,10332057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,10481986
2019,11080,8010,7492,N3 Obtención y suministro de personal,6226348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,6384025
2019,11081,8010,7492,N3 Obtención y suministro de personal,8372386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,9968988
2019,11083,8010,7492,N3 Obtención y suministro de personal,39946359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,42734423
2019,11084,8020,7492,N3 Obtención y suministro de personal,16910547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,15060107
2019,11085,8010,7492,N3 Obtención y suministro de personal,4999282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,no,5522966
2019,11086,8020,7492,N3 Obtención y suministro de personal,1064048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,no,si,no,no,no,961024
2019,11087,8020,7492,N3 Obtención y suministro de personal,5658014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,no,no,no,no,11586155
2019,11088,8010,7492,N3 Obtención y suministro de personal,28875737,226575,262,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,si,si,si,si,no,si,no,29515998
2019,11089,8010,7492,N3 Obtención y suministro de personal,4774158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,6241466
2019,11090,8010,7492,N3 Obtención y suministro de personal,9050334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,10513209
2019,11091,8010,7492,N3 Obtención y suministro de personal,3988766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4192454
2019,11092,8010,7492,N3 Obtención y suministro de personal,10994587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,11547319
2019,11093,8020,7492,N3 Obtención y suministro de personal,4815156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,5064001
2019,11094,8020,7492,N3 Obtención y suministro de personal,4632126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,5723627
2019,11095,8010,7492,N3 Obtención y suministro de personal,11066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,si,no,no,no,10786958
2019,11096,8020,7492,N3 Obtención y suministro de personal,42543846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,42106245
2019,11097,8010,7492,N3 Obtención y suministro de personal,5895632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,6139263
2019,11098,8020,7492,N3 Obtención y suministro de personal,2448746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,2245665
2019,11099,8010,7492,N3 Obtención y suministro de personal,9194936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,8844792
2019,11100,8010,7492,N3 Obtención y suministro de personal,20087986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,16329991
2019,11102,8010,7492,N3 Obtención y suministro de personal,2981751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,no,no,no,no,3881778
2019,11103,8010,7492,N3 Obtención y suministro de personal,8071875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,8368001
2019,11104,8010,7492,N3 Obtención y suministro de personal,4165334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4917073
2019,11105,8010,7492,N3 Obtención y suministro de personal,65309679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,66883574
2019,11106,8010,7492,N3 Obtención y suministro de personal,7015144,5832,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,no,si,si,si,no,no,no,7166585
2019,11107,8010,7492,N3 Obtención y suministro de personal,8166066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,si,no,no,no,8717957
2019,11108,8010,7492,N3 Obtención y suministro de personal,4811930,20000,300,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,si,si,si,si,no,no,no,5112849
2019,11109,8010,7492,N3 Obtención y suministro de personal,3586165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,3613895
2019,11110,8010,7492,N3 Obtención y suministro de personal,22673343,0,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,22384052
2019,11111,8010,7492,N3 Obtención y suministro de personal,1450860,650,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,no,no,si,no,no,no,no,1232072
2019,11112,8010,7492,N3 Obtención y suministro de personal,15243104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,16470183
2019,11113,8010,7492,N3 Obtención y suministro de personal,9403416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,11297956
2019,11114,8010,7492,N3 Obtención y suministro de personal,8751091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,9624922
2019,11115,8030,7492,N3 Obtención y suministro de personal,4191868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4251138
2019,11116,8010,7492,N3 Obtención y suministro de personal,36267539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,33071438
2019,11117,8010,7492,N3 Obtención y suministro de personal,6437704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,si,no,no,no,6849844
2019,11120,8010,7492,N3 Obtención y suministro de personal,29301541,4016,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,si,no,si,no,no,no,no,29745955
2019,11121,8010,7492,N3 Obtención y suministro de personal,1512897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,1221115
2019,11123,8010,7492,N3 Obtención y suministro de personal,6194644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,6933915
2019,11125,8010,7492,N3 Obtención y suministro de personal,7108321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4843948
2019,11126,8020,7492,N3 Obtención y suministro de personal,140657573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,si,no,no,168176701
2019,11127,8010,7492,N3 Obtención y suministro de personal,50457348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,41362976
2019,11128,8020,7492,N3 Obtención y suministro de personal,284376550,4183,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,si,si,si,no,no,si,no,271318047
2019,11130,8010,7492,N3 Obtención y suministro de personal,207806435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,244788570
2019,11131,8010,7492,N3 Obtención y suministro de personal,719759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,610871
2019,11132,8010,7492,N3 Obtención y suministro de personal,2337469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,si,2346315
2019,11133,8010,7492,N3 Obtención y suministro de personal,20236836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,20158206
2019,11134,8010,7492,N3 Obtención y suministro de personal,3610113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,3722997
2019,11135,8010,7492,N3 Obtención y suministro de personal,73990690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,no,90495763
2019,11136,8010,7492,N3 Obtención y suministro de personal,3147460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,3283164
2019,11137,8020,7492,N3 Obtención y suministro de personal,4833676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,5655013
2019,11138,8010,7492,N3 Obtención y suministro de personal,1670391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,si,no,no,no,1985325
2019,11139,8010,7492,N3 Obtención y suministro de personal,19867372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,20549625
2019,11141,8010,7492,N3 Obtención y suministro de personal,287348804,26475,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,si,si,si,no,no,no,no,295508694
2019,11142,8010,7492,N3 Obtención y suministro de personal,4442506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4550917
2019,11143,8010,7492,N3 Obtención y suministro de personal,33285356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,33993183
2019,11144,8010,7492,N3 Obtención y suministro de personal,38029694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,39617437
2019,11145,8010,7492,N3 Obtención y suministro de personal,45658654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,50095021
2019,11146,8299,7499,N4 Actividades administrativas,73373377,125720,226858,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,si,si,no,si,no,si,no,87667935
2019,11147,8010,7492,N3 Obtención y suministro de personal,8556339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,10096736
2019,11148,8010,7492,N3 Obtención y suministro de personal,15152706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,18276073
2019,11149,8010,7492,N3 Obtención y suministro de personal,7901816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,9973927
2019,11150,8010,7492,N3 Obtención y suministro de personal,25167552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,24058769
2019,11151,8010,7492,N3 Obtención y suministro de personal,168712374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,si,no,no,no,169294592
2019,11152,8020,7492,N3 Obtención y suministro de personal,7206709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,8652885
2019,11153,8010,7492,N3 Obtención y suministro de personal,36269337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,38984205
2019,11154,8010,7492,N3 Obtención y suministro de personal,5900130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,5990269
2019,11155,8010,7492,N3 Obtención y suministro de personal,20300375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,22045589
2019,11156,8010,7492,N3 Obtención y suministro de personal,71931904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,73243478
2019,11157,8010,7492,N3 Obtención y suministro de personal,58126527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,61696841
2019,11158,8010,7492,N3 Obtención y suministro de personal,148767644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,157628861
2019,11159,8010,7492,N3 Obtención y suministro de personal,34342928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,33558220
2019,11160,8010,7492,N3 Obtención y suministro de personal,19735875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,si,no,no,no,23089317
2019,11161,8010,7492,N3 Obtención y suministro de personal,9177637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,no,no,no,no,9906722
2019,11162,8010,7492,N3 Obtención y suministro de personal,57295326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,61347825
2019,11163,8010,7492,N3 Obtención y suministro de personal,6564789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,7723121
2019,11164,8010,7492,N3 Obtención y suministro de personal,12256554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,11516602
2019,11165,8010,7492,N3 Obtención y suministro de personal,70466175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,85482076
2019,11166,8010,7492,N3 Obtención y suministro de personal,17761091,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,si,no,no,no,no,no,no,18808975
2019,11167,8010,7492,N3 Obtención y suministro de personal,47383417,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,56733773
2019,11168,8010,7492,N3 Obtención y suministro de personal,5926407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,si,si,no,no,no,6056257
2019,11169,8010,7492,N3 Obtención y suministro de personal,194864435,85503,578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,si,si,si,no,no,si,no,215880413
2019,11170,8010,7492,N3 Obtención y suministro de personal,3683653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,4025396
2019,11171,8010,7492,N3 Obtención y suministro de personal,12325324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,no,12162774
2019,11172,8010,7492,N3 Obtención y suministro de personal,2387029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,2433195
2019,11173,8010,7492,N3 Obtención y suministro de personal,42872986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,no,39378032
2019,11174,8010,7492,N3 Obtención y suministro de personal,9039282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,10082751
2019,11175,8010,7492,N3 Obtención y suministro de personal,24139119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,22365000
2019,11177,8010,7492,N3 Obtención y suministro de personal,22694807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,23472990
2019,11178,8010,7492,N3 Obtención y suministro de personal,3597571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,4040000
2019,11179,8010,7492,N3 Obtención y suministro de personal,6429836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,6399190
2019,11180,8010,7492,N3 Obtención y suministro de personal,15853595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,17039159
2019,11181,8010,7492,N3 Obtención y suministro de personal,37063149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,41044330
2019,11182,8010,7492,N3 Obtención y suministro de personal,85341124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,78075030
2019,11183,8010,7492,N3 Obtención y suministro de personal,6968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,7225446
2019,11184,8010,7492,N3 Obtención y suministro de personal,20392652,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,21480680
2019,11185,8010,7492,N3 Obtención y suministro de personal,134340442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,si,no,no,155714661
2019,11186,8010,7492,N3 Obtención y suministro de personal,59497806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,si,no,no,66281886
2019,11187,8010,7492,N3 Obtención y suministro de personal,23477357,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,no,no,si,no,no,no,no,23198690
2019,11189,8010,7492,N3 Obtención y suministro de personal,2249287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,2742813
2019,11190,8010,7492,N3 Obtención y suministro de personal,15466322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,20820771
2019,11191,8010,7492,N3 Obtención y suministro de personal,8231892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,9752708
2019,11192,8010,7492,N3 Obtención y suministro de personal,36079986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,no,no,no,si,47427331
2019,11193,8020,7492,N3 Obtención y suministro de personal,3686505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,24983
2019,11194,8121,7493,N3 Obtención y suministro de personal,2221060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,no,no,no,no,no,no,2432358
2019,11195,8110,7493,N3 Obtención y suministro de personal,17950874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,15963912
2019,11196,8110,7493,N3 Obtención y suministro de personal,27176651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,25302653
2019,11198,8110,7493,N3 Obtención y suministro de personal,16670483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,no,no,no,no,no,18607319
2019,11199,8121,7493,N3 Obtención y suministro de personal,10050424,1430,250,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,no,si,si,si,no,si,no,10228466
2019,11201,8110,7493,N3 Obtención y suministro de personal,297737200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,298727706
2019,11202,8110,7493,N3 Obtención y suministro de personal,9734387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,9832009
2019,11203,8110,7493,N3 Obtención y suministro de personal,36308343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,36763824
2019,11204,8110,7493,N3 Obtención y suministro de personal,15862195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,16398076
2019,11205,8121,7493,N3 Obtención y suministro de personal,6687857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,no,5136667
2019,11210,7420,7494,"M1 Actividades profesionales, científicas",3137541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,3043574
2019,11211,8292,7495,N4 Actividades administrativas,73373377,125720,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,si,si,si,no,no,no,no,6442611
2019,11212,8292,7495,N4 Actividades administrativas,11433793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,si,no,13030073
2019,11213,5224,6310,H1 Auxiliares del transporte,3908219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,si,no,2311402
2019,11216,7110,7421,"M1 Actividades profesionales, científicas",11392760,20000,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,si,si,si,si,no,no,no,10697618
2019,11217,7010,7414,"M1 Actividades profesionales, científicas",3030794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,si,no,no,si,3151171
2019,11220,6201,7220,J4 Inform y serv de información,9642486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,10950111
2019,11221,7020,7414,"M1 Actividades profesionales, científicas",72790351,5414,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,si,si,si,no,no,no,no,76346603
2019,11223,5229,6390,H1 Auxiliares del transporte,50824092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,si,si,si,no,no,no,34682577
2019,11224,7490,7499,"M1 Actividades profesionales, científicas",2657533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,si,si,si,no,no,no,1601822
2019,11225,8129,7493,N3 Obtención y suministro de personal,2606628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,si,no,no,no,no,2659983
