id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,contrata_personal_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb,anio_inicio,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
18549,2023,H2,postales y correos,99311005,105706,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1998,H2,5619074,95.0,2203910,2457420,30.0,65.0,95.0,44532,655077,3654,37311,444
18375,2023,H2,postales y correos,99311005,105706,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,2015,H2,6518704,34.0,1571693,1571693,7.0,29.0,36.0,42525,19425,4539,3435,1524
10521,2023,H2,postales y correos,99311005,105706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2006,H2,283086598,4663.0,133919642,148821942,2519.0,2164.0,4683.0,1991670,2243184,332614,1596718,1157
12233,2023,H2,postales y correos,211777035,181654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,H2,8308176,175.0,3965128,5181992,47.0,128.0,175.0,79100,68966,3384,27985,269
10523,2023,H2,postales y correos,211777035,181654,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1993,H2,83110646,235.0,9914729,11377226,99.0,136.0,235.0,951041,10291777,0,109307,0
10531,2023,H2,postales y correos,211777035,181654,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1986,H2,651628845,1358.0,61977776,74846144,990.0,2626.0,3616.0,5270826,5317458,268433,1244703,10214
14858,2023,I1,alojamiento,198351931,2522696,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1974,I1,127993497,802.0,30401872,33451492,427.0,375.0,802.0,764369,8500014,1311862,9920116,1495501
13323,2023,I1,alojamiento,198351931,2522696,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1990,I1,331232017,1789.0,65543230,71223000,841.0,1174.0,2014.0,2916644,7326706,4325508,12774467,2621161
14567,2023,I1,alojamiento,198351931,2522696,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1990,I1,331232017,1789.0,65543230,71223000,841.0,1174.0,2014.0,2916644,7326706,4325508,12774467,2621161
19580,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2011,I1,2347686,6.0,213648,232205,10.0,6.0,16.0,27142,55458,40090,93340,15232
11708,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,I1,1099099,15.0,419734,419734,10.0,5.0,15.0,490,11000,16000,14852,2300
17552,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,I1,6823310,50.0,1711932,1895371,35.0,15.0,50.0,108959,108061,110012,190167,76276
14501,2023,I1,alojamiento,16880630,224716,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1957,I1,35589429,375.0,10215886,10765797,204.0,171.0,375.0,194160,556824,968,851373,2247
14807,2023,I1,alojamiento,16880630,224716,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1993,I1,2468742,28.0,1027246,1068504,30.0,19.0,49.0,31248,141819,5750,357669,0
10209,2023,I1,alojamiento,16880630,224716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1957,I1,11784594,74.0,2453726,2559088,33.0,74.0,107.0,119772,210130,221618,1191808,150288
20449,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,I1,978922,15.0,399219,399219,9.0,6.0,15.0,15859,31612,29156,34612,0
19488,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,I1,1668820,10.0,272242,272242,11.0,3.0,14.0,0,1568,3250,14500,0
14555,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,I1,446746,0.0,0,0,0.0,1.0,1.0,0,0,1201,25594,956
14120,2023,I1,alojamiento,4236670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,I1,7745390,89.0,2391232,2511440,40.0,51.0,91.0,70102,51606,77891,447897,106386
20221,2023,I1,alojamiento,4236670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,I1,6924432,56.0,2295958,2352758,25.0,31.0,56.0,22740,25000,30000,360000,30000
13564,2023,I1,alojamiento,2260455,4942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,I1,4294027,57.0,1670448,1782998,45.0,12.0,57.0,39505,18510,62646,254308,145163
13801,2023,I1,alojamiento,2260455,4942,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1990,I1,1615127,21.0,552358,583619,13.0,10.0,23.0,20965,6740,37173,110032,106994
14668,2023,I1,alojamiento,2260455,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,I1,1806861,28.0,761430,800464,18.0,10.0,28.0,18656,42555,57202,185448,38429
14399,2023,I1,alojamiento,10383070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,I1,12249137,56.0,1622768,1622768,29.0,29.0,58.0,72614,171181,50182,737473,198763
10400,2023,I2,expendio de alimentos,463324584,742015,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1986,I2,673566913,4023.0,137796533,137796533,2215.0,1956.0,4171.0,8692888,871772,2269645,15291659,7767306
13828,2023,I2,expendio de alimentos,463324584,742015,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1994,I2,200670322,1478.0,46787671,52684820,1313.0,165.0,1478.0,1877168,1272683,569224,3980943,1153086
10388,2023,I2,expendio de alimentos,463324584,742015,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1986,I2,750364359,4156.0,134583822,148713628,2597.0,1561.0,4158.0,8808509,1299832,1643707,15840415,4139928
10005,2023,I2,expendio de alimentos,159530651,290524,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1957,I2,46060505,119.0,4492465,5184918,114.0,142.0,256.0,176263,401643,490586,1851121,206658
12386,2023,I2,expendio de alimentos,159530651,290524,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2002,I2,388476605,2750.0,100921567,106195840,1781.0,969.0,2750.0,267143,8391,1169820,10905005,56119
20472,2023,I2,expendio de alimentos,159530651,290524,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2016,I2,65724672,495.0,12390920,15002865,247.0,269.0,516.0,666991,292262,392490,1446058,384047
17696,2023,I2,expendio de alimentos,75078241,39409,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1982,I2,41870789,942.0,29872260,31709487,611.0,331.0,942.0,917158,466741,294675,3432461,342000
20337,2023,I2,expendio de alimentos,75078241,39409,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,2019,I2,11474421,212.0,4418388,4584960,151.0,61.0,212.0,146503,426197,25658,94338,6598
13031,2023,I2,expendio de alimentos,75078241,39409,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,I2,150521246,706.0,21974152,26918056,394.0,312.0,706.0,1971891,543978,454907,3744389,27550
17918,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2011,I2,22517775,142.0,6376575,6483082,95.0,49.0,144.0,9942,92437,11158,134882,68513
17841,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,I2,14145111,111.0,3790744,3790744,100.0,11.0,111.0,157380,655703,22025,172028,503
20577,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2016,I2,16731242,117.0,2850590,3047337,79.0,39.0,118.0,52012,106003,7650,294416,54933
18403,2023,I2,expendio de alimentos,10422371,37515,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,2011,I2,14335719,157.0,3670355,3670355,113.0,44.0,157.0,115608,4508,33802,77156,131291
15031,2023,I2,expendio de alimentos,10422371,37515,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1999,I2,8752621,73.0,2146281,2250946,37.0,36.0,73.0,83334,392542,270,53378,0
10347,2023,I2,expendio de alimentos,356120527,662460,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1994,I2,328787351,2010.0,61445065,71994062,1314.0,1029.0,2343.0,2945615,67993,149979,270698,941126
13837,2023,I2,expendio de alimentos,356120527,662460,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1981,I2,542524732,5510.0,172668819,182261870,3490.0,2056.0,5546.0,5327269,3108790,1014699,3330075,2063039
15193,2023,I2,expendio de alimentos,356120527,662460,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1985,I2,114937682,945.0,41049989,41818272,542.0,403.0,945.0,856817,219499,10504,345060,373104
14298,2023,I2,expendio de alimentos,90699114,43249,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2011,I2,6481326,63.0,3875002,3918956,27.0,36.0,63.0,100967,267358,178185,55080,25930
10406,2023,I2,expendio de alimentos,90699114,43249,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,2001,I2,227051542,211.0,14251162,19104028,363.0,496.0,859.0,2708411,1125572,542615,5999064,441898
18899,2023,I2,expendio de alimentos,90699114,43249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,I2,5572959,58.0,793794,806785,31.0,27.0,58.0,74840,8686,18120,79416,14946
17649,2023,J0,edicion,24181236,17644,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1986,J0,13126289,106.0,4794606,5564515,55.0,51.0,106.0,58519,134683,15146,28708,238
17641,2023,J0,edicion,24181236,17644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1975,J0,63056330,22.0,3496957,3673916,14.0,8.0,22.0,298491,9318,0,0,0
17776,2023,J0,edicion,24181236,17644,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2002,J0,7913338,89.0,2538121,2636699,31.0,58.0,89.0,62600,30228,18966,103270,0
17650,2023,J0,edicion,11300593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,J0,11934215,89.0,5854898,6147816,58.0,31.0,89.0,196957,752,12544,147802,0
17613,2023,J0,edicion,84802642,134220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1894,J0,57839718,222.0,14860241,17903903,86.0,142.0,228.0,427031,293614,27447,471288,117
17607,2023,J0,edicion,84802642,134220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1988,J0,137540439,440.0,33550504,34537002,247.0,230.0,477.0,1230990,632654,72175,989957,2033
17609,2023,J0,edicion,84802642,134220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1956,J0,10876176,43.0,2173707,2200615,12.0,33.0,45.0,0,0,23385,538409,0
18622,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,J0,4762687,48.0,3197886,3259498,25.0,23.0,48.0,51773,18747,883,270,0
17655,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,J0,4026540,29.0,1646299,1897496,11.0,18.0,29.0,32349,48189,612,21902,0
19867,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1954,J0,48017553,190.0,10958110,11780453,94.0,108.0,202.0,354842,281421,9529,768403,0
13106,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,J1,28913726,10.0,1207798,1235133,6.0,6.0,12.0,321067,18551,7860,22126,0
10892,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,J1,4163094,23.0,1897476,1958900,12.0,11.0,23.0,44596,24627,2445,22234,0
18680,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,J1,11977892,7.0,929549,1574211,5.0,3.0,8.0,35723,27791,5864,5365,0
11231,2023,J1,"produccion, distribucion y exhibicion",5247011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,J1,6762682,66.0,3775627,4355122,31.0,35.0,66.0,59007,40984,6758,100317,0
20691,2023,J1,"produccion, distribucion y exhibicion",5247011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,J1,4456745,21.0,1393099,1433272,13.0,12.0,25.0,2892,43789,4688,25391,0
19451,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,J1,569370217,613.0,30065809,33039984,449.0,364.0,813.0,4909796,4551601,757007,21935837,19983
11250,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,J1,2390269,23.0,1171733,1217212,8.0,15.0,23.0,9987,33920,2865,13287,0
19545,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,J1,93244368,45.0,5540834,6179462,33.0,12.0,45.0,828072,137519,0,0,0
11892,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,J1,111558151,462.0,14828043,16214199,257.0,205.0,462.0,997394,776733,498953,5276692,0
10169,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,J1,170929358,578.0,14136721,15674985,480.0,279.0,759.0,1227834,3298720,578297,12328157,22044
11417,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1975,J1,569370217,613.0,30065809,33039984,449.0,364.0,813.0,4909796,4551601,757007,21935837,19983
17818,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,J1,16927951,24.0,2977451,3047754,11.0,13.0,24.0,206482,115583,2265,3357,0
17661,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,J1,83242593,61.0,8876860,8878399,33.0,29.0,62.0,122820,2137,2586,31127,0
17819,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,J1,48567488,96.0,6840319,7011650,38.0,58.0,96.0,299910,413723,6138,35871,261
14287,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,J2,27134783,49.0,3444069,3490756,20.0,30.0,50.0,155678,186992,8270,38943,0
14081,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,J2,2699182,42.0,1353360,1447073,21.0,21.0,42.0,27084,36742,5306,328272,449
15399,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1953,J2,184653159,1408.0,94292961,100929539,570.0,838.0,1408.0,1793955,2918414,167556,13752569,13472
13496,2023,J2,prog y trans de radio y television,528410650,209830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,J2,2044611,28.0,1517272,1547545,14.0,15.0,29.0,24307,11205,2393,55577,0
11421,2023,J2,prog y trans de radio y television,528410650,209830,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,J2,617191438,1231.0,131456968,137078482,518.0,994.0,1512.0,2870910,4203836,121362,488892,998
11426,2023,J2,prog y trans de radio y television,528410650,209830,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1993,J2,617191438,1231.0,131456968,137078482,518.0,994.0,1512.0,2870910,4203836,121362,488892,998
11440,2023,J2,prog y trans de radio y television,10986991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,J2,8335706,38.0,5780973,6002833,19.0,19.0,38.0,80527,49606,819,75782,0
15390,2023,J2,prog y trans de radio y television,10986991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,J2,8335706,38.0,5780973,6002833,19.0,19.0,38.0,80527,49606,819,75782,0
10550,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1997,J3,1499868774,2267.0,250740762,290108395,684.0,1583.0,2267.0,18095772,3116502,714355,47322238,27678
13871,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2000,J3,258684186,247.0,47205719,54407225,79.0,171.0,250.0,2340006,2768855,10488,8665542,0
13872,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2000,J3,8244969441,4736.0,542009430,565564690,2444.0,3002.0,5446.0,93470957,42756733,2521476,299354484,23185
11908,2023,J3,actividades de telecomunicaciones,2440061316,862671,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1999,J3,80115808,162.0,10296963,10415832,88.0,112.0,200.0,900414,481432,188000,122771,0
10548,2023,J3,actividades de telecomunicaciones,2440061316,862671,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,2003,J3,2532941133,2352.0,226006477,228353436,1209.0,1613.0,2822.0,27550158,25248762,798082,97381955,19
10549,2023,J3,actividades de telecomunicaciones,2440061316,862671,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2000,J3,8244969441,4736.0,542009430,565564690,2444.0,3002.0,5446.0,93470957,42756733,2521476,299354484,23185
10559,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,J3,85053987,144.0,16171750,16911750,63.0,98.0,161.0,877553,291469,0,28665,0
10533,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1991,J3,130186512,80.0,6037637,6457075,376.0,598.0,974.0,1490880,1176074,88525,2105208,2419
10563,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2004,J3,83620082,1861.0,44445254,55139249,285.0,1576.0,1861.0,743011,668908,37576,61916,1486
18174,2023,J3,actividades de telecomunicaciones,106191323,951241,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1986,J3,183753635,2577.0,62586715,70293093,103.0,2474.0,2577.0,561679,1558168,42090,761332,0
10027,2023,J3,actividades de telecomunicaciones,106191323,951241,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2001,J3,297339436,408.0,27446501,29978670,135.0,325.0,460.0,2683010,1483472,21350,290000,0
20755,2023,J3,actividades de telecomunicaciones,106191323,951241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,J3,54974291,318.0,6841585,8797743,46.0,277.0,323.0,325070,0,5518,36130,759
19603,2023,J4,inform y serv de informacion,13192367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,J4,15541796,101.0,11411069,11985695,39.0,62.0,101.0,8983,246331,1461,4579,59
20948,2023,J4,inform y serv de informacion,13192367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,J4,12936163,58.0,12321462,12481330,0.0,58.0,58.0,0,56261,0,7475,0
12481,2023,J4,inform y serv de informacion,379866002,273821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2003,J4,1033796532,2385.0,455575357,498073333,682.0,1703.0,2385.0,12277237,6047367,34827,411822,0
10700,2023,J4,inform y serv de informacion,379866002,273821,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1999,J4,56715754,78.0,5961035,6040798,27.0,51.0,78.0,675565,408549,3037,37850,679
13900,2023,J4,inform y serv de informacion,179848843,586239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1995,J4,148198201,534.0,38737399,40718010,258.0,276.0,534.0,1648375,923924,14281,466526,0
12186,2023,J4,inform y serv de informacion,179848843,586239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2005,J4,223515901,348.0,46354401,51698887,159.0,241.0,400.0,2272362,434590,11439,390135,0
12480,2023,J4,inform y serv de informacion,124145958,26145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008,J4,76797034,272.0,18832949,19379717,70.0,202.0,272.0,784353,319099,1874,116410,0
15859,2023,J4,inform y serv de informacion,124145958,26145,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,J4,22605086,141.0,8062848,8253592,29.0,112.0,141.0,226839,148383,0,23862,0
19392,2023,J4,inform y serv de informacion,124145958,26145,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2000,J4,419322894,753.0,70918873,74667594,521.0,288.0,809.0,7530076,3173352,75091,2132983,0
18016,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,J4,68007031,73.0,7990356,8468416,22.0,58.0,80.0,659194,1435052,12548,9818,0
20003,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,J4,158433010,19.0,3226963,3594686,10.0,9.0,19.0,1763513,13363266,0,0,0
10681,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1982,J4,157714849,1662.0,63297439,67416237,1038.0,624.0,1662.0,1720747,2666918,127022,1579132,3051
