id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,contrata_personal_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb,anio_inicio,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
10001,2021,I1,alojamiento,"1.682.975,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,I1,2777410,25,632893,632893,14,11,25,29535,5717,126832,73346,86686
10002,2021,I1,alojamiento,"1.710.641,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,I1,2563253,15,370129,370129,16,0,16,42943,398369,120294,230549,40434
10003,2021,I1,alojamiento,"6.854.236,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,I1,7517713,47,1433906,1478298,30,44,74,90691,36867,161682,830041,129562
10004,2021,I1,alojamiento,"6.000.326,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,I1,8334016,76,1324830,1324830,33,43,76,58338,34267,198765,223978,0
10005,2021,I2,expendio de alimentos,"22.229.918,00","171.785,00",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1957,I2,22229918,44,2329352,2641280,63,106,169,67097,375721,296660,957094,80015
10006,2021,I2,expendio de alimentos,"71.438.456,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,I2,81997048,775,17876877,17876877,386,389,775,694132,3629400,147855,617523,478787
10007,2021,I2,expendio de alimentos,"831.639,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,I2,787955,9,366082,366082,7,2,9,9283,773,13917,61800,48282
10008,2021,I2,expendio de alimentos,"14.527.370,00","10.504,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,I2,17327814,155,3748314,4111007,145,10,155,197636,102416,103800,537596,139957
10013,2021,H1,auxiliares del transporte,"17.301.519,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,H1,20924788,29,1099611,1303875,7,29,36,120388,43528,0,3612,0
10015,2021,H1,auxiliares del transporte,"9.562.698,00","25.000,00",1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1974,H1,21237250,45,2976662,3212901,14,31,45,234640,534118,122763,309291,223314
10017,2021,H1,auxiliares del transporte,"169.410.655,00","1.044.270,00",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1992,H1,209981065,426,23944484,31545055,145,412,557,1255591,394559,635961,2720076,0
10018,2021,H1,auxiliares del transporte,"4.559.380,00","34.699,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,H1,8189320,9,663644,681071,9,2,11,101075,0,2061,41485,0
10019,2021,N2,agencias de viajes,"2.365.205,00","465,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,N2,1577777,34,1482630,1482630,28,6,34,19288,81245,3798,44600,0
10020,2021,N2,agencias de viajes,"1.099.116,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,N2,1515392,18,757986,757986,14,4,18,17934,10293,1306,38225,0
10021,2021,H1,auxiliares del transporte,"6.287.208,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,H1,9771190,48,3902277,4391461,18,32,50,123158,26630,7072,57376,267
10022,2021,H1,auxiliares del transporte,"9.028.558,00","16.503,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,H1,10537103,145,5152190,5572395,65,80,145,103553,70115,5666,89826,0
10023,2021,H1,auxiliares del transporte,"3.226.363,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,H1,4161292,81,2473409,2568083,34,47,81,15402,48976,5890,25102,51
10024,2021,H1,auxiliares del transporte,"2.337.115,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,H1,3585877,67,1139092,1285941,39,28,67,41590,31540,3017,40414,2450
10025,2021,H1,auxiliares del transporte,"3.429.871,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,H1,7004793,45,1538676,1627707,27,18,45,32739,93592,10665,21007,1034
10026,2021,J3,actividades de telecomunicaciones,"1.043.000,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,J3,1340244,21,394800,410732,8,14,22,12852,6659,3625,80395,0
10027,2021,J3,actividades de telecomunicaciones,"111.483.475,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,J3,211604664,291,16403539,16746935,71,223,294,1998887,1059495,11270,149017,0
10029,2021,I1,alojamiento,"10.580.896,00","3.821,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,I1,14407290,141,4683418,4840744,55,87,142,147845,946152,258138,1145501,194851
10030,2021,LN,inmobiliarias y alquileres,"2.285.083,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,LN,2638582,30,972398,1041663,8,23,31,4678,197210,7011,16690,0
10033,2021,M1,"actividades profesionales, cientificas","16.710.673,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,M1,7318556,16,1794269,2022014,10,6,16,10296,2454586,5306,38110,0
10034,2021,M1,"actividades profesionales, cientificas","10.588.059,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,M1,19310024,308,6189478,6189478,308,0,308,193313,457128,7025,11998,0
10035,2021,M1,"actividades profesionales, cientificas","7.340.927,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,M1,8576675,192,5123040,6020543,44,149,193,63633,59821,7381,20672,880
10036,2021,M1,"actividades profesionales, cientificas","888.784,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,M1,1139733,8,198354,237379,2,6,8,0,0,0,8145,0
10038,2021,M1,"actividades profesionales, cientificas","10.830.733,00","32.486,00",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2001,M1,15616670,80,4091773,4437342,18,62,80,13872,356488,2216,60610,0
10040,2021,M1,"actividades profesionales, cientificas","166.808.550,00","4.117,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,M1,182036035,2079,96940420,98466148,611,1539,2150,2538469,169044,37386,399550,1274
10041,2021,N3,obtencion y suministro de personal,"3.749.003,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,N3,3725959,210,3442315,3529828,50,160,210,3726,16752,900,5177,0
10044,2021,N3,obtencion y suministro de personal,"15.237.773,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,N3,15601175,588,13512105,14280611,259,329,588,13102,73669,0,0,0
10047,2021,N3,obtencion y suministro de personal,"9.317.665,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,N3,10955966,388,8619642,8868105,123,265,388,6963,47271,2325,0,0
10048,2021,N3,obtencion y suministro de personal,"14.982.626,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,N3,18563080,913,14514427,14553783,151,765,916,19438,77779,1424,21422,0
10049,2021,N3,obtencion y suministro de personal,"37.188.752,00","35.000,00",1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1999,N3,38161032,1194,30949219,31547180,540,654,1194,34576,114393,0,0,0
10050,2021,N3,obtencion y suministro de personal,"89.240.103,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,N3,85458348,3535,79115316,82743700,1241,2294,3535,57551,375189,3634,5825,0
10051,2021,N3,obtencion y suministro de personal,"35.472.398,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,N3,36313871,1603,31554775,33008011,577,1026,1603,16343,197672,0,77485,0
10052,2021,N3,obtencion y suministro de personal,"1.785.831,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,N3,1092148,41,1474509,1534134,4,39,43,1398,10230,3637,9838,0
10053,2021,N3,obtencion y suministro de personal,"4.150.328,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,N3,4277582,184,3703068,3872457,55,129,184,1985,30013,0,0,0
10055,2021,N3,obtencion y suministro de personal,"120.132.338,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,N3,121812512,5399,105121197,111645893,2399,3000,5399,102460,502199,1274,73091,0
10057,2021,N3,obtencion y suministro de personal,"33.197.096,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,N3,24890267,1277,30495195,31378424,305,972,1277,28865,231867,0,0,0
10058,2021,N3,obtencion y suministro de personal,"27.501.661,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,N3,25766152,971,23866668,24429884,122,851,973,53271,85065,11218,111830,707
10059,2021,N3,obtencion y suministro de personal,"22.474.301,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,N3,28223230,732,19803011,19803011,23,711,734,78789,21190,19234,83139,564
10060,2021,N3,obtencion y suministro de personal,"8.422.273,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,N3,8703772,307,6424179,6720152,11,296,307,7978,42933,7012,44940,537
10062,2021,N3,obtencion y suministro de personal,"7.194.018,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,N3,7282972,37,1184324,1184324,12,30,42,1843,1628,22166,64333,0
10063,2021,N3,obtencion y suministro de personal,"144.998.309,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,N3,177615658,2647,66363537,68040889,485,2162,2647,136231,645483,25298,232640,1290
10064,2021,N3,obtencion y suministro de personal,"12.566.989,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,N3,13303005,470,10676829,10942453,22,448,470,8263,61208,15675,26635,0
10065,2021,N3,obtencion y suministro de personal,"11.722.133,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,N3,12921555,365,10432073,10650179,12,353,365,92279,57296,5283,24806,217
10066,2021,N3,obtencion y suministro de personal,"61.086.583,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,N3,59615924,2836,54059075,55148817,489,2347,2836,104021,54242,12160,177224,859
10067,2021,N3,obtencion y suministro de personal,"18.133.453,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,N3,20014129,729,15692451,16132106,61,668,729,15185,94818,5509,59475,51
10068,2021,N3,obtencion y suministro de personal,"4.178.923,00","52,00",0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1986,N3,4405522,74,1634262,1673954,17,58,75,56616,774567,5039,75254,530
10069,2021,N3,obtencion y suministro de personal,"6.104.339,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,N3,7035467,26,2212565,2212565,4,22,26,2043,208,284,3740,0
10070,2021,N3,obtencion y suministro de personal,"93.862.404,00","160.947,00",1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1991,N3,118245444,3659,74261300,80417797,2007,1652,3659,392244,1999718,14267,168067,133
10072,2021,N4,actividades administrativas,"61.294.053,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,N4,65704176,2404,48044114,53264808,708,1697,2405,363098,342380,9833,5158,0
10075,2021,N4,actividades administrativas,"682.599,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,N4,178772,1,7605,7605,4,2,6,1254,5729,1781,8069,0
10076,2021,P,educacion superior,"11.308.506,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,P,11702090,182,8917210,9024370,71,111,182,40520,109296,16393,148528,0
10077,2021,P,educacion superior,"3.478.574,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,P,5043316,62,2165014,2282847,34,28,62,6465,50594,11791,123005,307
10078,2021,P,educacion superior,"651.943,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,P,1137872,14,230296,230296,6,8,14,22320,0,5760,88900,0
10079,2021,P,educacion superior,"308.898.915,00","253.777,00",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1966,P,347363270,1871,168202794,190887304,940,931,1871,1161092,2633574,574402,4587133,31283
10080,2021,P,educacion superior,"50.218.078,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,P,52181632,639,37080290,37759366,243,396,639,155161,1003879,138947,1006158,2301
10081,2021,P,educacion superior,"17.869.699,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,P,17092437,155,7182533,7193686,68,87,155,53496,60752,0,0,0
10082,2021,P,educacion superior,"3.165.504,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,P,5984937,39,1457289,1470599,25,16,41,21201,178345,22928,92060,474
10083,2021,P,educacion superior,"113.129.110,00","27.310,00",1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1970,P,128400213,990,65896212,70355848,510,480,990,322360,836005,106979,1637992,1701
10084,2021,P,educacion superior,"61.390.118,00","93.437,00",1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1973,P,70162076,677,37065333,37804078,443,294,737,196467,281282,50509,725382,6816
10085,2021,Q,salud humana,"14.496.568,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,Q,27228289,355,7123054,7417247,290,67,357,0,63741,115120,60503,54120
10086,2021,Q,salud humana,"24.672.087,00","18.494,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988,Q,27990000,71,1394819,1456678,37,115,152,857000,253520,41101,535847,1212
10087,2021,Q,salud humana,"142.753.697,00","877.245,00",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1991,Q,168123981,49,2513338,2513338,532,0,532,0,4737946,170095,1604699,32454
10088,2021,Q,salud humana,"124.965.407,00","287.908,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1992,Q,161037247,56,1879131,1937320,772,222,994,2548,252309,397351,3826562,102980
10090,2021,Q,salud humana,"213.108.445,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Q,240045968,1362,46635823,47640120,1749,535,2284,17595,725009,406207,3708747,1299
10092,2021,Q,salud humana,"6.334.164,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Q,6799454,52,1676421,1770496,29,23,52,2426,45162,11740,172764,8116
10093,2021,Q,salud humana,"40.537.381,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Q,53092888,631,18351211,22366858,285,351,636,357524,216486,35480,315485,410
10094,2021,Q,salud humana,"13.000.260,00","42.979,00",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1997,Q,15157047,90,3612908,4446760,80,15,95,111852,52331,10923,195799,0
10095,2021,Q,salud humana,"9.029.658,00","18.445,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1997,Q,12878129,88,1976206,2306589,56,32,88,62916,57670,20503,264140,778
10096,2021,Q,salud humana,"10.143.988,00","1.560,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,Q,11891633,55,1470246,1520357,40,15,55,97813,107859,15265,207747,5055
10097,2021,Q,salud humana,"29.048.178,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,Q,25240065,267,11059659,11070304,182,89,271,0,621,153860,599924,17898
10098,2021,Q,salud humana,"16.555.044,00","11.465,00",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1999,Q,18956867,145,4713799,4836054,101,44,145,19807,13882,271,161320,0
10099,2021,Q,salud humana,"32.828.740,00","20.226,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,Q,34092478,966,20540566,21913431,851,115,966,3852,255616,27854,162653,0
10101,2021,Q,salud humana,"47.920.261,00","58.539,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1961,Q,60163053,242,7832748,8551921,287,60,347,15213,373658,231102,832048,0
10103,2021,Q,salud humana,"2.513.366,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,Q,6130476,44,665738,710952,28,21,49,12508,223775,18134,108859,5835
10104,2021,Q,salud humana,"20.685.335,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,Q,20370261,40,1038270,1072551,79,35,114,0,115810,16009,171750,874
10105,2021,Q,salud humana,"20.587.320,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,Q,26376790,2,953507,953507,137,39,176,222284,125297,16564,172777,82
10107,2021,Q,salud humana,"12.880.951,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,Q,18441410,101,1906679,1906679,75,32,107,31861,162408,34466,8163,0
10108,2021,Q,salud humana,"6.044.530,00","62.663,00",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1987,Q,6194074,4,271420,271420,70,25,95,6561,71903,26099,212509,185
10109,2021,Q,salud humana,"21.710.469,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Q,24529091,7,991050,5995366,104,57,161,94701,49943,21293,179343,0
10111,2021,Q,salud humana,"45.388.535,00","80.093,00",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1991,Q,64025196,145,7739779,8447879,109,36,145,580736,341110,127356,475791,2085
10112,2021,Q,salud humana,"28.871.632,00","17.749,00",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1994,Q,42778115,212,9241049,10239432,123,104,227,6681,233244,20543,1060259,675
10113,2021,Q,salud humana,"30.050.560,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,Q,33534328,10,577574,578000,265,51,316,2930,1656916,4201,24908,51
10114,2021,Q,salud humana,"9.587.401,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,Q,13905916,69,2284864,3545017,53,16,69,72452,18793,2026,281168,0
10115,2021,Q,salud humana,"3.682.703,00","60.000,00",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1989,Q,4618962,24,821397,821397,23,6,29,31561,60561,5270,60880,0
10116,2021,Q,salud humana,"3.572.792,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,Q,3819900,42,1008509,1090727,32,10,42,31136,60197,14071,134160,562
10117,2021,J2,prog y trans de radio y television,"1.707.194,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,J2,2207808,10,274110,277811,11,14,25,12045,8195,3557,20440,0
10118,2021,J2,prog y trans de radio y television,"10.922.809,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,J2,27151809,49,2448998,2612309,21,28,49,163337,261771,22361,66124,0
10119,2021,S,otros servicios,"9.082.024,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,S,11265676,117,2624514,2624514,60,57,117,121840,66320,203257,437458,169289
10120,2021,S,otros servicios,"17.412.990,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,S,20902887,150,4945903,5502955,93,57,150,200858,91716,52707,350324,116
10121,2021,N3,obtencion y suministro de personal,"3.620.955,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,N3,3701293,130,3374947,3455880,41,89,130,2622,19337,494,2105,0
10122,2021,N4,actividades administrativas,"6.096.059,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,N4,7702509,162,3546232,3834670,5,160,165,76633,54971,547,19018,438
10123,2021,I1,alojamiento,"2.419.725,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,I1,2799016,28,796504,796504,30,11,41,20033,0,15878,246131,32363
10124,2021,I1,alojamiento,"2.781.117,00","1.500,00",0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2006,I1,3080844,36,841327,885022,18,19,37,50456,163070,51596,372746,518059
10125,2021,Q,salud humana,"79.754.886,00","13.466,00",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1990,Q,66724460,353,14162047,14598412,287,84,371,12142,588736,126608,313610,4957
10128,2021,H1,auxiliares del transporte,"2.482.675,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,H1,3288486,65,1725603,1787842,30,35,65,38231,4022,3902,23242,0
10129,2021,N3,obtencion y suministro de personal,"15.503.818,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,N3,10819117,621,13599829,14219756,125,496,621,150379,74943,0,0,0
10131,2021,H2,postales y correos,"782.988,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,H2,706082,5,92340,109458,3,21,24,7154,4312,4838,8393,0
10132,2021,Q,salud humana,"7.433.080,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,Q,10103924,54,1154225,1178621,56,20,76,0,38935,3540,0,0
10133,2021,Q,salud humana,"20.617.769,00","9.400,00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,Q,20589835,80,3330255,3375986,67,16,83,1,22650,8729,144147,500
10135,2021,Q,salud humana,"65.303.313,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Q,70382929,28,3474459,3474459,387,179,566,22590,158032,217956,1316956,25966
10136,2021,M2,publicidad,"11.820.062,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,M2,18255727,51,3630876,4057146,22,29,51,190914,142879,2013,23112,0
10138,2021,Q,salud humana,"10.105.799,00","9.769,00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2001,Q,14090856,76,2643443,2892735,49,27,76,726,30313,15351,166496,295
10139,2021,I1,alojamiento,"11.530.783,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,I1,9130724,43,2147809,2238902,16,64,80,122021,68444,424179,746406,509539
10140,2021,I1,alojamiento,"3.243.881,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,I1,4820399,39,903537,938364,20,19,39,36641,22541,107537,192843,43026
10141,2021,H1,auxiliares del transporte,"3.603.431,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,H1,4022207,93,2586418,2775424,58,36,94,37678,23701,749,43260,0
10142,2021,Q,salud humana,"8.912.405,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,Q,9060367,59,2287872,2440473,43,20,63,1060,17065,21300,353771,0
10143,2021,I2,expendio de alimentos,"28.572.113,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,I2,30862365,110,4094341,4184252,131,243,374,423004,86235,187059,1388991,496641
10144,2021,Q,salud humana,"32.349.504,00","120.166,00",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,Q,31855549,164,4845789,5529851,203,106,309,0,121511,119532,859634,35509
10145,2021,H1,auxiliares del transporte,"8.702.785,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,H1,6550086,55,3334366,3595271,30,25,55,18721,254208,30141,138920,1423
10146,2021,LN,inmobiliarias y alquileres,"47.028.121,00","216.000,00",0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1993,LN,79592726,141,9403944,9489994,56,119,175,1210040,764879,34664,396851,0
10148,2021,Q,salud humana,"10.485.940,00","60.000,00",1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2007,Q,14115547,8,386374,386374,68,43,111,0,0,16647,124976,0
10149,2021,Q,salud humana,"6.635.534,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,Q,6726333,57,1033840,1105377,39,19,58,0,19932,8655,220358,1119
10151,2021,Q,salud humana,"23.562.769,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Q,32277750,137,3579021,3765361,127,30,157,54685,109403,124686,398200,728
10153,2021,M1,"actividades profesionales, cientificas","2.254.712,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,M1,2844833,90,1728679,1901822,18,72,90,28774,4506,5564,22742,1000
10154,2021,M1,"actividades profesionales, cientificas","5.279.278,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,M1,5880584,128,2732251,3795539,8,120,128,62640,16591,50853,40629,334
10155,2021,Q,salud humana,"34.093.196,00","42.832,00",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1995,Q,50313503,66,620890,709847,263,153,416,95063,285625,138179,801054,11646
10156,2021,LN,inmobiliarias y alquileres,"38.921.730,00","4.930,00",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1995,LN,52674938,88,5520630,5550937,40,51,91,375096,448172,39697,260525,513
10157,2021,H1,auxiliares del transporte,"2.398.732,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,H1,3221316,82,1356985,1452024,81,2,83,28460,17604,1071,8019,0
10158,2021,H1,auxiliares del transporte,"14.815.320,00","25.000,00",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,H1,20584314,63,2603489,2603489,16,116,132,202998,1231431,57696,256409,0
10159,2021,N3,obtencion y suministro de personal,"90.209.755,00","15.500,00",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2009,N3,92702945,2475,59493133,61046357,234,2241,2475,63439,1435446,15142,196055,515
10162,2021,N3,obtencion y suministro de personal,"62.854.447,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,N3,69466650,2296,50923163,52531844,206,2091,2297,77647,880287,18317,110326,829
10163,2021,Q,salud humana,"80.871.017,00","0,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,Q,90507813,21,1958287,1958287,231,146,377,231519,4065228,159264,345480,35081
