id_empresa,anio_inicio,periodo,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
10051,2001,2020,N3,28441507,1375,24902131,26251905,468,907,1375,16353,165081,0,54712,0
10052,2001,2020,N3,1596211,111,1268440,1527190,5,108,113,1314,13631,1995,8582,0
10053,2002,2020,N3,3017215,129,2554396,2701029,12,117,129,1489,23480,0,0,0
10055,1973,2020,N3,83609469,4416,75460473,80687531,2005,2411,4416,6992,425673,1858,56593,0
10056,1976,2020,N3,11821211,652,10811787,11219190,281,371,652,9469,319,21859,42084,0
10057,1977,2020,N3,14566921,551,13377581,13654251,94,457,551,18958,179899,0,0,0
10058,1990,2020,N3,26591736,962,21438722,22234844,68,896,964,63128,78099,10115,109530,706
10059,1991,2020,N3,27759575,754,19973065,20325341,7,749,756,73371,18174,16689,66957,551
10060,1996,2020,N3,6812135,240,4793107,5125209,11,229,240,5494,38583,3947,30590,575
10062,2002,2020,N3,6408893,38,1034969,1056116,13,25,38,980,27939,3087,43448,231
10063,1967,2020,N3,181780834,3350,87788476,90683861,642,2708,3350,195245,231301,28946,221460,977
10064,1973,2020,N3,12150254,440,10074331,10326599,22,418,440,7901,54370,10033,25476,0
10065,1978,2020,N3,14284178,417,11403478,11599706,10,407,417,95998,80772,3046,16623,56
10066,1981,2020,N3,37688162,1525,26397527,27110484,410,1115,1525,75592,17967,8284,174973,787
10067,1981,2020,N3,19056675,618,15145416,15616742,49,569,618,14644,89589,6311,58238,50
10068,1986,2020,N3,4649035,88,2030467,2053140,17,74,91,34215,15663,5125,100885,459
10069,1991,2020,N3,3705537,69,1742816,1988411,52,19,71,1423,146955,2176,4880,0
10070,1991,2020,N3,114198747,4648,78358179,84208600,2677,1977,4654,320474,2930719,10306,127511,192
10071,1993,2020,N3,5922527,260,4700136,4742148,94,166,260,42700,4618,29590,0,0
10072,2001,2020,N4,57895611,2214,42524797,47141540,611,1603,2214,325717,331957,6484,13392,0
10073,1988,2020,M1,30811345,227,9654942,10288264,40,187,227,227128,136538,5840,107460,64
10075,2000,2020,N4,2060755,11,394535,747621,4,7,11,21134,8691,3258,27668,0
10076,1989,2020,P,12077785,211,9244531,9287693,70,141,211,42125,51549,18124,128693,0
10077,2002,2020,P,3583093,50,1890849,1933800,28,22,50,10413,46530,13119,87902,191
10078,2020,2020,P,2195910,24,688648,735545,7,17,24,5491,5695,5000,35000,0
10079,1966,2020,P,333362625,1917,169331751,193626202,953,964,1917,1111634,2342506,531012,3436000,30421
10080,1967,2020,P,60687679,739,46558861,47226921,292,447,739,211700,847567,175219,926036,2050
10081,1965,2020,P,19628363,150,7557380,7566940,64,86,150,56121,54189,0,0,0
10082,1972,2020,P,1007303,22,837739,849178,9,14,23,7565,97451,11781,50664,254
10083,1970,2020,P,113810109,1009,59085930,59644600,506,503,1009,279011,896890,70839,1399273,6000
10084,1974,2020,P,66865041,736,45024368,45310455,479,303,782,194210,275589,38291,351377,2243
10085,1988,2020,Q,12343020,171,3878132,3903772,92,81,173,0,29216,81452,204624,27456
10086,1988,2020,Q,27990000,71,1328520,1388578,37,115,152,857000,253520,41101,535847,1212
10087,1991,2020,Q,104538130,40,2197875,2197875,432,90,522,0,4669725,141731,1801972,56827
10088,1992,2020,Q,110297629,70,1543316,1577451,746,212,958,4909,44449,280043,2974171,117661
10090,1994,2020,Q,176075176,1068,39089477,39846802,982,576,1558,94,290450,396469,2675959,2156
10091,0,2020,Q,,,,,,,,,,,,
10092,1995,2020,Q,5724649,45,1554044,1602014,26,19,45,2455,42368,22504,151006,6173
10093,1996,2020,Q,46591750,594,16675927,20326472,268,331,599,390661,270151,36039,339998,504
10094,1997,2020,Q,12405639,120,3010026,3286910,122,23,145,103307,48730,16186,194913,0
10095,1997,2020,Q,8670936,70,1472493,1631270,52,19,71,41424,48252,14885,249730,581
10096,1996,2020,Q,6991205,53,1082318,1123522,39,14,53,44509,66356,13861,173903,2267
10097,1998,2020,Q,19244684,261,7296448,7305397,190,71,261,0,167187,93794,572246,17853
10098,1999,2020,Q,10068059,156,4016432,4183035,139,17,156,13953,24857,34300,132500,0
10099,2003,2020,Q,34784859,733,15951668,17170063,641,92,733,14168,141571,16788,135048,0
10100,0,2020,Q,,,,,,,,,,,,
10101,1961,2020,Q,40206798,241,7984608,8710535,266,54,320,9888,153884,192782,678770,0
10102,1969,2020,Q,535121412,763,39977587,40234347,1921,704,2625,105728,1109407,1199207,3320293,4266
10103,1969,2020,Q,4824235,30,421199,454523,46,10,56,7942,330729,14729,139056,2455
10104,1981,2020,Q,15336759,69,1395160,1418331,83,23,106,1,121626,14320,163877,4771
10105,1982,2020,Q,17348311,2,354860,453625,123,0,123,186907,88407,41794,333720,0
10107,1985,2020,Q,9937014,68,1438975,1491526,48,22,70,4552,119527,38920,76958,0
10108,1987,2020,Q,3359422,4,220677,221499,48,24,72,3789,143497,30825,71010,138
10109,1995,2020,Q,13114394,7,1035208,1035208,44,32,76,78953,38333,7126,14448,1000
10110,0,2020,Q,,,,,,,,,,,,
10111,1991,2020,Q,33289493,119,5674053,6156299,90,29,119,252090,593316,96225,416094,1539
10112,1994,2020,Q,30044471,138,5873487,6549136,76,62,138,46481,173115,15941,856830,96
10113,1996,2020,Q,18605677,10,529416,534207,246,54,300,1953,110513,3894,23113,62
10114,1980,2020,Q,8728881,59,1980608,2054027,42,17,59,45017,13578,0,242119,0
10115,1989,2020,Q,3579149,23,341333,359087,21,6,27,25680,27616,16553,87798,0
10116,1986,2020,Q,2647150,42,686620,750266,33,9,42,17411,58269,15300,109670,375
10117,1993,2020,J2,1668335,9,253751,260354,14,13,27,9267,5444,3554,16603,0
10118,1986,2020,J2,22471984,46,2251356,2405975,23,23,46,57239,91733,5076,20448,0
10119,2003,2020,S,8622263,125,2510488,2633827,67,59,126,93354,286389,145605,74669,184455
10120,1986,2020,S,17184604,134,4244938,4418928,78,56,134,196037,132323,51392,277879,111
10121,1997,2020,N3,2929696,158,2900323,2968951,63,95,158,4166,14522,3540,864,0
10122,1986,2020,N4,3321210,129,2003345,2143673,7,125,132,36201,35769,448,14794,35
10123,2002,2020,I1,1499575,32,445211,445211,22,13,35,15680,16043,6857,161473,20462
10124,2001,2020,I1,1552228,27,706131,724602,15,14,29,14654,81435,56381,387459,54226
10125,1990,2020,Q,52386620,422,13515554,14347258,334,88,422,16209,265693,47656,235025,5970
10126,1990,2020,N3,1097369,17,441501,456088,11,6,17,2137,1482,231,2739,4
10127,1983,2020,Q,162869054,887,35515052,36813816,672,249,921,973,300133,15028,301990,0
10128,1994,2020,H1,2530235,59,1399303,1448011,29,30,59,25986,3519,3147,18641,0
10129,1995,2020,N3,9520994,487,8363430,8626026,91,396,487,134367,65707,0,0,0
10131,1997,2020,H2,730824,1,25907,27861,7,17,24,5841,4209,5728,10910,0
10132,1997,2020,Q,10083824,25,794892,803090,51,21,72,0,300429,2846,0,9
10133,1999,2020,Q,15564417,65,2322020,2367751,48,20,68,22650,21279,8729,144147,500
10134,1999,2020,I2,70100,9,154731,181511,9,0,9,328,0,2823,4329,1976
10135,2004,2020,Q,55685912,28,3285212,3293742,364,179,543,0,10,48954,326939,23058
10136,2000,2020,M2,12801246,79,3237697,3381740,43,36,79,147773,129115,1888,24161,0
10138,2001,2020,Q,11432698,53,1969701,2207978,35,18,53,193,21318,10670,78051,79
10139,2016,2020,I1,3494081,41,1221711,1253626,23,53,76,27571,90285,353754,521619,178663
10140,1968,2020,I1,2002306,36,638517,655169,23,17,40,15520,15992,74802,146096,20749
10141,1973,2020,H1,3726997,83,2287683,2398413,47,38,85,35651,25552,701,40901,0
10142,1984,2020,Q,7545633,66,2279389,2446068,49,17,66,9831,56446,17243,353898,0
10143,1985,2020,I2,16168472,90,2267620,2267620,85,97,182,181614,14231,128086,1009351,353365
10144,2011,2020,Q,25423654,166,4843667,5189311,208,79,287,0,0,101945,798183,29731
10145,1974,2020,H1,4005435,46,2511257,2673955,26,20,46,21586,72074,34315,140544,293
10146,2008,2020,LN1,68934693,234,14015205,14131618,128,118,246,592564,2612969,37243,296243,0
10148,2009,2020,Q,11790678,9,330778,330778,89,54,143,0,898,16531,160100,5967
10149,2015,2020,Q,5924585,35,682529,709327,16,20,36,0,23404,15473,211077,59
10150,2010,2020,I1,156190,6,49370,49370,4,3,7,1006,549,86,18724,2028
10151,1991,2020,Q,19646932,170,4225898,4447731,126,44,170,4751,75574,96687,304711,281
10152,0,2020,N3,,,,,,,,,,,,
10153,1992,2020,M1,2451435,82,2641060,2703194,23,59,82,16248,12722,4131,17334,48
10154,1993,2020,M1,4633644,135,3244331,3526125,6,129,135,32821,28976,7896,37108,810
10155,1995,2020,Q,33443975,58,1446926,1503908,184,129,313,15000,269943,117860,693535,31226
10156,1995,2020,LN1,35108384,114,4781584,4823911,48,68,116,293253,436206,28391,249154,233
10157,1995,2020,H1,2510293,70,1123875,1198203,2,69,71,23727,9598,1030,6709,0
10158,1996,2020,H1,19548854,61,2301737,2335156,15,46,61,163625,1050082,8168,152409,0
10159,1998,2020,N3,95366354,2611,59794040,61354517,227,2384,2611,61228,1533298,14103,185363,491
10162,2003,2020,N3,66985115,2149,45611083,47195901,89,2061,2150,72530,861690,22237,123368,1455
10163,2003,2020,Q,74985372,25,2018740,2029540,253,109,362,1914,302333,38802,101938,22531
10164,2004,2020,N3,39603720,1807,37857803,38677472,188,1619,1807,32741,205635,4667,10467,68
10166,1977,2020,N3,132313,13,182158,182158,10,3,13,100,0,312,635,41
10167,1985,2020,M1,15255362,279,5222277,5465777,24,256,280,3120,58211,3520,14680,128
10168,1997,2020,N3,10202306,409,8198508,8709261,103,306,409,1857,5647,1697,8162,53
15416,2004,2020,M1,3683433,124,2010940,2133006,30,97,127,54262,1206,3303,5732,0
10169,1974,2020,J1,30097960,1117,9133018,9317295,613,507,1120,1744722,3304221,166173,3198574,13996
10170,2005,2020,Q,5285439,73,1913667,1968982,70,3,73,38532,27165,10511,149537,594
10171,1998,2020,I1,877677,21,743855,803734,14,8,22,3749,0,36941,26512,22336
10172,2004,2020,N3,5667630,312,5093027,5227787,131,183,314,4497,9144,8598,4914,0
10173,1963,2020,Q,11406817,117,2787199,3013545,99,18,117,4232,29038,33270,213122,12308
10174,2005,2020,N3,5256843,216,2844800,2992968,92,127,219,3321,15864,0,0,0
10175,2005,2020,N3,856875,37,551109,591734,5,32,37,656,5671,1129,2349,119
10177,2007,2020,N3,4729851,192,3355258,3480159,43,149,192,3994,19122,0,0,0
10178,2007,2020,R,1315053,14,280035,294264,6,9,15,7302,15447,4646,6126,0
10180,2009,2020,I1,765339,26,430811,457964,10,16,26,6060,59656,8431,82619,12342
10182,2003,2020,J4,4539050,49,1501818,1523712,21,28,49,2183,5177,2820,58138,71
10183,2005,2020,J1,2574310,119,1166781,1232203,72,47,119,10172,116369,25375,695107,0
10184,2009,2020,Q,5398344,47,3446721,3532298,38,11,49,64363,50311,11739,197675,0
18545,2006,2020,H2,983526,34,548744,593541,15,31,46,11248,0,110,5666,0
10185,2007,2020,H1,16244808,36,2966569,3109934,11,25,36,213414,752,9692,17502,661
10187,2008,2020,H1,14522436,411,6537928,8035938,31,383,414,139060,108678,6687,54175,0
17548,2015,2020,I1,452318,25,186282,187829,14,13,27,3828,1083,25215,80495,11062
10189,1996,2020,I1,386245,22,380530,399313,11,11,22,19887,53479,0,0,0
10190,2005,2020,I1,441362,12,220109,238246,8,7,15,32785,13048,6271,43448,2557
10191,2014,2020,I2,3832189,47,1176009,1218303,26,22,48,45208,10115,27208,96608,72456
10192,1999,2020,M1,14442002,53,2151030,2361240,15,38,53,172906,154153,13590,301802,0
10193,2004,2020,M1,13537945,290,5430859,5735285,78,218,296,132219,4548,7971,73501,0
10194,1978,2020,N3,18726781,728,12132310,12462855,282,446,728,31690,521000,4725,6310,220
10195,2007,2020,P,55635015,572,22919863,23583167,263,309,572,104860,1185905,75813,450150,211
10196,2011,2020,I1,2405422,30,621369,657242,15,18,33,161942,8238,53209,305855,35395
10197,2004,2020,N3,5116924,287,7738498,7851153,178,109,287,4295,46438,1262,16767,0
10198,1989,2020,N3,3362528,169,2765416,2950754,52,120,172,2046,13458,0,0,0
10199,1997,2020,M1,3641839,10,256999,259256,11,32,43,36356,36613,2281,19881,168
10200,2003,2020,Q,15993518,26,2033793,2033793,94,213,307,1710,78186,14798,121171,4030
10201,2008,2020,I2,9674727,91,2382344,2430905,57,39,96,90204,30553,23198,224208,100355
10203,2006,2020,H1,5503247,0,0,0,0,1,1,25854,8083,0,0,0
10204,1991,2020,M1,5885523,81,2961696,3000371,18,63,81,9623,76718,5551,35171,0
10205,2010,2020,I1,2517061,54,1165772,1195751,19,39,58,0,16916,51473,218934,68597
10206,0,2020,I1,,,,,,,,,,,,
10207,2003,2020,I1,578936,32,176279,188434,20,14,34,4411,5948,18949,87617,18722
10209,1957,2020,I1,1493966,32,609701,630305,3,29,32,6249,102715,12990,115969,11311
10210,2010,2020,H1,23494871,52,1761783,2324187,45,7,52,260350,91754,24887,310282,0
17959,2010,2020,J4,884370,10,590672,685378,2,8,10,569,1909,0,0,0
10213,2011,2020,H1,22552420,32,997936,1053333,17,36,53,150056,4504,23791,294511,210239
10214,2011,2020,H1,2046254,65,1372252,1418149,3,63,66,20462,8185,540,1800,0
10216,2011,2020,N3,7751074,388,6702031,7021980,161,227,388,6532,29228,0,5070,0
10217,2011,2020,N3,3797146,160,3592401,3593017,74,86,160,3911,16250,0,0,0
10218,0,2020,M1,,,,,,,,,,,,
10219,2009,2020,N3,51637673,2078,42319159,45338942,1515,563,2078,21722,232249,1030,13473,0
10220,1977,2020,LN1,8910689,93,2384744,2468176,8,86,94,89953,852961,101009,134342,925
10221,2013,2020,I1,1876708,20,465750,537422,12,8,20,0,4721,35192,224796,7973
10222,2013,2020,I1,1199087,5,91269,91269,11,21,32,8137,7654,24639,196438,33198
10224,2013,2020,I1,611234,2,129568,129915,17,34,51,7952,2305,149566,174737,592
19345,2006,2020,J4,4587260,59,1761856,1782406,21,38,59,24690,24842,0,38410,0
10225,2009,2020,H1,62544691,85,3126415,3139808,43,42,85,787530,358779,50454,309876,84
10226,2004,2020,Q,106888752,1038,27541026,28875806,838,200,1038,8583,283418,227738,1311181,2399
10227,2000,2020,Q,9602066,102,2214647,2284803,88,14,102,11801,40011,20448,246518,2400
10228,2005,2020,H1,4386985,132,2935895,3257303,59,73,132,6402,40228,0,0,0
10229,2002,2020,Q,37504256,153,3898741,3907204,119,34,153,366,88256,134177,242531,9544
10230,2000,2020,H1,7518107,111,2500896,2619913,11,100,111,55019,115411,0,125907,0
10231,2007,2020,Q,17918213,210,5061103,5295743,136,76,212,121,187437,32203,765576,3725
10232,2003,2020,J3,107128325,27,1243955,1328141,168,310,478,459887,336020,17589,162156,0
10233,2009,2020,J3,5619545,30,739087,782209,33,32,65,60813,34713,10042,31122,193
10234,2003,2020,Q,43600974,202,7864545,7964310,143,59,202,5124,56283,17773,55406,679
10235,2009,2020,Q,5032472,108,2893884,2986219,60,48,108,47277,21514,8641,18106,81
10236,1992,2020,H2,2455013,39,580109,609338,12,31,43,11394,13052,1774,42274,0
10237,2003,2020,Q,15872097,134,3270095,3392523,90,45,135,0,207237,227427,499510,9646
10238,2011,2020,Q,4004637,67,1363583,1401108,36,31,67,0,77691,10631,115433,4236
10240,2012,2020,N5,108041363,2803,72387868,76116760,1507,1296,2803,800068,18838,23979,230311,0
10241,2012,2020,Q,28426349,276,7023171,7267812,246,35,281,10986,117811,14797,28062,129
10242,2005,2020,N3,10680364,535,8888060,9097430,207,329,536,12368,46444,1061,1705,0
10243,2010,2020,J4,7145044,74,4844910,4974024,30,48,78,25331,463366,3830,51924,0
10244,2008,2020,N3,3612669,121,2044573,2109141,6,117,123,1894,15437,3098,22678,240
10247,2006,2020,N3,32202974,1250,30792452,30856427,639,611,1250,18805,129278,4577,65847,19
10248,2008,2020,N3,2435664,58,2176860,2247361,33,25,58,2266,13777,1722,3824,0
15421,2011,2020,N3,1929882,65,1247068,1285346,18,47,65,1052,463,832,5809,0
10249,2007,2020,J4,14797344,132,12296752,12452704,20,112,132,4013,19522,5937,74198,111
10250,2009,2020,N3,55012842,2611,50910035,51349035,1287,1324,2611,27645,238141,194,1422,0
10253,1995,2020,J4,3080380,66,1401964,1406965,4,64,68,36074,22945,2778,16539,0
10254,2011,2020,N3,21913183,730,15013735,15400013,253,477,730,87255,89253,1340,12137,0
10256,2013,2020,N3,1107773,131,1743304,1795501,48,87,135,694,5209,0,0,0
10257,2006,2020,I1,364001,41,617630,666590,15,27,42,3502,115200,7501,12002,50
17555,1986,2020,I1,350619,7,137820,148971,5,7,12,28088,111933,24816,59032,10773
10258,2010,2020,I2,23600284,231,4922914,5119260,168,117,285,252531,99409,73520,815690,343832
10260,2010,2020,I2,1608199,79,407515,407515,44,35,79,19946,1846,6582,39997,20660
10262,2002,2020,P,14371767,168,4748657,4776759,87,81,168,30679,123309,9797,122121,0
10263,1972,2020,P,151725151,1216,93094720,94706047,760,568,1328,499208,1727060,152874,1055782,627
10264,2017,2020,I1,2925316,66,1231973,1277366,31,37,68,0,94241,103972,260265,55291
10265,2014,2020,I1,3091871,44,1002963,1070902,23,27,50,37245,21334,62830,458744,22226
10266,2014,2020,I1,1154836,10,284636,295544,8,8,16,13207,68565,20741,96759,20804
10269,2015,2020,N3,8816887,461,7490140,7636122,233,228,461,4094,1069,0,0,0
10271,1987,2020,R,64388100,102,13130329,14510600,34,71,105,199009,415924,94407,105511,9059
10272,2008,2020,N3,74736074,3588,66621256,69598865,1693,1895,3588,224,323036,0,0,0
10273,2015,2020,H1,29409916,126,7774695,8349869,47,79,126,284194,328487,250103,5444939,0
17549,2015,2020,I1,1374312,12,350509,356021,5,7,12,0,3511,16112,107966,14219
10274,1957,2020,I1,581431,15,254442,254442,8,11,19,10105,13529,15766,102970,25534
10275,2015,2020,I1,1627161,29,486196,524578,21,11,32,38594,12646,15748,176408,29254
10276,2013,2020,N3,2261912,80,1674332,1718250,5,79,84,17000,13617,5632,8965,0
10277,2015,2020,N5,3085323,81,2482154,2573821,51,34,85,0,32438,3477,48482,0
10278,2014,2020,H1,2790233,118,1900096,2123528,45,74,119,1789,64368,2541,2834,425
10280,2014,2020,N3,4126392,538,2828386,2965792,260,278,538,2981,18008,2780,13415,270
10281,2014,2020,N3,3949265,158,3362074,3439537,23,135,158,12865,19939,0,0,0
10283,2015,2020,I1,3523296,33,997090,1094182,18,22,40,0,8674,110577,539301,29597
10284,2015,2020,I1,3156049,26,444841,461310,13,17,30,0,14940,47344,230920,45498
17557,2016,2020,I1,3651786,29,770976,783928,19,20,39,52411,109437,68248,382483,37155
17558,0,2020,J0,651148,11,198722,213743,3,10,13,5342,2359,6347,24408,0
17559,1996,2020,J0,499554,12,349870,357322,6,11,17,6450,24385,9600,15908,0
17561,1952,2020,J0,22797349,257,12947685,14136797,106,223,329,204374,340719,82079,461478,7205
17562,2015,2020,M1,8361316,158,3067713,3177058,48,110,158,109876,1234,1996,6976,0
17563,2015,2020,I2,2491048,26,495508,515067,13,22,35,29848,43557,25692,114091,64546
17564,2006,2020,I2,7814847,42,1053803,1095390,50,54,104,86518,36540,37020,520540,38621
17565,2010,2020,I2,1153675,26,602361,614376,11,19,30,11505,2723,16186,113417,14410
17566,2017,2020,I2,2796202,85,860020,897560,49,37,86,30216,5025,30479,296132,109574
17568,2012,2020,N5,57762098,1095,44086783,45113789,355,740,1095,23794,232873,38512,808718,0
17960,2017,2020,I1,4993753,41,1365399,1372744,31,26,57,55613,95661,88932,463370,95691
17961,2017,2020,N3,163278213,8900,147291381,150686153,3618,5282,8900,0,653484,7419,30587,306
17962,2016,2020,N3,6928430,372,7613137,7825645,19,353,372,48442,388,0,0,0
17963,2012,2020,N3,42468757,1037,39886336,40833376,283,754,1037,33026,7760,4962,71455,347
17964,2013,2020,N5,468792405,5663,225748826,229687179,2431,3232,5663,25135,1590404,204419,1933437,0
18546,2008,2020,N3,9075422,296,5722357,5741122,158,138,296,8177,44448,1099,12909,52
17965,2013,2020,Q,125544718,755,32644150,33392181,555,200,755,510640,499710,41442,437183,37418
17966,2011,2020,N3,3140896,130,2169251,2249477,36,94,130,2264,54,1659,7175,0
18547,2011,2020,H1,2226360,178,1661871,1763230,19,159,178,22932,9250,725,1380,0
17968,2011,2020,H1,39999534,112,3509078,3824839,10,364,374,392452,144553,5545,24414,4
17969,2014,2020,H1,12698199,120,8309795,9585908,12,108,120,125687,68821,0,0,0
17971,2014,2020,H1,2810774,87,1311422,1379335,5,82,87,31340,24749,5369,37549,0
18549,1998,2020,H2,3493302,40,1012999,1051912,13,27,40,35206,122839,2256,18621,424
17972,2013,2020,J4,6383032,50,3642890,3739891,16,34,50,31983,716105,5294,64884,0
17973,2004,2020,S,3820616,28,516302,539023,36,27,63,33063,29414,192739,137675,321517
17974,2010,2020,H1,34136517,40,1200402,1414424,3,40,43,392812,40542,0,0,0
17975,1980,2020,LN1,19952718,36,2541810,2665325,13,33,46,169735,631218,0,124365,0
18550,2019,2020,I1,1856605,21,464536,476217,10,11,21,0,11978,27147,186105,35598
18551,2000,2020,M1,3527313,48,940301,980986,10,39,49,48870,1430,6012,40124,0
18552,2018,2020,Q,225090805,102,8156920,8165563,66,37,103,0,484516,830477,4267182,2678
17976,2010,2020,Q,6695601,10,342091,348789,8,2,10,0,81081,8349,49909,512
17977,2020,2020,Q,31494245,245,6415907,6698886,165,80,245,6583,7627,36036,514581,0
17978,2011,2020,M1,3524134,30,560603,610280,7,25,32,18675,32207,895,5458,0
18553,2016,2020,I2,1581576,33,702475,719277,18,20,38,16299,791,0,0,0
19348,1995,2020,LN1,6702600,8,157904,164767,3,6,9,83712,617258,74678,116184,3211
18554,1969,2020,LN1,3283997,36,1336354,1390384,31,6,37,40045,8394,5500,47056,68
18555,1989,2020,LN1,8683839,46,1708793,1773250,15,67,82,85393,1351282,315891,478110,29
19349,1993,2020,M1,2877069,18,1060565,1068996,3,17,20,13245,41031,1647,25542,324
19350,1995,2020,M1,8455654,84,2403187,2465996,48,36,84,13490,76429,15006,121649,635
18556,2004,2020,M1,8211718,35,1163441,1185071,10,32,42,77025,12202,3365,15715,27
18557,1986,2020,M1,17461678,32,1921214,1939575,16,22,38,62416,80949,9726,81867,1284
18558,0,2020,M1,,,,,,,,,,,,
18559,2001,2020,M2,2568688,33,1178035,1210071,15,19,34,30280,89779,0,12351,0
18560,2003,2020,M2,9647554,11,420881,428004,7,7,14,96474,58557,2052,4340,0
18561,2011,2020,N3,7271407,294,6342848,6360830,82,212,294,78664,39446,0,0,65
18562,0,2020,N3,,,,,,,,,,,,
18564,2014,2020,N4,7711369,225,4440953,4635301,11,222,233,80648,19995,5146,39435,507
18565,0,2020,Q,,,,,,,,,,,,
19351,1998,2020,S,21259306,241,9904090,10059199,152,94,246,36625,212303,10247,30568,47
18566,2001,2020,LN1,4063113,12,401455,420784,10,15,25,22207,14673,278916,708804,0
18567,2006,2020,M1,230156,2,44060,44060,2,1,3,0,0,473,1135,0
18568,2013,2020,LN1,10448982,13,602511,818571,3,10,13,136436,0,564,10126,0
19352,1993,2020,Q,25591626,141,3078124,3196544,112,33,145,12267,17540,31457,845754,5537
18569,2013,2020,Q,18842294,256,3827182,3903058,195,61,256,0,213674,19519,195963,0
18570,1996,2020,Q,11905345,122,2392557,2462528,81,44,125,4397,200752,47675,283062,19098
18571,2012,2020,Q,2395484,2,39959,42866,3,2,5,0,175547,84,4567,0
18572,2012,2020,Q,3064963,51,1007845,1035396,33,20,53,21456,33635,3180,17925,288
18573,1998,2020,S,8545295,114,3185986,3275192,41,73,114,100530,217697,70779,164647,107224
19353,1993,2020,M2,4817061,15,883967,885203,3,13,16,35865,4255,3372,15466,0
19354,2009,2020,H1,4562621,22,806232,820096,3,24,27,55832,23866,32202,97789,0
