id_empresa,anio_inicio,periodo,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
10040,2004,2023,M1,250535963,1991,176997413,189500547,1121,892,2013,46399,0,17819,161259,39
10041,1989,2023,N3,5798005,183,6346739,6346739,63,120,183,1920,6753,1376,3182,0
10043,0,2023,N3,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10044,1991,2023,N3,17522998,569,15888738,16639464,268,301,569,13389,98829,0,0,0
10047,0,2023,N3,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10048,1997,2023,N3,29141152,897,20937270,20984851,375,525,900,28100,158861,2683,47149,0
10049,1999,2023,N3,33837252,1208,25425848,26838950,544,664,1208,35012,0,0,0,0
10050,2000,2023,N3,118018491,4412,106991084,110623091,1544,2868,4412,79757,540182,7153,13160,192
10051,2001,2023,N3,49658216,1864,42427161,44796661,729,1135,1864,50389,246765,0,122720,0
10052,2002,2023,N3,1813800,52,1485984,1547777,8,46,54,1323,10709,3213,13796,0
10053,2002,2023,N3,2932656,106,2510475,2645320,30,76,106,3145,22133,0,0,0
10055,1973,2023,N3,156981158,5724,136076570,143503382,2953,2771,5724,128845,654271,2965,111094,0
10056,0,2023,N3,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10057,1977,2023,N3,64023410,1355,56774501,58749935,186,1169,1355,52048,433034,0,0,0
10058,1990,2023,N3,34575029,968,27293563,28298131,149,822,971,30213,187159,9778,128555,0
10059,1991,2023,N3,22674208,552,17246684,17692246,39,515,554,21555,185225,17340,119307,257
10060,1996,2023,N3,13570607,327,10685272,11171149,10,317,327,12158,45008,6578,85878,588
10062,2002,2023,N3,7973400,54,1318640,1333634,21,38,59,89860,33680,1820,23870,260
10063,1967,2023,N3,181823924,2337,70955008,71242213,382,1955,2337,114711,278187,31894,288931,1078
10064,1973,2023,N3,18078633,505,14672486,15065527,26,479,505,12187,95781,22045,68330,0
10065,1978,2023,N3,18994089,409,14523906,14523906,17,392,409,135939,74966,9240,27992,67
10066,1981,2023,N3,68940464,1448,40971765,42122198,355,1093,1448,87531,70555,16978,259909,2298
10067,1981,2023,N3,30329180,771,24939902,25475362,66,705,771,25156,91201,8448,84852,127
10068,1986,2023,N3,5347567,77,1943772,2003048,14,63,77,66308,95353,4407,91527,925
10069,1991,2023,N3,5904516,71,1891119,2065916,10,61,71,10013,37798,12179,148760,4000
10070,1991,2023,N3,92353390,2819,64061472,69512177,1293,1526,2819,460276,29676,15346,228568,1305
10071,0,2023,N3,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10072,2001,2023,N4,101739335,2772,68678305,76138423,698,2074,2772,1093903,551520,13741,6082,0
10076,1988,2023,P,16025710,192,10740024,10828798,67,125,192,49562,114436,30148,344186,0
10077,2002,2023,P,7638244,93,3540589,3604626,49,44,93,22872,190916,26905,357724,317
10078,1999,2023,P,4498881,8,188469,188469,4,4,8,8693,100,15610,270630,0
10079,1966,2023,P,362674391,1845,195581817,222066150,943,902,1845,1278146,4901183,831552,7874577,105185
10080,1967,2023,P,56866847,628,47184891,48051576,225,403,628,168412,1953812,214476,2095474,7395
10081,1965,2023,P,22178785,202,9287825,9471779,79,123,202,67916,59355,0,0,0
10082,1972,2023,P,13149400,81,3298034,3408008,41,40,81,42764,151501,20682,273428,61
10083,1970,2023,P,165006558,1102,91210504,91649839,518,584,1102,438524,1052091,161741,3481350,8249
10084,1973,2023,P,88392059,721,47320020,47822568,465,345,810,326352,533650,98974,1318521,10802
10085,1988,2023,Q,29441339,207,6344615,6643400,149,60,209,0,0,126920,66704,59667
10086,1988,2023,Q,35193225,70,2331032,2962634,81,52,133,2124,431095,66956,462909,1757
10087,1991,2023,Q,203998572,45,2885764,2908924,611,128,739,89,510590,205885,4407280,109997
10088,1992,2023,Q,145848837,53,2107104,2178085,796,229,1025,43485,461151,628127,6090208,121984
10090,1994,2023,Q,322667146,1723,66890432,68419859,1886,523,2409,6734,247413,612934,6284241,832
10092,1995,2023,Q,5870366,50,1000687,1208033,33,17,50,5886,38915,9878,196137,9829
10093,1996,2023,Q,52707140,649,22444673,27049559,300,355,655,432198,317297,43747,20491,206
10094,1997,2023,Q,2402754,0,0,0,0,0,0,39210,0,5234,76681,0
10095,1997,2023,Q,13365968,101,3452498,3717514,74,29,103,114568,36453,29430,574941,1000
10096,1996,2023,Q,18009959,64,2241618,2340264,42,22,64,140085,385457,29946,343092,3459
10097,1998,2023,Q,29198147,369,15935569,16221025,275,94,369,5061,117840,58631,1920353,16772
10098,1999,2023,Q,28028069,268,5839797,6083997,210,58,268,5910,1254,57480,406957,2483
10099,2003,2023,Q,35316410,805,21398805,22665952,704,101,805,431,179251,25750,242525,0
10101,1961,2023,Q,62003615,219,8894806,9653242,303,58,361,70785,494256,385681,1472057,32276
10103,1969,2023,Q,10573693,48,888901,973027,35,17,52,42247,299214,23588,334538,10314
10104,1981,2023,Q,22280014,74,1482793,1709639,111,26,137,0,38070,24908,301360,2465
10105,1982,2023,Q,21838764,2,663049,764666,149,18,167,196293,197611,42413,628353,0
10107,1985,2023,Q,27320851,126,3317716,3769430,92,40,132,38444,17677,120925,0,0
10108,1987,2023,Q,9103209,28,725889,725889,50,12,62,14304,1654,34224,29340,129
10109,1995,2023,Q,35142437,9,1687779,4274373,108,57,165,94701,49943,35293,191343,690
10111,1991,2023,Q,35701318,143,8154073,8836707,108,35,143,255176,182324,185125,661998,1745
10112,1994,2023,Q,63398373,297,15526056,17155098,180,135,315,186394,4701731,40646,1500051,283
10113,1996,2023,Q,34969823,10,842129,842129,298,64,362,2211,20090,6461,52856,423
10114,1980,2023,Q,17442782,96,5347337,5637520,66,30,96,126332,109406,3297,500679,0
10115,1989,2023,Q,6085110,22,932518,958112,20,4,24,49930,86471,31188,161143,0
10116,2013,2023,Q,4121032,33,1017760,1098973,18,15,33,29567,148318,16422,199961,456
10117,1993,2023,J2,1264789,7,293125,305854,12,12,24,16764,6990,3674,25959,0
10118,1986,2023,J2,40685450,152,10520968,10718016,75,77,152,9171,1125,40321,186154,0
10119,2003,2023,S,9308397,99,2818244,3063765,47,52,99,102790,164022,99751,642544,143033
10120,1987,2023,S,23078168,164,6332227,6542596,93,71,164,209835,233319,106722,632108,171
10121,1997,2023,N3,6308578,156,5878669,6010295,42,114,156,3627,20934,942,6758,0
10122,1986,2023,N4,9129135,190,3998067,4568329,8,184,192,114897,43714,874,90716,420
10123,2018,2023,I1,4636889,35,1036435,1058484,20,17,37,54415,35379,21423,507686,42707
10124,2019,2023,I1,6260195,74,2303982,2414676,31,44,75,67973,184839,158220,843766,109942
10125,1990,2023,Q,66618246,474,16380989,16997457,408,89,497,3036,2086512,64798,461027,5930
10127,1993,2023,Q,234648088,1012,48067900,51228049,771,291,1062,3200,722538,452466,578182,136152
10128,1994,2023,H1,4151670,65,2401308,2477753,32,33,65,39300,11123,5062,34462,0
10129,1995,2023,N3,23338980,669,19089930,20142880,128,544,672,242026,90,0,0,0
10132,1997,2023,Q,15414707,84,2253746,2311474,18,85,103,0,33170,2733,266467,0
10133,1999,2023,Q,44107121,106,5626924,5826745,78,31,109,3879,195720,11241,109923,306
10135,2005,2023,Q,66438113,29,4393337,4401712,301,164,465,137154,159313,46099,307930,43455
10136,2000,2023,M2,40234658,64,5905237,7411706,32,32,64,460456,328733,2230,27836,0
10138,2001,2023,Q,19296385,81,3636697,4045729,54,27,81,609,71201,21632,279089,515
10139,2016,2023,I1,24125654,74,2689152,2733057,70,145,215,287375,101312,500700,1556134,540895
10140,2010,2023,I1,7819844,66,2140059,2310256,34,32,66,60165,82212,136668,558567,60554
10141,1973,2023,H1,4361927,89,2743746,2968431,57,34,91,39323,25917,665,61785,0
10142,1984,2023,Q,11844957,65,2737985,2762718,43,22,65,16955,69111,19045,584064,0
10143,1985,2023,I2,55240108,251,5428512,5593530,173,440,613,687596,62260,336219,2772362,978386
10144,2011,2023,Q,30264521,231,7579745,8602919,243,87,330,14,51727,135794,1248820,35789
10145,1975,2023,H1,8886314,60,4485200,4905908,35,25,60,92675,688350,75134,208783,1191
10146,1993,2023,LN1,85168546,145,12830500,12946283,63,132,195,1041465,1708237,79563,778051,0
10148,2007,2023,Q,16129539,7,448504,504062,36,10,46,0,78889,39036,174114,0
10149,1995,2023,Q,9823790,98,2017928,2091690,66,33,99,0,16219,17623,374881,965
10151,1991,2023,Q,16260298,46,1116513,1116513,81,33,114,10852,69471,82214,457124,0
10153,1992,2023,M1,2568112,55,2018021,2192562,12,43,55,13394,2071,1502,11457,0
10154,1992,2023,M1,8629292,192,4712738,5599202,7,185,192,69121,6733,6514,34654,1416
10155,1995,2023,Q,55645027,50,1175846,1360047,135,157,292,644474,376988,156500,1120695,14952
10156,1995,2023,LN1,84513893,124,9024572,9095488,48,76,124,701798,942247,54399,452810,118
10157,1995,2023,H1,3167394,75,1650253,1758212,3,73,76,32930,521,1441,13772,0
10158,1996,2023,H1,34805315,153,6304789,6620940,23,202,225,262849,873540,44094,117391,0
10159,2009,2023,N3,89928552,2361,76644728,77501389,204,2157,2361,96691,513843,19876,313155,580
10162,2003,2023,N3,100095859,2689,74288035,77839176,291,2398,2689,74674,1012123,43075,383235,4482
10163,2003,2023,Q,114407895,40,4758352,4758352,297,203,500,813654,418055,42095,221206,49417
10164,2004,2023,N3,73194854,2341,65450137,68058837,716,1625,2341,49421,347653,7516,27270,432
10168,1997,2023,N3,16625014,487,13960409,14932116,133,354,487,10290,11093,2102,16209,56
15416,2004,2023,M1,909818,45,935941,993176,10,38,48,0,0,2000,8191,0
10169,1974,2023,J1,170929358,578,14136721,15674985,480,279,759,1227834,3298720,578297,12328157,22044
10170,2005,2023,Q,9112558,93,3117109,3227856,89,4,93,66765,50307,15687,447229,68
10171,1998,2023,I1,1825055,21,1203616,1300850,14,8,22,20000,84198,44381,233766,22582
10172,2004,2023,N3,9049100,316,8016701,8231566,114,203,317,5751,19124,2190,7605,0
10173,2017,2023,Q,31250798,195,5513511,5634681,161,35,196,23710,33895,121290,228852,32334
10174,2005,2023,N3,2235849,65,1600021,1649883,31,34,65,2548,823,0,0,0
10177,2007,2023,N3,6646966,225,5770699,6124922,51,175,226,5463,23507,0,0,0
10178,2023,2023,R,3707111,10,265978,279697,6,5,11,38685,29418,5073,12107,0
10180,2009,2023,I1,4964068,25,475823,493338,10,15,25,58630,81922,60665,542474,84283
10182,2003,2023,J4,5991242,57,3215271,3245965,23,34,57,46472,27248,4811,88270,109
10183,2005,2023,J1,16652117,121,3251212,3478601,70,51,121,32753,572717,56524,2119226,0
10184,2006,2023,Q,10274872,46,3648841,3734536,38,9,47,124134,58123,18466,372427,0
18545,2006,2023,H2,1444684,63,1297097,1402997,13,62,75,13547,42147,0,11760,0
10185,2007,2023,H1,21799723,36,3071563,3081138,9,27,36,206639,66484,2542,30385,0
10187,2008,2023,H1,27370632,607,13154580,13942500,39,570,609,268708,183310,7053,109584,56
10189,2022,2023,I1,1808836,13,338698,359043,5,8,13,9954,2923,20659,191143,25456
10190,2005,2023,I1,992322,14,317501,338272,9,11,20,10347,78488,30592,143688,13947
10191,2013,2023,I2,14202082,87,3118038,3325654,52,35,87,169757,83903,132210,330085,260615
10192,1999,2023,M1,18726427,52,3218056,3432033,12,40,52,234027,200855,13720,579276,0
10193,2004,2023,M1,10939656,105,3305576,3343122,18,93,111,117612,27746,2796,48685,0
10194,1978,2023,N3,48356105,1154,30663540,31556334,310,845,1155,17853,1136920,3739,17070,167
10195,2006,2023,P,88852167,1006,42676250,43643054,479,527,1006,208651,784025,197302,1517809,4339
10197,0,2023,N3,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10198,1989,2023,N3,351013,7,143475,155285,5,5,10,300,0,0,0,0
10199,2012,2023,M1,4810177,15,749296,838407,5,24,29,38536,24082,4808,45586,160
10200,2003,2023,Q,31115646,127,4001720,4001720,137,208,345,2468,7,148691,1265288,6495
10201,2007,2023,I2,26080394,124,3935268,4093094,60,69,129,19387,293569,56459,664873,269223
10202,2006,2023,N3,2015029,55,1280084,1320909,25,30,55,2360,482,0,0,0
10203,2006,2023,H1,9002417,34,885895,1148634,2,32,34,107056,11744,0,0,0
10204,1991,2023,M1,7497256,30,1683215,1683215,11,19,30,75971,848089,4518,46848,93
10205,2010,2023,I1,8845267,56,2409195,2470255,43,41,84,3922,53828,204761,674837,173649
10207,2003,2023,I1,6762273,10,209799,220490,26,32,58,66576,83039,77091,569045,37616
10208,2021,2023,I1,809284,4,103700,110900,7,3,10,8100,21900,29600,145750,13343
10209,1957,2023,I1,11784594,74,2453726,2559088,33,74,107,119772,210130,221618,1191808,150288
10210,2010,2023,H1,32680795,52,2269281,2860444,13,39,52,395666,136387,30153,358167,0
10213,2011,2023,H1,29645206,31,1584207,1659610,12,25,37,312373,14639,57941,429605,2841743
10216,2011,2023,N3,10972928,402,9863527,10450388,226,177,403,9068,41323,0,11354,0
10217,2011,2023,N3,7012339,207,6518189,6641423,94,113,207,5091,29096,0,0,0
10219,2009,2023,N3,82159628,2272,88432795,91268980,1697,575,2272,36272,0,6610,11081,0
10220,1977,2023,LN1,14155607,102,3451506,3600418,10,92,102,138734,1303959,364606,790164,1332
10221,2013,2023,I1,7259295,35,1163681,1383718,20,15,35,0,44207,107462,651991,32308
10222,2013,2023,I1,6808096,4,183159,191555,10,32,42,100559,11339,114461,568975,129340
10223,2018,2023,I1,727959,8,176000,191185,8,5,13,7473,0,4895,73034,10566
10224,1957,2023,I1,7882282,2,171359,183649,27,27,54,28132,307894,345788,442806,47741
19345,2006,2023,J4,7094495,49,2308415,2727914,21,28,49,34648,41328,0,64872,0
10225,2009,2023,H1,106001285,187,8784934,8941629,52,135,187,1118240,1388750,28711,481620,116
10226,2004,2023,Q,71382760,241,8067574,8340457,141,100,241,17996,2915,50383,1799983,71
10227,0,2023,Q,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10229,2002,2023,Q,48103783,160,4561179,4773093,125,35,160,437,55269,174496,321078,7790
10230,2000,2023,H1,8474523,66,1784945,1784945,9,57,66,36741,47972,10829,130109,0
10231,2007,2023,Q,59159766,374,14034091,14539179,268,108,376,9299,162593,198909,1977295,8814
10232,2003,2023,J3,75691956,22,1114340,1237751,230,203,433,342276,185979,17371,152992,0
10233,2009,2023,J3,4522649,10,199120,212823,6,8,14,77331,39676,7539,36618,0
10234,2003,2023,Q,67265158,278,15668726,15866690,204,74,278,45972,65360,14775,705996,1024
10235,2009,2023,Q,9048117,143,4833611,4833611,73,76,149,45425,27868,5316,22263,119
10236,1992,2023,H2,2853758,19,485500,495500,11,8,19,5000,30000,7000,48000,0
10237,2003,2023,Q,20395161,221,8249422,8512261,149,73,222,0,150,106311,1168432,3806
10240,2012,2023,N5,145775359,2997,104099609,109676801,1647,1350,2997,610101,825596,200056,3231838,0
10241,0,2023,Q,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
10242,2005,2023,N3,16516899,612,14358302,14864429,404,209,613,15742,68570,2009,4965,0
10243,2021,2023,J4,22530467,96,16071878,17743564,50,46,96,15072,1364,4130,73179,0
10244,2008,2023,N3,4765486,154,3571466,3571466,9,145,154,6066,30040,8972,41420,217
10247,2006,2023,N3,63530247,2271,57897541,58965669,1480,794,2274,31767,0,14352,134772,0
15421,2011,2023,N3,2999468,80,2707717,2783220,19,61,80,1533,596,0,6476,0
10249,2007,2023,J4,29752402,152,21162145,21839359,46,106,152,31500,205607,7621,167081,204
10250,2009,2023,N3,110165724,3843,97665806,99664676,1818,2028,3846,55855,437526,4770,54159,0
10253,1995,2023,J4,2001647,18,1291991,1322440,6,18,24,21567,52629,3435,19017,0
10254,2011,2023,N3,100426936,1839,58355365,60166873,1281,558,1839,183107,440590,4253,35842,0
10257,2006,2023,I1,338752,44,888567,947535,20,28,48,1872,63830,10800,15640,7500
17555,1986,2023,I1,1073452,13,462498,480972,5,10,15,15342,126800,101342,219790,16994
10258,2010,2023,I2,46030410,297,11028164,11028164,191,229,420,405142,31163,249139,1877008,723502
10260,2010,2023,I2,7305188,74,2138382,2289516,45,29,74,72980,0,25074,294986,129300
10262,2002,2023,P,29635481,271,12299910,12492762,138,133,271,59285,147974,146386,1095830,1411
10263,1972,2023,P,227220085,1502,123686718,125992309,968,705,1673,151328,3230536,332540,4630026,1096
10264,2014,2023,I1,8933681,70,2362210,2458506,29,47,76,0,137189,143218,624491,136292
10265,2014,2023,I1,10980722,46,2017732,2073404,26,34,60,130288,65351,118886,887295,68197
10266,2014,2023,I1,2787073,17,416808,425502,8,15,23,33840,47518,8214,96694,10307
10271,2011,2023,R,52350631,135,32361632,38326506,26,109,135,399993,1771874,125087,337104,7592
10272,2008,2023,N3,96359240,3452,84150067,88212091,1743,1709,3452,741398,415783,0,0,0
10273,2015,2023,H1,129089094,131,8983166,10681324,51,80,131,1168175,9126441,488807,4855704,3889409
17549,2015,2023,I1,3609430,19,956096,994249,18,8,26,0,7994,46056,248533,22124
10274,2014,2023,I1,1682319,13,306844,328777,7,8,15,16837,34480,48619,213388,34500
10275,2015,2023,I1,5373151,44,1210624,1304938,26,19,45,64068,64776,68499,474444,42063
20251,2014,2023,I2,7597384,11,577619,760090,32,19,51,89641,139205,45135,319473,132466
10276,2013,2023,N3,2785617,75,2047896,2108153,41,39,80,7605,11991,1981,12352,84
10280,0,2023,N3,0,0,0,0,0,0,0,0,0,0,0,0
10281,2014,2023,N3,5431280,240,5454899,5533360,56,184,240,54312,23891,0,0,0
10283,2016,2023,I1,16060946,66,4624071,4757936,49,37,86,0,231709,239524,1506423,118526
10284,2015,2023,I1,9944663,40,1646127,1694799,21,39,60,16916,40505,201652,667397,59291
10285,2011,2023,I1,1168345,9,201221,222806,8,3,11,13787,43771,35089,143406,18113
17557,2016,2023,I1,10782411,46,1675542,1722336,43,14,57,26905,256,107303,715760,75051
17558,1977,2023,J0,101226,4,71317,75916,0,5,5,623,2,1028,1920,0
17559,0,2023,J0,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
17561,1952,2023,J0,20641412,181,10550955,11056468,82,139,221,174341,657997,110549,541618,4751
20592,2016,2023,M1,2297341,27,990230,1047954,18,9,27,22973,16000,5503,129636,0
17563,2005,2023,I2,7384422,43,1275774,1280044,30,30,60,88845,296686,60294,293205,133676
17564,2000,2023,I2,24797216,34,1194656,1272736,36,58,94,3160,1452,96451,865124,165321
17565,2010,2023,I2,5643727,31,888982,953291,9,26,35,66961,126708,26291,226211,51879
17566,2017,2023,I2,12437110,133,2825313,2890273,70,63,133,73234,31348,65595,234137,121121
17568,2011,2023,N5,116777789,1530,92702601,95045211,598,932,1530,940,468380,96843,2470150,0
17960,2017,2023,I1,19228682,49,1763264,1827104,63,43,106,225064,213546,317423,1214326,223535
17961,2017,2023,N3,235520292,8924,207598833,217294444,4528,4396,8924,1707498,930301,3954,41422,120
17962,2016,2023,N3,2599463,92,1963454,2021994,3,90,93,21328,970,0,0,0
17963,2012,2023,N3,84516714,2424,77050455,78661885,1112,1312,2424,58950,13449,12247,115837,424
17964,2013,2023,N5,609513072,7550,393435402,412897886,3060,4490,7550,113622,1414635,569924,4558213,0
18546,2008,2023,N3,17131498,715,15265176,15564356,405,311,716,14467,77621,1610,22683,51
17965,2013,2023,Q,261165844,1122,63858201,65883439,830,292,1122,574347,880353,87545,945775,67656
17968,2011,2023,H1,36397923,68,3021058,3208745,6,254,260,332820,185179,20642,91913,730
17969,2014,2023,H1,0,0,0,0,0,0,0,0,0,0,0,0
17971,2014,2023,H1,2541628,70,1347067,1449151,7,64,71,28417,19568,11938,6685,1333
18549,1998,2023,H2,5619074,95,2203910,2457420,30,65,95,44532,655077,3654,37311,444
17972,2013,2023,J4,5130184,35,2764015,3176208,11,24,35,23787,840157,5910,80107,0
17973,2004,2023,S,6012437,63,1653177,1746070,31,32,63,50210,49189,397902,327945,472941
17974,2010,2023,H1,40402114,31,1592439,1814443,7,36,43,496655,61855,25671,584158,0
17975,1980,2023,LN1,25431848,52,3612789,3850506,21,36,57,201630,1711955,142,258435,0
18550,2019,2023,I1,6711838,40,1145029,1370872,31,10,41,0,18751,76456,495578,73441
18552,2018,2023,Q,310355183,118,9405124,9405124,70,48,118,0,600398,1228093,8308968,20896
17976,2010,2023,Q,5665557,11,295609,305375,10,2,12,1199,20778,11223,115767,213
17977,2004,2023,Q,56443383,401,11892804,14634136,302,99,401,6542,4097,105620,994135,39
17978,2011,2023,M1,8300000,18,566000,566000,6,14,20,26000,14300,2200,18000,200
19348,1995,2023,LN1,9298775,10,282907,296119,3,7,10,111958,813290,236923,158201,5239
18554,1969,2023,LN1,5498227,35,1732788,1795013,7,30,37,74765,16249,10536,109703,67
18555,1979,2023,LN1,9992914,40,2069215,2109348,10,30,40,88602,1258836,554015,609615,3889
19349,1993,2023,M1,3654739,17,1076312,1076312,10,14,24,31487,39018,3961,40607,136
19350,1995,2023,M1,12556444,92,3442256,3574973,55,37,92,136825,98062,288011,288011,681
18556,2004,2023,M1,21603909,50,2811885,2906504,17,71,88,284053,279217,17161,69951,22
18557,1985,2023,M1,13815194,15,1320609,1323907,10,10,20,27913,16829,8682,133955,1358
18559,2001,2023,M2,8550914,32,2177234,2491395,13,24,37,103604,53913,0,66441,0
18560,2003,2023,M2,7726939,5,285469,290094,5,4,9,93192,2359,2273,9439,0
18561,2011,2023,N3,15083243,511,12976391,13346489,247,264,511,167570,75558,0,0,0
18564,2014,2023,N4,11005091,274,6882097,6923299,19,258,277,105428,45772,8859,12012,80
19351,1992,2023,S,23642470,18,1752531,1752531,18,28,46,2081,89652,14234,399569,735
18566,2001,2023,LN1,6993729,14,544379,561897,9,5,14,43307,2691,489841,1478743,0
18568,2013,2023,LN1,2840820,9,457429,466414,3,6,9,29548,0,1230,9099,0
19352,1986,2023,Q,76712365,260,6409760,7016363,204,56,260,44926,952113,391019,2087062,6727
18569,2013,2023,Q,23563186,230,6827872,7163355,155,88,243,355,2041,13166,762590,40
18570,1996,2023,Q,5411022,124,2707362,2804534,86,38,124,0,8148,16272,56636,2457
18571,2012,2023,Q,4613775,6,151274,158922,5,1,6,0,27863,3035,15327,0
18572,2012,2023,Q,0,0,0,0,0,0,0,0,0,0,0,0
18573,1998,2023,S,10688696,138,4615844,4947765,56,82,138,125886,320089,83931,365560,140168
19353,1993,2023,M2,3921388,18,1451581,1451581,6,13,19,56730,15847,2227,12999,0
20252,2011,2023,I1,7361515,104,2195750,2335750,83,23,106,79273,0,95000,941378,200317
19354,2009,2023,H1,3000437,35,1427414,1472150,9,26,35,52117,32723,47586,332103,0
19355,1999,2023,M1,38397720,429,28172242,28172242,319,110,429,340562,216733,639,4283,922
19744,2019,2023,I1,5016340,22,576199,576199,16,7,23,0,23103,72907,516138,45189
19357,2015,2023,Q,125293018,90,6999823,7285243,546,217,763,2801,4444685,22423,378339,0
19358,2008,2023,Q,623042340,461,31217848,32261342,3591,1134,4725,91320,2187410,1221998,11257321,21
19359,2013,2023,J3,161176975,1352,59360696,64708853,600,1453,2053,1805695,750021,17388,139246,0
19745,2023,2023,I1,0,0,0,0,0,0,0,0,0,0,0,0
19746,2013,2023,M1,8410350,46,2476364,2534451,6,40,46,1761,9119,297,6785,0
19747,2015,2023,J3,83747626,1080,35575546,36416583,380,700,1080,852512,395635,38019,278698,0
19749,2018,2023,I1,971950,20,503337,516537,10,13,23,13996,2079,16908,219690,18900
19750,2012,2023,R,6597664,60,2764102,3192109,1,59,60,44249,892,2559,11206,40
19751,2018,2023,N5,17114163,326,12862116,15649296,143,184,327,0,68095,16323,385240,0
19752,2011,2023,Q,41704199,19,726502,808174,89,154,243,200327,0,2547,8447,0
19753,2011,2023,Q,42471026,13,469319,490581,140,143,283,319926,172169,63284,698965,22266
19754,2010,2023,Q,24096015,0,0,0,29,30,59,170428,8509,0,0,0
19755,2016,2023,Q,0,0,0,0,0,0,0,0,0,0,0,0
19756,2010,2023,Q,10061615,41,1980600,2038084,34,7,41,101325,65674,22827,166976,435
19757,0,2023,Q,NA,NA,0,0,NA,NA,NA,0,0,0,0,0
19759,2010,2023,Q,18891082,18,1446231,1452619,220,33,253,9514,86821,5547,55077,0
19760,2013,2023,Q,8643688,95,2414806,2534995,65,30,95,0,40719,14111,159384,776
19761,2013,2023,Q,16000932,181,6023001,6292237,106,75,181,0,65855,78536,579424,702
19762,2017,2023,Q,7674795,13,366178,393327,15,1,16,35941,43526,5954,67846,0
19763,2016,2023,Q,7954101,13,349024,409240,6,7,13,0,7645,5490,71189,0
19764,1982,2023,Q,80945753,622,27910108,28802941,434,188,622,60645,107152,369436,2677597,32522
19766,1998,2023,Q,29839261,189,7091046,8093386,147,42,189,342020,41000,68527,908576,0
19767,2002,2023,Q,4791975,23,2625618,2633480,31,10,41,2988,1741,2638,36806,280
19769,1999,2023,Q,11774892,28,910121,946040,27,4,31,6377,49841,16960,116693,721
19770,2019,2023,Q,6964377,0,0,0,5,5,10,9908,19491,6363,48609,56
19771,2002,2023,Q,26442832,37,993008,993008,22,15,37,2809,105327,35183,258336,3810
19774,1996,2023,Q,8999697,120,4005007,4134528,79,45,124,96408,7877,27223,212802,442
19775,2005,2023,Q,9506943,70,1491856,1561948,54,16,70,0,5047,12866,262870,0
