periodo,idnoremp,ciiu4,idact,seccion,gastos_tot,gasprogesamb,actinv1,actinv2,actinv3,actinv4,actinv5,actinv6,actinv7,actinv8,actgast1,actgast2,actgast3,actgast4,actgast5,actgast6,actgast7,actgast8,actgast9
2020,11473,5229,6390,"H1 Auxiliares del transporte",10829679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11474,5229,6390,"H1 Auxiliares del transporte",3047077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11475,5221,6331,"H1 Auxiliares del transporte",3072336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11518,5224,6310,"H1 Auxiliares del transporte",1600577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11555,5229,6390,"H1 Auxiliares del transporte",6660371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11556,5221,6331,"H1 Auxiliares del transporte",13911698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11597,5229,6390,"H1 Auxiliares del transporte",4649697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11627,5229,6390,"H1 Auxiliares del transporte",1671624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11629,5229,6390,"H1 Auxiliares del transporte",19031874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11635,5229,6390,"H1 Auxiliares del transporte",6680745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11661,5229,6390,"H1 Auxiliares del transporte",35366294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11755,5229,6390,"H1 Auxiliares del transporte",1898434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11756,5229,6390,"H1 Auxiliares del transporte",4291514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11791,5210,6320,"H1 Auxiliares del transporte",3133350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11827,5229,6390,"H1 Auxiliares del transporte",2206051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11832,5229,6390,"H1 Auxiliares del transporte",5639229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11933,5210,6320,"H1 Auxiliares del transporte",8689839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11936,5229,6390,"H1 Auxiliares del transporte",9516407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12008,5229,6339,"H1 Auxiliares del transporte",11748887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12078,5229,6390,"H1 Auxiliares del transporte",5439162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12107,5210,6320,"H1 Auxiliares del transporte",3015961,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12152,5210,6320,"H1 Auxiliares del transporte",9405785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12163,5229,6390,"H1 Auxiliares del transporte",2502099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12185,5229,6390,"H1 Auxiliares del transporte",4784371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12207,5224,6310,"H1 Auxiliares del transporte",2517400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12229,5221,6331,"H1 Auxiliares del transporte",6285492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12255,5229,6390,"H1 Auxiliares del transporte",6796392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12262,5229,6390,"H1 Auxiliares del transporte",5868587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12267,5229,6390,"H1 Auxiliares del transporte",2117237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12270,5229,6390,"H1 Auxiliares del transporte",9083276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12284,5229,6390,"H1 Auxiliares del transporte",1985727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12333,5229,6390,"H1 Auxiliares del transporte",3616307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12334,5224,6310,"H1 Auxiliares del transporte",1106784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12420,5229,6390,"H1 Auxiliares del transporte",29140470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19792,5229,6339,"H1 Auxiliares del transporte",6058040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19388,5229,6390,"H1 Auxiliares del transporte",1095124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12421,5229,6339,"H1 Auxiliares del transporte",10840278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12424,5224,6310,"H1 Auxiliares del transporte",15020272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12425,5229,6390,"H1 Auxiliares del transporte",12102292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12427,5229,6390,"H1 Auxiliares del transporte",23026697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12428,5229,6390,"H1 Auxiliares del transporte",48323210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12630,5224,6310,"H1 Auxiliares del transporte",17418779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12697,5224,6310,"H1 Auxiliares del transporte",8827784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12723,5210,6320,"H1 Auxiliares del transporte",2129547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12759,5224,6310,"H1 Auxiliares del transporte",17398423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12793,5229,6390,"H1 Auxiliares del transporte",5155912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12796,5229,6390,"H1 Auxiliares del transporte",12460813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,12895,5229,6390,"H1 Auxiliares del transporte",29978384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13040,5229,6339,"H1 Auxiliares del transporte",1085054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19404,5229,6339,"H1 Auxiliares del transporte",2822350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13058,5229,6339,"H1 Auxiliares del transporte",55079984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13069,5229,6390,"H1 Auxiliares del transporte",6941963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13075,5229,6339,"H1 Auxiliares del transporte",71356316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13116,5229,6390,"H1 Auxiliares del transporte",3037414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18026,5229,6390,"H1 Auxiliares del transporte",10790308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18028,5229,6390,"H1 Auxiliares del transporte",3326447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18033,5229,6390,"H1 Auxiliares del transporte",14091430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18034,5224,6310,"H1 Auxiliares del transporte",1584160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18035,5229,6390,"H1 Auxiliares del transporte",7042522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18038,5224,6310,"H1 Auxiliares del transporte",4986930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18041,5210,6320,"H1 Auxiliares del transporte",3169748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18042,5229,6390,"H1 Auxiliares del transporte",4024218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18043,5229,6390,"H1 Auxiliares del transporte",1487507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18045,5224,6310,"H1 Auxiliares del transporte",1090599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18046,5229,6390,"H1 Auxiliares del transporte",8531542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18047,5229,6390,"H1 Auxiliares del transporte",2095906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19412,5224,6310,"H1 Auxiliares del transporte",1298055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18048,5229,6390,"H1 Auxiliares del transporte",1198956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18049,5229,6390,"H1 Auxiliares del transporte",8310296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18050,5224,6310,"H1 Auxiliares del transporte",3279416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18056,5229,6339,"H1 Auxiliares del transporte",51770503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18192,5224,6310,"H1 Auxiliares del transporte",14824120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18217,5222,6332,"H1 Auxiliares del transporte",93607083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18229,5224,6310,"H1 Auxiliares del transporte",2027706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18254,5223,6333,"H1 Auxiliares del transporte",5975274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18256,5229,6390,"H1 Auxiliares del transporte",4344638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18259,5210,6320,"H1 Auxiliares del transporte",40504085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18260,5224,6310,"H1 Auxiliares del transporte",17066959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18615,5229,6390,"H1 Auxiliares del transporte",9193427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18684,5229,6390,"H1 Auxiliares del transporte",43577528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18686,5229,6390,"H1 Auxiliares del transporte",19066076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18688,5229,6390,"H1 Auxiliares del transporte",16879154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18689,5229,6390,"H1 Auxiliares del transporte",6825722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19341,5229,6390,"H1 Auxiliares del transporte",1952005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18690,5222,6332,"H1 Auxiliares del transporte",8488596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18692,5229,6390,"H1 Auxiliares del transporte",3913807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18694,5229,6390,"H1 Auxiliares del transporte",3377686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18696,5229,6390,"H1 Auxiliares del transporte",3249078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19810,5229,6390,"H1 Auxiliares del transporte",3311816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19811,5229,6390,"H1 Auxiliares del transporte",2715821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19506,5229,6390,"H1 Auxiliares del transporte",2229885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19508,5229,6390,"H1 Auxiliares del transporte",5047134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19511,5229,6390,"H1 Auxiliares del transporte",4289791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19861,5221,6331,"H1 Auxiliares del transporte",30263758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19864,5223,6333,"H1 Auxiliares del transporte",16088872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19884,5210,6320,"H1 Auxiliares del transporte",12069841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19889,5221,6331,"H1 Auxiliares del transporte",19255818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19904,5224,6310,"H1 Auxiliares del transporte",11212130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19914,5229,6390,"H1 Auxiliares del transporte",38668865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19928,5224,6310,"H1 Auxiliares del transporte",784860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13283,5224,6310,"H1 Auxiliares del transporte",3333053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18278,5210,6320,"H1 Auxiliares del transporte",22334732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18284,5221,6331,"H1 Auxiliares del transporte",4942281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18285,5221,6331,"H1 Auxiliares del transporte",3363692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13345,5224,6310,"H1 Auxiliares del transporte",8678168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13348,5224,6310,"H1 Auxiliares del transporte",737138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13351,5223,6333,"H1 Auxiliares del transporte",60814562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13355,5229,6390,"H1 Auxiliares del transporte",6128062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13356,5229,6390,"H1 Auxiliares del transporte",4096502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13357,5229,6390,"H1 Auxiliares del transporte",4937082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13386,5229,6390,"H1 Auxiliares del transporte",14723255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13387,5229,6390,"H1 Auxiliares del transporte",3579138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13505,5224,6310,"H1 Auxiliares del transporte",2368195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13507,5224,6310,"H1 Auxiliares del transporte",2813715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13542,5224,6310,"H1 Auxiliares del transporte",2022151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13547,5229,6390,"H1 Auxiliares del transporte",2761956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13552,5224,6310,"H1 Auxiliares del transporte",4076749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13586,5224,6310,"H1 Auxiliares del transporte",17834679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13598,5224,6310,"H1 Auxiliares del transporte",33128989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13600,5229,6339,"H1 Auxiliares del transporte",5744480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13610,5229,6390,"H1 Auxiliares del transporte",3349119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13671,5221,6331,"H1 Auxiliares del transporte",7293598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13709,5229,6390,"H1 Auxiliares del transporte",1132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13710,5224,6310,"H1 Auxiliares del transporte",10994245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13712,5224,6310,"H1 Auxiliares del transporte",3735619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13714,5224,6310,"H1 Auxiliares del transporte",1534698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17782,5222,6332,"H1 Auxiliares del transporte",81542822,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,18319,5224,6310,"H1 Auxiliares del transporte",151262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19567,5224,6310,"H1 Auxiliares del transporte",1417280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18322,5224,6310,"H1 Auxiliares del transporte",6212619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18324,5224,6310,"H1 Auxiliares del transporte",10038502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18328,5224,6310,"H1 Auxiliares del transporte",1115340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18941,5224,6310,"H1 Auxiliares del transporte",2391352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18332,5224,6310,"H1 Auxiliares del transporte",1735144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18944,5229,6390,"H1 Auxiliares del transporte",10395814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18945,5229,6390,"H1 Auxiliares del transporte",3030727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18964,5221,6331,"H1 Auxiliares del transporte",38512626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19591,5229,6339,"H1 Auxiliares del transporte",5055230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13742,5221,6331,"H1 Auxiliares del transporte",3922499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13779,5224,6310,"H1 Auxiliares del transporte",1174064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13783,5224,6310,"H1 Auxiliares del transporte",411687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19599,5210,6320,"H1 Auxiliares del transporte",2185043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13846,5224,6310,"H1 Auxiliares del transporte",1478444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13847,5229,6390,"H1 Auxiliares del transporte",64590442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13850,5210,6320,"H1 Auxiliares del transporte",14512013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13851,5210,6320,"H1 Auxiliares del transporte",211380578,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13853,5221,6331,"H1 Auxiliares del transporte",25592994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13862,5229,6390,"H1 Auxiliares del transporte",23931318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13863,5229,6339,"H1 Auxiliares del transporte",2089177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13864,5229,6390,"H1 Auxiliares del transporte",9261749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13865,5229,6390,"H1 Auxiliares del transporte",4038893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14150,5224,6310,"H1 Auxiliares del transporte",1749837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14174,5229,6390,"H1 Auxiliares del transporte",14719607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14182,5224,6310,"H1 Auxiliares del transporte",14201107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14246,5229,6390,"H1 Auxiliares del transporte",2023186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14247,5224,6310,"H1 Auxiliares del transporte",3613252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14280,5224,6310,"H1 Auxiliares del transporte",4187551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19602,5229,6339,"H1 Auxiliares del transporte",15430920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14344,5224,6310,"H1 Auxiliares del transporte",2979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14424,5224,6310,"H1 Auxiliares del transporte",4842881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14429,5224,6310,"H1 Auxiliares del transporte",1499373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18378,5224,6310,"H1 Auxiliares del transporte",2729759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18383,5224,6310,"H1 Auxiliares del transporte",6451463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18386,5221,6331,"H1 Auxiliares del transporte",8396075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18387,5229,6390,"H1 Auxiliares del transporte",1549805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18388,5224,6310,"H1 Auxiliares del transporte",4233928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18390,5224,6310,"H1 Auxiliares del transporte",4700606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18391,5224,6310,"H1 Auxiliares del transporte",17243980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18392,5224,6310,"H1 Auxiliares del transporte",799122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14446,5223,6333,"H1 Auxiliares del transporte",3761401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14506,5229,6390,"H1 Auxiliares del transporte",4409873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18454,5224,6310,"H1 Auxiliares del transporte",1784004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19061,5221,6331,"H1 Auxiliares del transporte",6681218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14583,5224,6310,"H1 Auxiliares del transporte",4691513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14585,5222,6332,"H1 Auxiliares del transporte",1641278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14587,5222,6332,"H1 Auxiliares del transporte",173406617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14589,5229,6339,"H1 Auxiliares del transporte",9017028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20155,5222,6332,"H1 Auxiliares del transporte",4084924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14594,5229,6390,"H1 Auxiliares del transporte",3657346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14595,5229,6390,"H1 Auxiliares del transporte",3997781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14596,5229,6390,"H1 Auxiliares del transporte",89142970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14597,5229,6390,"H1 Auxiliares del transporte",2200368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14598,5229,6390,"H1 Auxiliares del transporte",14205077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14599,5229,6390,"H1 Auxiliares del transporte",9339285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,14641,5224,6310,"H1 Auxiliares del transporte",2065647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14662,5224,6310,"H1 Auxiliares del transporte",4372172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14682,5224,6310,"H1 Auxiliares del transporte",524384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14686,5229,6390,"H1 Auxiliares del transporte",5222975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14713,5224,6310,"H1 Auxiliares del transporte",5964777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14722,5224,6310,"H1 Auxiliares del transporte",8982820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14730,5229,6390,"H1 Auxiliares del transporte",4680662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14737,5224,6310,"H1 Auxiliares del transporte",15964433,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,17868,5229,6390,"H1 Auxiliares del transporte",31220613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18465,5224,6310,"H1 Auxiliares del transporte",13225026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18466,5210,6320,"H1 Auxiliares del transporte",21873715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18468,5222,6332,"H1 Auxiliares del transporte",17213847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18474,5222,6332,"H1 Auxiliares del transporte",22642748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18476,5222,6332,"H1 Auxiliares del transporte",3342750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19075,5229,6390,"H1 Auxiliares del transporte",2565133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20181,5222,6332,"H1 Auxiliares del transporte",2126642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18486,5221,6331,"H1 Auxiliares del transporte",3680993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14963,5224,6310,"H1 Auxiliares del transporte",584242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18506,5229,6390,"H1 Auxiliares del transporte",2551865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15034,5221,6331,"H1 Auxiliares del transporte",3890956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15076,5229,6339,"H1 Auxiliares del transporte",7777193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15077,5229,6390,"H1 Auxiliares del transporte",7594170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15091,5224,6310,"H1 Auxiliares del transporte",11118064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
