"idnoremp","Seccion22","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gpper","gpppsp","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","ocgoi","ocgpc","ocgtg","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3"
10001,"I1",55,2022,3548177,0,0,1414207,1325717,39388,33,33,0,206400,531716,308500,0,16816,45291,69063,0,231839,763555,3548177,2222460,802943,1992,0,1514674,2033503,0,0,0,10,3,7,21,11,10,"NA","NA","NA",0,0,0,0,0,15,18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206400,45291,89328,28157,0,0,39388,802943,494426,0,44808,0,43052,37494,0,0,0,0,0,49426,33213,9866,130639,45637,15152,21350,152344,0,56139,0,15623,3720,2928,166584,91806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10002,"I1",55,2022,5652965,0,11059,2327635,2110381,31818,30,29,0,101758,453818,341001,0,11059,24102,92365,0,232687,686505,5652965,3542584,718323,1994,0,3344273,2308692,1,0,1,3,3,0,25,12,13,"NA","NA","NA",0,0,1,1,0,16,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101758,24102,96978,19242,0,0,31818,718323,724281,0,121348,0,57144,147335,0,0,0,65998,0,109997,0,0,214130,11746,11171,68763,93619,9444,194011,0,3149,2646,7112,404366,81375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003,"I1",55,2022,12123841,63,20875,8384611,8179035,23065,51,51,0,1140667,1161542,0,0,20875,283975,0,0,493704,1655246,12123841,3944806,1678311,2015,0,5255951,6867890,0,0,0,49,21,28,0,0,0,"NA","NA","NA",29,34,2,1,1,51,63,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140667,283975,160450,49279,0,1392251,23065,1678311,2574579,0,13500,254,144835,18332,0,0,0,30511,151655,1177561,49761,50672,296693,98491,67207,4830,779246,2200,103456,112009,51508,0,0,1249603,15457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004,"I1",55,2022,15692721,0,0,7664812,7581257,49140,136,136,0,1694214,1694214,0,0,0,372727,0,0,830165,2524379,15692721,8111464,2573519,2017,0,3328281,12364440,0,0,0,136,136,0,0,0,0,"NA","NA","NA",0,0,0,0,0,136,0,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694214,372727,304959,152479,0,0,49140,2573519,5375000,0,40163,14000,11792,50025,0,796012,0,11164,0,0,0,7576,0,33600,0,0,2e+05,0,404000,0,8030,640000,30250,0,43200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10005,"I2",56,2022,34356219,190,49000,31170362,30401367,494084,48,48,0,1520446,1569446,0,0,49000,648003,0,0,1093916,2663362,34356219,3954852,3157446,1957,0,27098577,7257642,0,0,0,44,23,21,0,0,0,"NA","NA","NA",72,118,4,4,0,99,139,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520446,648003,328175,140695,4504,4706065,494084,3184907,4198890,0,561721,21197,142812,388469,26467,11118387,0,2828554,0,16529,44693,6527,372088,181103,1703664,0,2968436,12274,0,0,33024,28564,77514,1591866,141518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006,"I2",56,2022,122015711,0,238795,78581136,70523817,1263554,1220,1220,0,351585,18186122,17595742,0,238795,80380,4592489,0,8205406,26391528,119731706,49207889,27655082,1989,2535738,0,119479973,0,0,0,3,1,2,1191,660,531,"NA","NA","NA",0,0,26,15,11,676,544,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351585,80380,2769246,763291,0,0,1263554,27655082,55414784,2284005,2577180,0,1087440,4502997,56293,642872,0,387748,1452281,666550,0,666231,255861,195022,3424691,18676,2122730,407618,0,0,91084,289527,404508,1102687,530351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10008,"I2",56,2022,22149517,0,64069,15247582,14797917,208324,171,171,0,3398822,3462891,0,0,64069,780489,0,0,1426225,4889116,22149517,7351600,5097440,1998,0,0,22149517,0,0,0,164,151,13,0,0,0,"NA","NA","NA",0,0,7,6,1,157,14,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3398822,780489,488781,156955,0,0,208324,5097440,10227068,0,180108,0,260003,145311,0,822519,0,121802,6668,895485,172324,23237,123723,24109,232549,4860,446140,44933,308047,3216,79685,1636,79704,844581,199874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,"H1",52,2022,21146763,7,18500,16463188,16271094,184645,29,29,0,713237,731737,0,0,18500,179299,0,0,413114,1144851,21146763,4875669,1329496,2003,0,0,21146763,0,0,0,27,6,21,0,0,0,"NA","NA","NA",2,5,2,1,1,9,27,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713237,179299,123383,29941,80491,323987,184645,1329496,14978941,0,724269,0,122008,36597,31025,4992,0,0,0,88644,0,77830,0,7309,0,0,59453,1560,0,0,1656,0,1329,3588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10015,"H1",52,2022,26322561,0,39701,7736764,6898901,282869,81,81,0,3430495,3470196,0,0,39701,857623,0,0,1641135,5111331,26322561,19423660,5394200,1974,0,0,26322561,0,0,0,77,26,51,0,0,0,"NA","NA","NA",0,0,4,2,2,28,53,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430495,857623,618106,165406,0,0,282869,5394200,1335607,0,528060,0,291586,495416,0,16737,0,850331,0,176507,54693,603620,108136,103896,2016,0,1233295,68817,0,28040,71331,77546,181129,554039,955962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10017,"H1",52,2022,240525654,142,190125,155697531,153374831,6185359,429,429,0,17681436,17871561,0,0,190125,3471428,0,0,8535940,26407501,240525654,87150823,32592860,1992,0,553638,239972016,0,0,0,409,116,293,0,0,0,"NA","NA","NA",32,110,20,9,11,157,414,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17681436,3471428,2843858,847580,1373074,4470691,6185359,32592860,129725728,0,4698250,0,1429887,390450,356099,343279,0,1323345,144410,0,397242,2088152,812665,338411,26978,241084,4125849,663594,4424,684745,115618,40932,109277,3166421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10018,"H1",52,2022,12221030,2,0,5499207,5273768,17389,10,10,0,542555,542555,0,0,0,124788,0,0,238921,781476,12221030,6947262,798865,2002,0,0,12221030,0,0,0,10,4,6,0,0,0,"NA","NA","NA",1,1,0,0,0,5,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542555,124788,88520,25613,0,43183,17389,798865,3595369,0,480840,0,175852,38895,0,0,95833,0,0,186166,73280,181111,2199,18138,484,7020,448456,507,0,64227,5834,3739,4404,73670,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,"N2",79,2022,3484661,0,17750,1299977,912011,109496,50,50,0,1417084,1434834,0,0,17750,260159,0,0,505277,1940111,3484661,2572650,2049607,1970,0,227884,3256777,0,0,0,48,31,17,0,0,0,"NA","NA","NA",0,0,2,1,1,32,18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417084,260159,175788,69330,0,0,109496,2049607,0,0,204644,0,46213,334608,0,138700,0,110513,2973,28747,63986,63986,6274,64690,5693,21466,37881,18401,0,42688,14477,12325,11360,70352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,"N2",79,2022,2081872,0,0,480183,308245,0,24,19,0,671912,671912,0,0,0,132411,0,0,258829,930741,2081872,1773627,930741,1971,0,0,2081872,5,2,3,19,17,2,0,0,0,"NA","NA","NA",0,0,0,0,0,19,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671912,132411,92892,33526,0,0,0,930741,0,0,98706,0,20653,11983,137185,0,0,0,0,40920,37987,21665,3004,14133,3714,14381,19048,0,0,0,1850,0,3423,51531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,"H1",52,2022,11100910,4,18725,2218813,2046511,732059,51,51,0,2873710,2892435,0,0,18725,637960,0,0,1393961,4286396,11100910,9054399,5018455,1989,0,0,11100910,0,0,0,49,18,31,0,0,0,"NA","NA","NA",3,1,2,1,1,22,33,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2873710,637960,468414,123570,164017,197797,732059,5018455,0,0,98305,0,132894,22051,0,0,32067,119578,181885,288172,54131,93056,9596,194545,3332,2185,236127,244373,0,47628,47665,98128,35778,79334,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,"H1",52,2022,14348919,0,39256,4231506,4050430,329568,173,173,0,4556800,4603462,0,0,46662,1023615,0,0,1948205,6551667,14348919,10298489,6881235,1994,0,0,14348919,0,0,0,168,68,100,0,0,0,"NA","NA","NA",0,0,4,2,2,71,102,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556800,1023615,736554,188036,0,0,329568,6881235,1624122,0,80728,0,151774,5609,0,261864,0,93848,0,117130,51513,73532,4575,739719,509173,32141,138137,54970,0,155840,25426,1416,11712,98277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,"H1",52,2022,5434089,0,53958,1005062,714683,230208,91,91,0,1820913,1874871,0,0,53958,418238,0,0,739899,2614770,5430524,4715841,2844978,1994,0,0,5434089,0,0,0,87,43,44,0,0,0,"NA","NA","NA",0,0,4,3,1,46,45,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820913,418238,248237,73424,0,0,230208,2844978,0,0,163255,0,23750,261059,0,35585,0,19565,0,91481,26351,56196,11231,38234,64250,0,33224,5832,0,108675,33604,0,0,32679,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10024,"H1",52,2022,3920705,0,0,1124333,1038411,5684,56,56,0,700736,700736,0,0,0,161346,0,0,289071,989807,3920705,2882294,995491,1995,0,0,3920705,0,0,0,56,23,33,0,0,0,"NA","NA","NA",0,0,0,0,0,23,33,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700736,161346,99549,28176,0,0,5684,995491,0,0,69512,0,31072,6871,38192,63584,0,13820,0,272079,34967,12332,4061,79462,5110,0,22338,1246,46333,361097,12159,4587,5787,37364,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10025,"H1",52,2022,10160426,0,17858,2927617,1955048,80859,55,55,0,1390523,1408381,0,0,17858,333725,0,0,663936,2072317,10160426,8205378,2153176,1967,0,98874,10061552,0,0,0,53,30,23,0,0,0,"NA","NA","NA",0,0,2,1,1,31,24,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390523,333725,351053,55193,0,0,80859,2229211,0,0,296561,0,59517,36313,859987,547735,0,125887,97350,29895,51568,5809,11430,44802,358309,8350,105136,29290,0,120000,62301,14254,17940,43536,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,"J3",61,2022,261206453,31,180466,115232540,107744664,4516625,341,341,0,14981025,15161491,0,0,180466,3013978,0,0,6706821,21868312,261004753,153260089,26384937,2001,0,0,261206453,0,0,0,325,75,250,0,0,0,"NA","NA","NA",9,22,16,8,8,92,280,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14981025,3013978,2151070,752210,789563,1598316,4516625,26384937,68109319,0,13082806,0,2330376,1588022,3317591,798372,17450,202935,19420,36080,5071313,446039,22878,429219,83810,600831,16173020,630401,0,37590,24891,169840,181886,260135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,"I1",55,2022,23858992,36,55875,9435610,8207665,203580,151,151,0,4040328,4096203,0,0,55875,808066,0,0,1483246,5579449,23858992,15651327,5783029,2005,0,10543158,13315834,0,0,0,145,54,91,0,0,0,"NA","NA","NA",17,19,6,4,2,75,112,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4040328,808066,504855,170325,0,949021,203580,5783029,3206212,0,156767,20626,236435,761989,190379,0,0,312511,19747,120513,135002,53453,343252,125964,9320,101556,207489,5393,530659,36220,15865,73,87324,1514398,295442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,"LN1",77,2022,3222316,0,18738,877044,770038,137553,35,35,0,790491,907797,98568,0,18738,193659,23672,0,430769,1338566,3207305,2437267,1476119,1992,22115,451794,2748407,0,0,0,26,8,18,7,1,6,"NA","NA","NA",0,0,2,0,2,9,26,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790491,193659,149621,48966,14851,0,137553,1476119,274795,15011,195620,10834,34791,25132,29155,62054,0,36821,0,0,5899,4793,6365,8736,4574,9543,22844,18282,0,7268,8839,49787,14143,31758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,"M1",70,2022,6711529,0,6833,4877736,4834146,286174,15,15,0,1259992,1266825,0,0,6833,263230,0,0,646083,1912908,6711529,1877383,2199082,1996,0,78827,6632702,0,0,0,14,8,6,0,0,0,"NA","NA","NA",0,0,1,0,1,8,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259992,263230,243668,97242,41943,0,286174,2199082,2374052,0,1631850,0,16267,18957,0,122838,0,89853,85719,103752,0,5240,7295,27257,15592,0,87709,155838,0,42234,7826,23669,550,61238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,"M1",71,2022,1252131,0,0,598944,595429,11101,9,9,0,167465,167465,0,0,0,36744,0,0,72816,240281,1252131,656702,251382,2000,0,0,1252131,0,0,0,9,2,7,0,0,0,"NA","NA","NA",0,0,0,0,0,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167465,36744,26206,9866,0,0,11101,251382,313828,0,117000,0,0,1852,0,17032,0,0,2813,65153,3260,3006,0,9670,20490,0,18940,5942,0,0,5547,0,1936,12475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,"M1",71,2022,5650587,0,48000,5198127,4975336,325804,75,75,0,2733578,2781578,0,0,48000,604975,0,0,1195714,3977292,5615813,640477,4303096,2001,0,0,5650587,0,0,0,71,13,58,0,0,0,"NA","NA","NA",0,0,4,2,2,15,60,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2733578,604975,445652,145087,0,0,325804,4303096,2958624,0,360222,0,5277,201795,0,328394,100335,41323,11866,150144,53937,624510,2942,66580,21076,0,85335,45457,0,0,8881,47423,27505,56205,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,"M1",70,2022,216686586,44,596343,15788520,15736877,12913830,2109,2109,0,15206039,91683330,75710583,0,766708,4166773,17572335,0,41110223,132793553,216686586,200949709,145707383,2004,0,0,216686586,0,0,0,245,65,180,1772,498,1274,"NA","NA","NA",10,34,64,42,22,627,1526,2153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15206039,4166773,15586137,3784978,0,1446232,12913830,145707383,0,0,9258561,0,0,814,0,538785,0,565659,1041548,1154279,0,414802,14246,238930,401196,63249,26074,365779,0,0,3002,22014,14295,219030,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10041,"N3",78,2022,4719742,0,0,91542,62462,111439,156,156,153,80668,3066052,0,2985384,0,17919,0,651809,1233441,4299493,4719742,4657280,4410932,1989,0,0,4719742,0,0,0,3,2,1,0,0,0,"153","40","113",0,0,0,0,0,42,114,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80668,17919,441071,122642,0,0,222877,4522370,0,0,11135,0,5227,23335,0,7107,0,0,0,0,0,9131,1146,1060,2251,14914,3183,3211,0,0,2247,1933,0,5662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10043,"N3",78,2022,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10044,"N3",78,2022,17447986,0,0,201325,108880,777962,637,637,624,311938,10647192,0,10335254,0,60717,0,2446248,4568411,15215603,17447986,17339106,15993565,1991,0,0,17447986,0,0,0,13,10,3,0,0,0,"624","299","325",0,0,0,0,0,309,328,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311938,60717,1618524,442922,0,0,1555923,16771526,0,0,26716,0,13781,77834,0,15671,0,0,0,46483,0,11270,0,8858,0,0,0,0,0,0,0,0,712,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10047,"N3",78,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10048,"N3",78,2022,22892105,0,0,447157,334608,40344,820,817,790,460075,11363414,0,10903339,0,107925,0,2624578,5112645,16476059,22892105,22557497,16516403,1997,0,0,22892105,3,2,1,27,23,4,0,0,0,"790","260","530",0,0,0,0,0,285,535,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460075,107925,1900229,479913,0,0,80687,16556746,0,0,44970,0,23515,86108,0,84631,0,5948,0,76498,1500,9160,2069,31647,0,0,14330,2701,0,1884,19664,576,5582,36374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10049,"N3",78,2022,37975310,0,0,7482031,6681581,1276731,1050,1050,1039,209080,19068682,0,18859602,0,51793,0,3943299,7824520,26893202,37975310,31293729,28169933,1999,0,0,37975310,0,0,0,11,5,6,0,0,0,"1039","491","548",0,0,0,0,0,496,554,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209080,51793,3004079,825349,0,0,2553461,29446663,5964344,0,411127,2128,35312,560085,201982,72928,0,0,0,85277,1150,38935,0,9052,0,2800,4905,115,0,0,3261,0,88630,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
