"idnoremp","Seccion22","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gpper","gpppsp","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","ocgoi","ocgpc","ocgtg","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3"
10525,"H2",53,2022,610612730,2436,275225,478634757,460064828,8239236,1274,1274,0,18625473,35663263,16762565,0,275225,3614165,3851323,0,14611576,50274840,609022033,148957205,58514076,1986,1557485,6689590,602365655,0,0,0,345,119,227,904,292,612,"NA","NA","NA",385,2051,24,14,10,810,2900,3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18625473,3614165,5343204,1694677,108207,66156384,8239236,58514076,315634814,1590697,11862822,0,4234643,11206787,920884,4986136,5336003,3248799,4986058,9664447,6967089,534286,249823,2795639,88610,13290193,5187349,2720649,111147,11906,1780153,701154,3303418,1055912,8954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10526,"H2",53,2022,1550637,0,0,1094501,1072402,25740,22,22,0,278905,278905,0,0,0,61235,0,0,123476,402381,1550637,478235,428121,1997,0,0,1550637,0,0,0,22,5,17,0,0,0,"NA","NA","NA",0,0,0,0,0,5,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278905,61235,43445,18796,0,0,25740,428121,798685,0,38610,0,15557,4167,0,12791,0,1472,22057,70638,12044,10121,2626,13064,68147,0,3346,1862,0,0,11184,120,0,8010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10528,"H2",53,2022,3261056,0,0,3425819,2564028,0,16,16,0,301938,301938,0,0,0,66426,0,0,121122,423060,3261056,697028,423060,1998,0,0,3261056,0,0,0,16,3,13,0,0,0,"NA","NA","NA",0,0,0,0,0,3,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301938,66426,42921,11775,0,0,0,423060,1681146,0,244948,0,35119,182209,638019,0,0,0,0,239039,67872,503,3513,2546,0,0,320658,0,0,0,0,0,2539,6452,1256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10529,"H2",53,2022,5532124,0,0,1707404,1614392,271856,191,191,0,0,2324118,2318618,0,5500,0,553529,0,1027476,3351594,5532124,3917732,3623450,1998,0,0,5532124,0,0,0,0,0,0,190,16,174,"NA","NA","NA",0,0,0,0,0,17,174,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,374225,99722,0,0,271856,3623450,1394,0,245944,0,53614,25589,0,22366,0,4678,975975,35527,14108,18828,1064,92571,130,2500,10016,0,90006,17383,2220,50,85981,7280,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10530,"H2",53,2022,610612730,2436,275225,478634757,460064828,8239236,1274,1274,0,18625473,35663263,16762565,0,275225,3614165,3851323,0,14611576,50274840,609022033,148957205,58514076,1986,1557485,6689590,602365655,0,0,0,345,119,227,904,292,612,"NA","NA","NA",385,2051,24,14,10,810,2900,3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18625473,3614165,5343204,1694677,108207,66156384,8239236,58514076,315634814,1590697,11862822,0,4234643,11206787,920884,4986136,5336003,3248799,4986058,9664447,6967089,534286,249823,2795639,88610,13290193,5187349,2720649,111147,11906,1780153,701154,3303418,1055912,8954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10531,"H2",53,2022,610612730,2436,275225,478634757,460064828,8239236,1274,1274,0,18625473,35663263,16762565,0,275225,3614165,3851323,0,14611576,50274840,609022033,148957205,58514076,1986,1557485,6689590,602365655,0,0,0,345,119,227,904,292,612,"NA","NA","NA",385,2051,24,14,10,810,2900,3709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18625473,3614165,5343204,1694677,108207,66156384,8239236,58514076,315634814,1590697,11862822,0,4234643,11206787,920884,4986136,5336003,3248799,4986058,9664447,6967089,534286,249823,2795639,88610,13290193,5187349,2720649,111147,11906,1780153,701154,3303418,1055912,8954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10532,"H2",53,2022,1934694,1,0,1224297,1216241,51510,56,56,0,856407,948905,92498,0,0,188226,20349,0,444064,1392969,1934694,718453,1444479,1986,0,0,1934694,0,0,0,49,9,40,7,5,2,"NA","NA","NA",0,1,0,0,0,14,43,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856407,188226,200920,34569,0,8965,51510,1444479,1098996,0,45722,0,680,6744,0,0,0,0,0,0,0,11981,7211,4757,14001,0,0,0,0,0,12664,0,349,12227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10533,"J3",61,2022,130385953,863,39294,99117043,89720518,393441,87,87,0,3848316,3887610,0,0,39294,846630,0,0,1591919,5479529,129253673,39533155,5872970,1991,402,0,130385551,0,0,0,84,36,48,0,0,0,"NA","NA","NA",356,507,3,0,3,392,558,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3848316,846630,548942,196347,0,14978511,393441,5872970,57580461,1132280,233840,767,1485518,6582328,25420,4417520,0,0,2378289,4867838,84908,60414,73251,728607,493606,578647,804786,362168,72254,8321,338069,58628,7513,1761172,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10534,"J3",61,2022,444823219,53,0,258950540,246115340,2082186,421,421,0,43930235,43930235,0,0,0,8786047,0,0,19709436,63639671,444823219,198707879,65721857,1991,0,0,444823219,0,0,0,421,104,317,0,0,0,"NA","NA","NA",16,37,0,0,0,120,354,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43930235,8786047,6178842,2615176,2129371,3327950,2082186,65721857,233791222,0,939180,0,2169316,6798904,3789295,360013,366193,1904249,0,68185,58485,1262873,109461,843045,0,1555541,220101,1075321,0,277851,0,0,0,33355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10535,"J3",61,2022,8077349670,793,2175523,4938612627,3416916966,16984152,4884,4884,0,347658334,351088111,630934,0,2798843,79854496,151784,0,155512490,506600602,6848923840,3432006874,523584754,2000,1499212534,12830190,6565306946,0,0,0,4641,1967,2674,18,5,13,"NA","NA","NA",409,384,164,93,71,2511,3166,5677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347658334,79854496,52264443,19221598,4020170,36508187,16984152,523584754,1761441266,1228425830,112573681,125833472,49862780,46136131,187165051,69023155,380079350,30775081,6038474,6933918,23368041,15473821,2227807,4888526,16687415,142779242,120685248,7144627,280969760,17087,799947,16839298,1797953,264135155,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10536,"J3",61,2022,47523757,0,36838,23423871,22685763,2322504,74,74,0,12618778,12655616,0,0,36838,1242151,0,0,4752979,17408595,47523757,24837994,19731099,1994,0,0,47523757,0,0,0,71,17,54,0,0,0,"NA","NA","NA",0,0,3,3,0,20,54,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12618778,1242151,2088851,877007,544970,0,2322504,19731099,12386491,0,483811,0,622529,16433,0,4911507,0,62505,3600,652275,10631,60999,0,520192,0,802586,280732,2233678,0,264837,33813,0,0,77252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10537,"J3",61,2022,72320774,4,11250,31479668,26939718,1368853,95,95,0,9007927,9019177,0,0,11250,2251982,0,0,4856115,13875292,70803449,43863731,15244145,1995,2445966,0,69874808,0,0,0,94,23,71,0,0,0,"NA","NA","NA",2,2,1,0,1,25,74,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9007927,2251982,1345932,536943,721258,137013,1368853,15244145,22160763,1517325,770606,0,204819,2392601,391475,0,532021,183001,1,237547,1,707083,3961,737426,0,177133,637907,463503,5200,0,2500,132000,50055,33227,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10538,"N5",82,2022,7418538,0,29658,1352703,1178753,298646,266,266,0,768879,3685285,2839798,0,76608,176842,653153,0,1551847,5237132,7418538,6239785,5535778,1995,0,0,7418538,0,0,0,55,38,17,200,101,99,"NA","NA","NA",0,0,4,2,2,144,122,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768879,176842,577505,144347,0,0,298646,5535778,0,0,7530,16615,116727,45560,0,232085,0,31625,27344,264465,10305,0,17406,189684,9877,329,54864,0,205045,0,1514,337,841,120550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10540,"M1",71,2022,18655222,0,118145,2644194,2327217,113601,385,385,0,7567892,7689787,0,0,121895,1851767,0,0,3499214,11189001,18655222,16328005,11302602,1996,0,0,18655222,0,0,0,373,67,306,0,0,0,"NA","NA","NA",0,0,11,5,6,73,312,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7567892,1851767,1243923,403524,0,0,113601,11302602,1264575,0,5236,0,305505,791,0,375339,0,3077,110533,407225,0,0,440,168,1262,0,52,287,0,0,87,114,168708,661,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10541,"J3",61,2022,7409260,8,0,4770379,4237292,76943,25,21,0,722387,722387,0,0,0,164028,0,0,295034,1017421,7389260,3151968,1094364,1997,23172,2587010,4799078,4,2,2,21,4,17,0,0,0,"NA","NA","NA",1,7,0,0,0,7,26,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722387,164028,98364,32642,0,389598,76943,1094364,2464486,20000,138714,0,70667,69675,360174,284107,0,20754,74664,260168,24591,37769,3184,100362,48555,0,39720,22698,0,25189,5834,34879,1488,273103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10543,"N5",82,2022,136894966,0,1649959,22455037,20835862,5215188,5038,5038,0,12552305,77961091,63190458,0,2218328,2259414,14429416,0,29515565,107476656,136894966,116059104,112691844,1998,0,0,136894966,0,0,0,240,130,110,4581,3106,1475,"NA","NA","NA",0,0,136,90,46,3374,1664,5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12552305,2259414,9682379,3144356,0,0,5215188,112691844,4475360,0,327502,0,672762,784464,0,770497,0,310445,0,10451236,300978,582844,242361,198456,1210021,42721,276731,19554,0,20805,139410,1494,460136,1156649,10611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10544,"J3",61,2022,129200080,0,124751,58508539,56343259,105499,339,339,0,23545162,23669913,0,0,124751,5179935,0,0,10124418,33794331,129200080,72856821,33899830,1999,0,0,129200080,0,0,0,327,113,214,0,0,0,"NA","NA","NA",0,0,12,5,7,118,221,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23545162,5179935,3767225,1177258,0,0,105499,33899830,48214405,0,493130,0,1424609,548682,114860,0,0,137773,0,2295445,2948611,0,13632,596496,72813,118298,0,640745,0,0,45426,2860,1384,839370,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10545,"J3",61,2022,37917379,0,0,31128923,30075669,0,9,9,0,1620258,1620258,0,0,0,356456,0,0,841887,2462145,37778634,7702965,2462145,1999,3573257,0,34344122,0,0,0,9,2,7,0,0,0,"NA","NA","NA",0,0,0,0,0,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620258,356456,273269,121793,90369,0,0,2462145,24800449,340445,847745,32546,440750,232946,0,57428,522784,0,13620,1451270,870836,154364,0,305693,0,0,1053759,4288,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10546,"J3",61,2022,3410555,0,0,5014357,835468,11011,8,8,0,671033,671033,0,0,0,183879,0,0,333138,1004171,-412844,-1248312,1015182,1999,3389965,0,20590,0,0,0,8,4,4,0,0,0,"NA","NA","NA",0,0,0,0,0,4,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671033,183879,106227,43032,0,0,11011,1015182,0,3823399,230045,0,0,352259,0,22016,285585,68136,59137,75263,0,3618,323,10382,17941,0,27475,18304,0,0,505,1224,0,18745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10547,"N5",82,2022,399648622,0,2588275,54918269,51317128,9324364,9989,9989,0,129239720,200001214,66974920,0,3786574,28432738,14734482,0,83102129,283103343,399648622,348331494,292427707,2000,0,0,399648622,0,0,0,5448,2905,2543,4085,2048,2037,"NA","NA","NA",0,0,264,141,123,5199,4790,9989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129239720,28432738,31894342,7922482,118085,0,9324364,292427707,16539897,0,553533,3529410,1014159,1701845,575094,1910377,0,6516139,2788515,962809,0,1915550,404261,4578858,414430,1557878,3176882,459811,0,0,143071,319599,0,5856151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10548,"J3",61,2022,2522343238,496,1068135,1490770505,1074482337,1323885,2302,2302,0,111182851,147148513,34789573,0,1176089,26683885,8488656,0,65639649,212788162,2167176382,1092694045,214112047,2003,320199716,3023676,2199119846,0,0,0,1271,490,781,934,482,452,"NA","NA","NA",268,228,80,40,40,1288,1510,2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111182851,26683885,22771698,7492096,203314,19431788,1323885,214112047,409052158,355368556,38756716,24833,24187681,22559389,10024045,2439411,196515622,8855250,5141700,33535,3974205,4854009,788214,442867,627631,58779639,83705400,1131564,161107153,0,89469,539056,435047,81905541,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10549,"J3",61,2022,8077349670,793,2175523,4938612627,3416916966,16984152,4884,4884,0,347658334,351088111,630934,0,2798843,79854496,151784,0,155512490,506600602,6848923840,3432006874,523584754,2000,1499212534,12830190,6565306946,0,0,0,4641,1967,2674,18,5,13,"NA","NA","NA",409,384,164,93,71,2511,3166,5677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347658334,79854496,52264443,19221598,4020170,36508187,16984152,523584754,1761441266,1228425830,112573681,125833472,49862780,46136131,187165051,69023155,380079350,30775081,6038474,6933918,23368041,15473821,2227807,4888526,16687415,142779242,120685248,7144627,280969760,17087,799947,16839298,1797953,264135155,2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10550,"J3",61,2022,1353101046,0,442751,573819999,526019892,31326809,2369,2369,0,151326891,152003934,0,0,677043,37831722,0,0,78642935,230646869,1352583462,826563570,261973678,1997,2477615,6729570,1343893861,0,0,0,2289,668,1621,0,0,0,"NA","NA","NA",0,0,42,15,27,701,1668,2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151326891,37831722,36644016,10881780,0,0,31326809,268688261,104154811,517584,56328274,0,16079131,2806230,25281169,7927176,57053464,17237150,8248747,256470,37442567,15793816,629430,448954,17328609,24263905,110167274,0,24533123,0,36049,273772,227094,46761987,23213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10551,"J3",61,2022,11082511,0,0,8263259,7960694,59558,1,1,0,212172,212172,0,0,0,46677,0,0,98598,310770,11145765,3185071,370328,1991,642650,0,10439861,0,0,0,1,0,1,0,0,0,"NA","NA","NA",0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212172,46677,36069,15852,0,0,59558,370328,7035962,138446,325188,0,158063,0,0,165747,0,0,6258,101553,3418,0,0,48184,0,0,25657,1559,0,0,547,0,0,252677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10552,"J3",61,2022,19288889,0,17500,12127929,9803168,0,10,10,0,1309373,1326873,0,0,17500,168192,0,0,556068,1882941,17574905,7771737,1882941,1993,2522149,0,16766740,0,0,0,9,2,7,0,0,0,"NA","NA","NA",0,0,1,0,1,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309373,168192,208661,77257,101958,0,0,1882941,6743253,1713984,1091021,0,48288,450996,91605,0,0,0,16230,545009,0,52292,20198,114047,235017,0,676380,37105,0,1237,7283,0,0,283984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10553,"N5",82,2022,564711512,76,3843733,100821461,86672014,35594200,15295,15295,0,260609996,265890501,0,0,5280505,66387258,0,0,116044759,381935260,564711512,478039498,417529460,1994,0,49369,564662143,0,0,0,14765,7892,6873,0,0,0,"NA","NA","NA",42,34,361,227,134,8267,7104,15371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260609996,66387258,38439416,11210996,7089,5156387,35594200,417529460,0,0,4788401,0,3646152,9728797,0,1094752,51953,1899864,22763684,0,9212885,1806671,164139,6029120,10843882,411598,16326863,1365815,0,0,242689,2944,3878289,1399756,6820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10554,"J3",61,2022,6148889,0,0,3495132,3452523,35563,55,55,0,1306660,1318660,0,0,12000,285244,0,0,572709,1891369,6148889,2696366,1926932,1998,0,1611554,4537335,0,0,0,53,23,30,0,0,0,"NA","NA","NA",0,0,0,0,0,24,31,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306660,285244,235199,52266,0,0,35563,1926932,1297420,0,85719,0,4510,17196,0,0,0,133458,1369,77582,0,3804,843514,60840,8790,5520,55178,991,0,1157,29307,0,24763,844014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10555,"J4",63,2022,5429852,0,0,1751037,1641556,748,4,4,0,59314,59314,0,0,0,15116,0,0,28875,88189,5429852,3788296,88937,2000,0,682750,4747102,0,0,0,4,2,2,0,0,0,"NA","NA","NA",0,0,0,0,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59314,15116,10309,3450,0,0,748,88937,194419,0,1003620,0,52807,41030,14126,3353,293280,0,0,118323,2565,486,0,3584,0,22651,0,0,0,0,60,0,733,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10556,"J3",61,2022,305515083,0,82003,195487578,189961372,443723,616,616,0,55512511,55780496,185982,0,82003,11088737,44063,0,22835777,78616273,305515083,115553711,79059996,2000,0,0,305515083,0,0,0,606,204,402,4,2,2,"NA","NA","NA",0,0,6,1,5,207,409,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55512511,11088737,9156726,2227940,318311,0,443723,79059996,172574073,0,1634175,0,3192857,1569138,605089,2872550,0,14204,0,1343820,130420,1637133,0,396544,969016,2214009,89573,2449620,0,1776,148829,284,0,3644468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10557,"J4",62,2022,15676116,0,27450,8887071,2829026,104904,135,135,0,3933138,4357826,385238,0,39450,616872,64157,0,1446185,5804011,9877622,7048596,5908915,2002,6821653,2110478,6743985,0,0,0,103,31,72,27,8,19,"NA","NA","NA",0,0,3,2,1,41,94,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933138,616872,572339,192817,0,0,104904,5908915,0,5798494,501446,0,161066,74974,0,510960,0,0,1526758,104132,4428,69758,290,48948,6378,0,5026,2179,18403,0,5298,0,27398,21135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
