"idnoremp","Seccion21","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gppsi","gpper","gpppsp","gpppst","gsppt","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","occree","ocgoi","ocgpc","ocgog","ocgtg","ocgamc","ocgtgno","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppsied1","gppsied2","gppsied3","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gpppsted1","gpppsted2","gpppsted3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3","opcomex"
10038,"M1",71,2021,15616670,0,47910,6393391,6015634,345569,80,80,0,2929546,2977456,0,0,47910,490668,0,0,1114317,4091773,15616670,9601036,4437342,2001,0,0,15616670,0,0,0,76,16,60,0,0,0,0,0,0,0,0,4,2,2,18,62,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929546,490668,NA,NA,467239,156410,0,0,345569,4437342,3798770,0,1002080,0,13872,NA,356488,0,NA,186014,NA,NA,482456,32078,72772,20530,0,106322,2216,75901,14185,0,31366,68948,0,350,7029,8939,52465,60610,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,"M1",70,2021,182036035,71,341005,68342402,63028752,1525728,2079,2079,0,13650928,67368956,53093325,0,624703,3547880,12180157,0,29571464,96940420,182036035,119007283,98466148,2004,0,0,182036035,0,0,0,266,63,203,1725,460,1265,0,0,0,22,49,49,39,10,611,1539,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13650928,3547880,NA,NA,11138698,2704729,0,2847647,1525728,98466148,0,0,21406849,0,2538469,NA,169044,2214478,NA,11520212,NA,NA,0,410625,13197846,1152870,13845,1195641,37386,975410,397985,51463,1920027,2286562,0,2494,952158,2445921,2204646,399550,1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10041,"N3",78,2021,3725959,0,0,131663,69165,87513,210,210,208,69960,2455036,0,2385076,0,15274,0,520738,987279,3442315,3725959,3656794,3529828,1989,0,0,3725959,0,0,0,2,1,1,0,0,0,208,49,159,0,0,0,0,0,50,160,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69960,15274,NA,NA,353067,98200,0,0,175025,3617340,0,0,13225,0,3726,NA,16752,41455,NA,7004,NA,NA,0,0,5200,0,0,12130,900,2752,2270,15810,3303,0,0,0,389,1570,0,5177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10044,"N3",78,2021,15601175,0,0,188656,101057,768506,588,588,575,307131,9359546,0,9052415,0,59727,0,2175935,4152559,13512105,15601175,15500118,14280611,1991,0,0,15601175,0,0,0,13,7,6,0,0,0,575,252,323,0,0,0,0,0,259,329,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307131,59727,NA,NA,1494915,421982,0,0,1537012,15049117,0,0,19117,0,13102,NA,73669,0,NA,18165,NA,NA,0,0,0,44955,0,9841,0,9807,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10047,"N3",78,2021,10955966,0,0,201097,146083,248463,388,388,383,126320,5252763,0,5126443,0,27576,0,1554896,3366879,8619642,10955966,10809883,8868105,1995,0,0,10955966,0,0,0,5,5,0,0,0,0,383,118,265,0,0,0,0,0,123,265,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126320,27576,NA,NA,1508743,275664,0,0,496926,9116568,0,0,68910,0,6963,NA,47271,0,NA,3015,NA,NA,0,0,0,33378,6468,13160,2325,10159,0,0,1665,319,0,0,7464,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10048,"N3",78,2021,18563080,0,0,389487,289901,39356,916,913,886,395653,10072726,0,9677073,0,91667,0,2269138,4441701,14514427,18563080,18273179,14553783,1997,0,0,18563080,3,2,1,27,23,4,0,0,0,886,126,760,0,0,0,0,0,151,765,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395653,91667,NA,NA,1665627,415269,0,0,78712,14593139,0,0,55413,0,19438,NA,77779,0,NA,62776,NA,NA,0,1034,0,76418,1362,6851,1424,30666,0,0,12186,1557,0,1150,15214,458,4339,21422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10049,"N3",78,2021,38161032,0,0,5043612,4849347,597961,1194,1194,1194,0,22253604,0,22253604,0,0,0,4484905,8695615,30949219,38161032,33311685,31547180,1999,0,0,38161032,0,0,0,0,0,0,0,0,0,1194,540,654,0,0,0,0,0,540,654,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3297345,913365,0,0,1195921,32145140,2894357,0,354877,0,34576,NA,114393,29133,NA,830030,NA,NA,0,350350,0,79357,1114,55086,0,5185,175023,15000,51168,1495,0,0,2419,0,50049,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10050,"N3",78,2021,85458348,0,0,2868020,2411887,3628384,3535,3535,3508,839967,54621077,0,53781110,0,164785,0,11582350,24494239,79115316,85458348,83046461,82743700,2002,0,0,85458348,0,0,0,27,13,14,0,0,0,3508,1228,2280,0,0,0,0,0,1241,2294,3535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839967,164785,NA,NA,7831207,4915897,0,0,7256767,86372083,0,0,95944,0,57551,NA,375189,0,NA,560060,NA,NA,0,12790,25879,22862,36710,25110,3634,36384,50395,0,217737,43463,0,0,34200,2606,1261681,5825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10051,"N3",78,2021,36313871,0,0,1011151,777727,1453236,1603,1603,1588,608467,22115435,0,21506968,0,109120,0,4990951,9439340,31554775,36313871,35536144,33008011,2001,0,0,36313871,0,0,0,15,5,10,0,0,0,1588,572,1016,0,0,0,0,0,577,1026,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608467,109120,NA,NA,3394110,940793,4366,0,2906472,34461247,0,0,5100,0,16343,NA,197672,11605,NA,437986,NA,NA,0,0,0,222000,9542,9211,0,0,0,2232,1448,4327,0,0,0,16200,0,77485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10052,"N3",78,2021,1092148,0,0,192073,136782,59625,43,41,38,76591,1016795,0,940204,0,19994,0,205342,457714,1474509,1092148,955366,1534134,2001,0,0,1092148,2,1,1,3,1,2,0,0,0,38,2,36,0,0,0,0,0,4,39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76591,19994,NA,NA,190161,42217,0,0,119249,1593758,0,0,46149,0,1398,NA,10230,42748,NA,42748,NA,NA,0,0,0,0,4234,0,3637,4652,10,0,100,0,0,0,649,0,25680,9838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10053,"N3",78,2021,4277582,0,0,108482,75245,169389,184,184,181,33098,2613323,0,2580225,0,7950,0,592677,1089745,3703068,4277582,4202337,3872457,2002,0,0,4277582,0,0,0,3,2,1,0,0,0,181,53,128,0,0,0,0,0,55,129,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33098,7950,NA,NA,379248,109870,0,0,338778,4041846,0,0,3300,0,1985,NA,30013,512,NA,6672,NA,NA,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10055,"N3",78,2021,121812512,0,9332,1962168,738799,6524696,5399,5399,5356,1669961,72936269,0,71256976,9332,277150,0,17162490,32184928,105121197,121812512,121073713,111645893,1973,0,0,121812512,0,0,0,42,28,14,0,0,0,5356,2371,2985,0,0,1,0,1,2399,3000,5399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669961,277150,NA,NA,11473023,3271846,0,0,13049392,118170170,0,0,191841,0,102460,NA,502199,613185,NA,47744,NA,NA,0,0,0,255635,17238,26621,1274,35211,0,4676,24968,0,0,28475,32182,0,5368,73091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10057,"N3",78,2021,24890267,0,0,935444,645940,883229,1277,1277,1262,299453,20714483,0,20415030,0,65416,0,5536834,9780712,30495195,24890267,24244327,31378424,1977,0,0,24890267,0,0,0,15,10,5,0,0,0,1262,295,967,0,0,0,0,0,305,972,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299453,65416,NA,NA,3317331,861131,0,0,1766457,32261652,0,0,178274,0,28865,NA,231867,24048,NA,76606,NA,NA,0,0,34222,19200,145,110366,0,37041,1952,144,7050,976,0,7904,5143,0,171641,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10058,"N3",80,2021,25766152,0,76258,2508562,2167579,563216,973,971,0,1436823,16752217,15239136,0,76258,320257,3450272,0,7114451,23866668,25766152,23598573,24429884,1990,0,0,25766152,2,1,1,70,33,37,894,85,809,0,0,0,0,0,7,3,4,122,851,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436823,320257,NA,NA,2676528,667394,0,0,1126431,24993099,139553,0,301122,0,53271,NA,85065,185204,NA,565782,NA,NA,0,21993,57354,252961,80256,70910,11218,177584,23814,628,71584,77182,0,0,11479,45943,163122,111830,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10059,"N3",80,2021,28223230,0,32707,2671290,2406308,0,734,732,0,0,13924219,13891512,0,32707,0,3071812,0,5878792,19803011,28223230,25816922,19803011,1991,0,0,28223230,2,0,2,0,0,0,729,20,709,0,0,0,0,0,3,3,0,23,711,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2231413,575567,0,0,0,19803011,18912,0,184797,0,78789,NA,21190,142755,NA,0,NA,NA,0,292936,227293,163495,30805,39503,19234,144796,286983,2500,389455,21778,0,0,41819,213510,267037,83139,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10060,"N3",80,2021,8703772,0,9206,1406149,1126407,295973,307,307,0,0,4546082,4536876,0,9206,0,979749,0,1878097,6424179,8703772,7577365,6720152,1996,0,0,8703772,0,0,0,0,0,0,306,11,295,0,0,0,0,0,1,0,1,11,296,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,715280,178557,4511,0,591945,7016124,50542,0,165107,0,7978,NA,42933,219631,NA,213606,NA,NA,0,0,128920,161258,20756,41794,7012,32020,800,357,73530,9120,47284,0,9913,23213,104898,44940,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10062,"N3",80,2021,7282972,0,74199,6009694,5997547,0,42,37,0,696098,1060337,290040,0,74199,8633,3597,0,123987,1184324,7282972,1285425,1184324,2002,0,74205,7208767,5,0,5,24,8,16,10,2,8,0,0,0,0,0,3,2,1,12,30,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696098,8633,NA,NA,62386,49216,155,0,0,1184324,4425539,0,713077,0,1843,NA,1628,0,NA,409366,NA,NA,0,0,0,163758,0,174526,22166,20722,1633,0,4379,6110,0,614,0,0,0,64333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10063,"N3",80,2021,177615658,0,43224,75280068,73765979,1677352,2647,2647,0,2256949,44416654,42116481,0,43224,957776,9910290,0,21946883,66363537,177615658,103849679,68040889,1967,0,0,177615658,0,0,0,44,14,30,2597,467,2130,0,0,0,0,0,6,4,2,485,2162,2647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256949,957776,NA,NA,9228974,1849843,0,0,3354704,69718241,24033,0,1236793,0,136231,NA,645483,0,NA,62633851,NA,NA,0,102575,1175257,1261680,261329,332095,25298,584728,2469816,101554,2412378,245780,0,0,90736,407765,898756,232640,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10064,"N3",80,2021,13303005,0,0,1358912,1282632,265624,470,470,0,7513981,7513981,0,0,0,1622249,0,0,3162848,10676829,13303005,12020373,10942453,1973,0,0,13303005,0,0,0,470,22,448,0,0,0,0,0,0,0,0,0,0,0,22,448,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7513981,1622249,NA,NA,1224265,316334,0,0,531248,11208077,491774,0,143465,0,8263,NA,61208,270,NA,248133,NA,NA,0,0,0,49456,24486,25897,15675,74497,0,0,38042,587,0,16562,8107,7967,117888,26635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10065,"N3",80,2021,12921555,0,0,853849,572865,218106,365,365,0,858960,7294020,6435060,0,0,189250,1442332,0,3138053,10432073,12862269,12289404,10650179,1978,233563,0,12687992,0,0,0,33,4,29,332,8,324,0,0,0,0,0,0,0,0,12,353,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858960,189250,NA,NA,1196620,309851,0,0,436211,10868284,1620,59286,69220,0,92279,NA,57296,67052,NA,105631,NA,NA,0,0,4102,8010,81571,71618,5283,18734,2010,5028,68600,2500,0,0,5320,32104,71562,24806,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10066,"N3",80,2021,59615924,0,52855,4848025,4566753,1089742,2836,2836,0,134643,37772890,37585392,0,52855,30614,8541451,0,16286185,54059075,59615924,55049171,55148817,1981,0,0,59615924,0,0,0,1,0,1,2829,486,2343,0,0,0,0,0,6,3,3,489,2347,2836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134643,30614,NA,NA,6134279,1579841,0,0,2179483,56238558,203137,0,70962,0,104021,NA,54242,79649,NA,51607,NA,NA,0,32014,293997,217142,15102,212384,12160,425942,231768,25021,1575775,80129,0,6970,21524,232731,723665,177224,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10067,"N3",80,2021,20014129,0,8092,1561693,1249895,439655,729,729,0,404412,10970235,10557731,0,8092,74714,2325548,0,4722216,15692451,20014129,18764234,16132106,1981,0,0,20014129,0,0,0,22,10,12,705,50,655,0,0,0,0,0,2,1,1,61,668,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404412,74714,NA,NA,1883452,438502,0,0,879309,16571760,79252,0,99615,0,15185,NA,94818,190977,NA,18151,NA,NA,0,0,88468,122522,79646,68681,5509,112010,1785,0,241077,5144,5789,418,18282,45236,209602,59475,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10068,"N3",80,2021,4405522,0,31564,2465278,813488,39692,75,74,0,83883,1026806,911359,0,31564,18312,265840,0,607456,1634262,3878578,3065090,1673954,1986,984894,0,3420628,1,0,1,8,1,7,62,15,47,0,0,0,0,0,4,1,3,17,58,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83883,18312,NA,NA,276693,46611,0,0,79383,1713645,0,526944,27073,0,56616,NA,774567,285719,NA,0,NA,NA,0,33158,87155,36694,25128,12881,5039,155742,2630,956,93191,52679,0,0,155742,55969,1611,75254,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10069,"N3",81,2021,7035467,0,0,3891774,3800005,0,26,26,0,1569313,1569313,0,0,0,386045,0,0,643252,2212565,6985321,3185316,2212565,1992,55451,0,6980016,0,0,0,26,4,22,0,0,0,0,0,0,0,0,0,0,0,4,22,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569313,386045,NA,NA,199148,58059,0,0,0,2212565,3627213,50146,41622,0,2043,NA,208,38047,NA,42289,NA,NA,0,44180,0,0,499,7618,284,301,1215,0,22677,0,500,3739,5333,120,0,3740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10070,"N3",81,2021,118245444,0,37446,13444607,10000841,6156497,3659,3659,0,0,51110018,51072572,0,37446,0,12230135,0,23151282,74261300,118245444,108244603,80417797,1991,0,0,118245444,0,0,0,0,0,0,3655,2004,1651,0,0,0,0,0,4,3,1,2007,1652,3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8340144,2121102,459901,0,6156497,80417797,0,0,182420,16868,392244,NA,1999718,955280,NA,2291150,NA,NA,245720,222126,76458,299571,21969,684148,14267,311299,784512,60754,703782,260675,0,0,70313,2103830,1579303,168067,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072,"N4",82,2021,65704176,1,483826,8029245,7162810,5220694,2404,2404,0,422788,33609164,32702550,0,483826,93859,7849617,0,14434950,48044114,65704176,58541366,53264808,2001,0,2670,65701506,0,0,0,16,11,5,2329,661,1668,0,0,0,1,0,59,35,24,708,1697,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422788,93859,NA,NA,5097942,1393532,0,17414,5220694,53264808,0,0,151744,0,363098,NA,342380,90314,NA,3811846,NA,NA,0,0,341480,305108,14503,143169,9833,93296,33115,155953,202220,126184,19210,0,91476,51120,1660624,5158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10075,"N4",82,2021,178772,5,7605,674994,656929,0,1,1,0,0,7605,0,0,7605,0,0,0,0,7605,170420,-486509,7605,2000,12627,0,166145,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,150053,0,7605,52415,8352,184188,0,1254,NA,5729,0,NA,105214,NA,NA,0,101373,23362,0,484,5915,1781,6365,0,0,17725,0,0,0,2715,0,0,8069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10076,"P",85,2021,11702090,0,60530,2284136,2120937,107160,182,182,NA,3534326,5901768,2306912,0,60530,665838,594195,0,3015442,8917210,11702090,9581153,9024370,1988,0,98000,11604090,0,0,0,89,42,47,87,27,60,NA,NA,NA,0,0,6,2,4,71,111,182,0,0,0,0,0,0,42,47,0,0,0,0,0,0,13,35,27,50,0,0,0,0,0,0,0,0,0,0,2,4,44,51,13,35,27,50,0,0,NA,3534326,665838,NA,NA,1226275,529134,0,0,107160,9024370,258111,0,537887,0,40520,NA,109296,0,NA,167901,NA,NA,0,244383,0,0,30145,42874,16393,44842,7181,275582,91741,8935,0,0,228960,0,30857,148528,0,NA,NA,NA,3534326,0,0,665838,0,0,NA,NA,NA,760003,210632,255640,329513,90176,109445,0,0,0,0,60530,0,70710,36450,0,5420920,1929015,1674435,NA
