"";"idnoremp";"Seccion20";"Division";"periodo";"intio";"pottcag";"gppgpa";"ocgtot";"CONINTER";"OTROSG";"PEROCU";"PEREMU";"PMISION";"SULPERM";"SULSAL";"SULTEMP";"SULMISION";"SULAPRENDIZ";"PRESPERM";"PRESTEMP";"PRESMISION";"PRESTA";"REMU";"PROBRU";"VALAGRE";"TOTG";"idaio";"imesetot";"inoio";"insertot";"potpsfr";"pompsfr";"pohpsfr";"potperm";"pomperm";"pohperm";"pottcde";"pomtcde";"pohtcde";"pottmoe";"pomtmoe";"pohtmoe";"pomtcag";"pohtcag";"potpau";"pompau";"pohpau";"pomtot";"pohtot";"pottot";"pompsfr1";"pohpsfr2";"pompsfr3";"pohpsfr4";"pompsfr5";"pohpsfr6";"pomperm1";"pohperm2";"pomperm3";"pohperm4";"pomperm5";"pohperm6";"pomtcde1";"pohtcde2";"pomtcde3";"pohtcde4";"pomtcde5";"pohtcde6";"pomtcag1";"pohtcag2";"pomtcag3";"pohtcag4";"pomtcag5";"pohtcag6";"pomtdhc";"pohtdhc";"pomtmad";"pohtmad";"pompau1";"pohpau2";"pomtot1";"pohtot2";"pomtot3";"pohtot4";"pomtot5";"pohtot6";"ththca";"thtmas";"gppsi";"gpper";"gpppsp";"gpppst";"gsppt";"gppcpo";"gppano";"gppavo";"gpppta";"gppgpn";"gpptpot";"ocgrps";"gmesetot";"gsptot";"ocgrc";"ocgid";"occree";"ocgoi";"ocgpc";"ocgog";"ocgtg";"ocgamc";"ocgtgno";"gouts";"ocgsv";"ocgee";"ocgar";"ocgca";"ocgse";"ocgsp";"ocgco";"ocgfa";"ocgpp";"ocgnr";"ocggv";"ocgct";"ocggr";"ocgup";"ocgcl";"ocgusi";"ocgspe";"ocgsgn";"gppsied1";"gppsied2";"gppsied3";"gppered1";"gppered2";"gppered3";"gpppsp1";"gpppsp2";"gpppsp3";"gpppsted1";"gpppsted2";"gpppsted3";"gppcpoed1";"gppcpoed2";"gppcpoed3";"gppanoed1";"gppanoed2";"gppanoed3";"gppavoed1";"gppavoed2";"gppavoed3";"gppdocen";"gppgpaed1";"gppmoni";"gppgpned1";"gppgpned2";"gppgpned3";"gpptpoted1";"gpptpoted2";"gpptpoted3";"opcomex"
"34";10044;"N3";78;2020;14960669;0;0;396905;99936;903921;665;665;652;291925;9368259;0;9076334;0;57830;0;2211049;4034456;13402715;14960669;14860733;14306636;1991;0;0;14960669;0;0;0;13;7;6;0;0;0;652;276;376;0;0;0;0;0;283;382;665; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;291925;57830;0;0;1353971;411606;0;0;1807842;15210557;0;0;13953;0;12333;0;89685;194082;0;22602;0;0;0;0;0;44562;878;8920;0;9508;0;0;145;0;0;0;237;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"35";10045;"N3";78;2020; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0
"36";10047;"N3";78;2020;8577726;0;0;157600;113348;234528;414;414;409;129265;4558692;0;4429427;0;33609;0;1240240;2742264;7300956;8577726;8464378;7535484;1995;0;0;8577726;0;0;0;5;2;3;0;0;0;409;157;252;0;0;0;0;0;159;255;414; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;129265;33609;0;0;1245470;222945;0;0;469056;7770012;0;0;61158;0;6080;0;37645;0;0;0;0;0;0;0;0;22121;6023;6480;2581;10584;0;0;380;0;0;0;4446;102;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"37";10048;"N3";78;2020;13746828;0;0;347296;262680;24899;650;647;617;385737;7643278;0;7257541;0;88720;0;1756851;3300374;10943652;13746828;13484148;10968551;1997;0;0;13746828;3;2;1;30;26;4;0;0;0;617;185;432;0;0;0;0;0;213;437;650; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;385737;88720;0;0;1138382;316421;0;0;49798;10993450;0;0;51668;0;18794;0;63691;0;0;52789;0;0;0;3306;0;77021;1317;8391;1082;25797;0;0;3518;1454;0;0;15299;1037;2074;20058;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"38";10049;"N3";78;2020;42572129;0;0;2243944;1893568;1242966;995;987;978;0;22705463;172647;22532816;0;0;57129;4924995;9419891;32125354;42572129;40678561;33368320;1999;0;0;42572129;8;5;3;0;0;0;9;5;4;978;503;475;0;0;0;0;0;513;482;995; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;3452778;984989;0;0;2485931;34611285;0;0;248117;0;34109;0;300151;0;0;36188;0;0;49942;480;0;77649;1121;163919;0;2640;251601;100002;51432;0;0;0;4124;0;922469;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"39";10050;"N3";78;2020;70042228;0;0;2865623;2479429;3144831;2864;2864;2846;655654;42369795;0;41714141;0;147517;0;9597119;17799234;60169029;70042228;67562799;63313860;2000;0;0;70042228;0;0;0;18;11;7;0;0;0;2846;996;1850;0;0;0;0;0;1007;1857;2864; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;655654;147517;0;0;6287994;1766604;0;0;6289661;66458690;0;0;93084;0;47232;0;314858;0;0;834432;0;0;0;30749;50100;46891;32864;19203;2509;28570;4660;90;115748;24704;0;0;36922;1690;1179396;1921;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"40";10051;"N3";78;2020;28441507;0;0;948625;722709;1349774;1375;1375;1361;540116;17386036;0;16845920;0;99512;0;3982291;7516095;24902131;28441507;27718798;26251905;2001;0;0;28441507;0;0;0;14;5;9;0;0;0;1361;463;898;0;0;0;0;0;468;907;1375; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;540116;99512;0;0;2686541;747751;0;0;2699548;27601679;0;0;0;0;16353;0;165081;37182;0;442649;0;0;0;0;0;222000;0;8426;0;0;0;730;172;0;0;0;0;1320;0;54712;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"41";10052;"N3";78;2020;1596211;0;0;127042;111440;258750;113;111;107;121853;723116;0;601263;0;28816;0;186707;545324;1268440;1520201;1408761;1527190;2001;0;0;1596211;2;1;1;4;1;3;0;0;0;107;3;104;0;0;0;0;0;5;108;113; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;121853;28816;0;0;298395;31406;0;0;517500;1785940;0;0;46357;0;1314;0;13631;0;0;36025;0;0;0;0;0;0;2583;0;1995;4457;88;0;0;0;0;0;1395;0;10615;8582;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"42";10053;"N3";78;2020;3017215;0;0;111628;69081;146633;129;129;126;34330;1796189;0;1761859;0;7914;0;407872;758207;2554396;3017215;2948134;2701029;2002;0;0;3017215;0;0;0;3;2;1;0;0;0;126;10;116;0;0;0;0;0;12;117;129; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;34330;7914;0;0;268057;74364;0;0;293266;2847662;0;0;1590;0;1489;0;23480;16896;0;2173;0;0;0;0;0;66000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"43";10055;"N3";78;2020;83609469;0;5405;1887590;692029;5227058;4416;4416;4372;1466164;52539994;0;51068425;5405;322556;0;12559159;22920479;75460473;83609469;82917440;80687531;1973;0;0;83609469;0;0;0;43;28;15;0;0;0;4372;1976;2396;0;0;1;1;0;2005;2411;4416; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1466164;322556;0;0;7629427;2409089;0;0;10454115;85914340;0;0;142678;0;6992;0;425673;757347;0;51285;0;0;0;0;0;269004;43981;18885;1858;35427;0;801;29857;0;0;6179;34017;0;7013;56593;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"44";10056;"N3";78;2020;11821211;0;18345;188954;177653;407403;652;652;627;398477;7701991;0;7285169;18345;89415;0;1657724;3109796;10811787;11821211;11643558;11219190;1976;0;0;11821211;0;0;0;23;14;9;0;0;0;627;267;360;0;0;2;0;2;281;371;652; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;398477;89415;0;0;1022165;339679;0;0;814806;11625780;0;0;7390;0;9469;0;319;0;0;0;0;0;20460;0;0;18857;15082;5125;21859;6981;17241;0;11667;0;0;3449;8971;0;0;42084;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"45";10057;"N3";78;2020;14566921;0;0;573933;352123;276670;551;551;533;280441;9493484;0;9213043;0;56841;0;2036991;3884097;13377581;14566921;14214798;13654251;1977;0;0;14566921;0;0;0;18;14;4;0;0;0;533;80;453;0;0;0;0;0;94;457;551; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;280441;56841;0;0;1406783;383482;0;0;553340;13930921;0;0;67147;20779;18958;0;179899;20284;0;22182;0;0;0;613;16481;1464;0;9367;0;36890;1513;2970;6629;886;0;6914;7438;0;153519;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"46";10058;"N3";80;2020;26591736;0;37251;2624258;2063369;796122;964;962;0;1257148;15109960;13815561;0;37251;286787;3169982;0;6328762;21438722;26480958;24417589;22234844;1990;165382;0;26426354;2;1;1;54;26;28;904;39;865;0;0;0;0;0;4;2;2;68;896;964; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1257148;286787;0;0;2267424;604569;0;0;1592243;23030965;89317;110778;276039;0;63128;0;78099;291732;0;505130;0;0;0;19051;40060;245753;70575;58429;10115;226796;26066;0;66721;67869;0;0;31465;58720;178179;109530;706; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"47";10059;"N3";80;2020;27759575;0;31601;2462354;2241744;352276;756;754;0;0;14081734;14050133;0;31601;0;3068409;0;5891331;19973065;27759575;25517831;20325341;1991;0;0;27759575;2;0;2;0;0;0;751;4;747;0;0;0;0;0;3;3;0;7;749;756; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;2229743;574821;18358;0;704552;20677617;18829;0;167383;0;73371;0;18174;108302;0;0;0;0;0;222048;236897;0;65783;84720;16689;236925;258545;0;336841;20844;0;0;27192;205981;296322;66957;551; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"48";10060;"N3";80;2020;6812135;0;0;946172;894965;332102;240;240;0;0;3496503;3496503;0;0;0;626771;0;1296604;4793107;6812135;5917170;5125209;1996;0;0;6812135;0;0;0;0;0;0;240;11;229;0;0;0;0;0;0;0;0;11;229;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;530452;139381;0;0;664203;5457310;72947;0;116117;0;5494;0;38583;0;0;73734;0;0;0;0;87417;132586;20576;37418;3947;69489;575;1000;80803;7250;60232;0;5556;32289;68994;30590;575; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"49";10062;"N3";80;2020;6408893;0;16258;4895447;4515106;21147;38;38;0;683713;733234;33263;0;16258;128373;7264;0;301735;1034969;6408893;1893787;1056116;2002;0;40601;6368292;0;0;0;33;12;21;3;0;3;0;0;0;0;0;2;1;1;13;25;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;683713;128373;0;0;138415;27683;0;0;42294;1077263;3801620;0;126212;0;980;0;27939;345490;0;381542;0;0;0;11883;4029;22455;18610;0;3087;24665;45957;0;9953;13088;0;1622;5810;443;6383;43448;231; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"50";10063;"N3";80;2020;181780834;0;64986;76997471;75001737;2895385;3350;3350;0;1366538;61186799;59755275;0;64986;741331;14552872;0;26601677;87788476;181780834;106779097;90683861;1967;0;0;181780834;0;0;0;21;10;11;3322;628;2694;0;0;0;0;0;7;4;3;642;2708;3350; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1366538;741331;0;0;8906544;2400930;0;0;5790770;93579246;27703;0;1190932;0;195245;0;231301;823904;0;61602015;0;0;0;94396;1818279;955304;262450;512459;28946;798291;2828017;99764;2182059;1074101;0;0;88094;887819;1073955;221460;977; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"51";10064;"N3";80;2020;12150254;0;0;864443;796941;252268;440;440;0;7146078;7146078;0;0;0;1572137;0;0;2928253;10074331;12150254;11353313;10326599;1973;0;0;12150254;0;0;0;440;22;418;0;0;0;0;0;0;0;0;0;0;0;22;418;440; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;7146078;1572137;0;0;1049305;306811;0;0;504535;10578866;185893;0;140090;0;7901;0;54370;474;0;67708;0;0;0;0;0;48720;41509;19468;10033;64947;0;0;26574;221;6643;14710;13704;6954;129048;25476;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"52";10065;"N3";80;2020;14284178;0;0;923579;458243;196228;417;417;0;848061;7959569;7111508;0;0;185902;1558599;0;3443909;11403478;14121439;13663196;11599706;1978;211209;0;14072969;0;0;0;35;1;34;382;9;373;0;0;0;0;0;0;0;0;10;407;417; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;848061;185902;0;0;1391307;308101;0;0;392456;11795934;1640;162739;57055;0;95998;0;80772;121791;0;0;0;0;0;0;6935;7224;86209;65937;3046;45313;1099;5000;67225;1544;0;0;4074;26417;66882;16623;56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"53";10066;"N3";80;2020;37688162;0;11008;4081956;3900337;712957;1525;1525;0;131030;18483378;18341340;0;11008;28826;4035095;0;7914149;26397527;37688162;33787825;27110484;1981;0;0;37688162;0;0;0;1;0;1;1522;409;1113;0;0;0;0;0;2;1;1;410;1115;1525; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;131030;28826;0;0;3100290;749938;0;0;1425913;27823440;128737;0;59774;0;75592;0;17967;50567;0;48897;0;0;0;4922;88753;168083;14875;189881;8284;305690;220832;18242;1695885;94898;0;4075;20067;147031;543144;174973;787; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"54";10067;"N3";80;2020;19056675;0;7772;1828675;1489689;471326;618;618;0;408739;10560608;10144097;0;7772;89923;2231701;0;4584808;15145416;19056675;17566986;15616742;1981;0;0;19056675;0;0;0;24;12;12;591;36;555;0;0;0;0;0;3;1;2;49;569;618; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;408739;89923;0;0;1829496;433688;0;0;942651;16088067;148277;0;75694;0;14644;0;89589;221968;0;56207;0;0;0;21492;78374;105563;70070;121729;6311;131916;2590;50;241675;5404;0;675;23418;46986;307755;58238;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"55";10068;"N3";80;2020;4649035;0;42096;2274384;558846;22673;91;88;0;124307;1403030;1236627;0;42096;27348;272058;0;627437;2030467;4099174;3540328;2053140;1986;893853;0;3755182;3;1;2;10;4;6;74;10;64;0;0;0;0;0;4;2;2;17;74;91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;124307;27348;0;0;275037;52994;0;0;45345;2075812;0;549861;34258;0;34215;0;15663;1110500;0;23185;0;0;0;0;0;75658;11409;11952;5125;125423;25901;1328;85015;0;0;1627;15244;17341;29335;100885;459; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"56";10069;"N3";81;2020;3705537;0;0;311716;161945;245595;71;69;0;0;1248798;1248798;0;0;0;241158;0;494018;1742816;3529083;3367138;1988411;1991;0;0;3705537;2;1;1;0;0;0;69;51;18;0;0;0;0;0;0;0;0;52;19;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;204437;48423;0;0;245595;1988411;0;0;24076;0;1423;0;146955;0;0;22017;0;0;0;0;65;0;0;4110;2176;0;87408;0;5585;260;0;0;4101;8660;0;4880;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"57";10070;"N3";81;2020;114198747;0;32303;23283085;19792492;5850421;4654;4648;0;0;54628033;54595730;0;32303;0;13390285;0;23730146;78358179;114198747;94406255;84208600;1991;0;3541;114195206;6;3;3;0;0;0;4644;2670;1974;0;0;0;0;0;4;4;0;2677;1977;4654; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;8027810;2312051;0;0;5850421;84208600;9869166;0;181670;3050;320474;0;2930719;297492;0;1693515;0;0;243761;211721;1001947;279910;18422;981214;10306;168857;496884;36143;1885872;144648;43;759;338048;1043752;1151009;127511;192; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3
"58";10071;"N3";81;2020;5922527;0;47401;572934;524306;42012;260;260;0;81611;3304584;3175572;0;47401;19757;770084;0;1395552;4700136;5922527;5398221;4742148;1993;0;0;5922527;0;0;0;3;2;1;251;89;162;0;0;0;0;0;6;3;3;94;166;260; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;81611;19757;0;0;464744;140967;0;0;42012;4742148;341481;0;53106;0;42700;0;4618;0;0;27059;0;0;0;2613;2074;7200;0;4371;29590;2545;1386;0;3125;0;4043;1655;1693;0;43675;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"59";10072;"N4";82;2020;57895611;0;465075;5486020;4692129;4616743;2214;2214;0;412589;29654351;28776687;0;465075;91957;6975634;0;12870446;42524797;57895611;53203482;47141540;2001;0;4050;57891561;0;0;0;16;11;5;2136;565;1571;0;0;0;0;0;62;35;27;611;1603;2214; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;412589;91957;0;0;4549657;1253198;0;0;4616743;47141540;0;0;147729;0;325717;0;331957;90314;0;2454819;0;0;0;7245;9134;303857;14895;106187;6484;89568;27153;113474;88523;82892;0;0;62692;25778;1184210;13392;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"60";10073;"M1";71;2020;30811345;0;0;15106208;20608373;633322;227;227;0;6468268;6468268;0;0;0;1572566;0;0;3186674;9654942;30811345;10202972;10288264;1988;0;0;30811345;0;0;0;227;40;187;0;0;0;0;0;0;0;0;0;0;0;40;187;227; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6468268;1572566;0;0;1313613;334814;0;0;633322;10322583;0;0;1043982;0;227128;0;136538;42242;0;15898500;0;0;0;179660;1361856;51194;3009;78366;5840;254671;225523;18;280145;493600;39354;0;64841;154640;563270;107460;64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3
"61";10075;"N4";82;2020;2060755;0;9935;2068345;1995266;353086;11;11;0;262416;272351;0;0;9935;54464;0;0;122184;394535;2130132;134866;747621;2000;11481;0;2049274;0;0;0;10;4;6;0;0;0;0;0;0;0;0;1;0;1;4;7;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;262416;54464;0;0;40353;20552;6815;0;353086;747621;77209;7194;273670;0;21134;0;8691;33214;0;11185;0;0;1362607;106966;0;39136;274;9454;3258;30761;355;0;29635;1264;0;0;17250;7420;0;27668;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"62";10076;"P";85;2020;12077785;0;47693;1603316;1499066;43162;211;211; ;3944251;6399050;2407106;0;47693;744463;537823;0;2845481;9244531;12077785;10578719;9287693;1989;0;0;12077785;0;0;0;104;48;56;97;20;77; ; ; ;0;0;10;2;8;70;141;211;0;0;0;0;0;0;48;56;0;0;0;0;0;0;12;42;15;70;0;0;0;0;0;0;0;0;0;0;2;8;50;64;12;42;15;70;0;0;0;3944251;744463;0;0;1034237;528958;0;0;43162;9287693;308373;0;143710;0;42125;0;51549;0;0;0;0;0;0;217387;143089;0;68120;34680;18124;36296;11783;207819;166469;3634;0;0;0;0;21465;128693;0;0;0;0;3944251;0;0;744463;0;0;0;0;0;568904;278000;187333;280220;149243;99495;0;0;0;0;47693;0;43162;0;0;5628693;2195502;1463498;4
"63";10077;"P";85;2020;3583093;0;12640;853669;789289;42951;50;50; ;309494;1251166;929032;0;12640;67578;204162;0;639683;1890849;3583093;2793804;1933800;2002;0;0;3583093;0;0;0;3;2;1;41;24;17; ; ; ;0;0;2;1;1;28;22;50;0;0;0;0;0;0;2;1;0;0;0;0;13;10;10;5;2;3;0;0;0;0;0;0;1;3;0;0;1;1;16;12;10;5;2;3;9555;0;0;309494;67578;0;0;260873;107070;0;0;42951;2539398;5404;0;47653;0;10413;0;46530;0;0;306149;0;0;0;68993;1460;0;4748;12615;13119;49166;1519;40357;54022;6500;0;84000;6903;425;5600;87902;191;0;0;0;309494;0;0;67578;0;0;0;0;0;137475;105198;18200;54242;45037;7791;0;0;0;605598;12640;0;42951;0;0;1041662;762929;129209;4
"64";10078;"P";85;2020;2195910;0;31600;788170;713288;46897;24;24; ;463593;495193;0;0;31600;87455;0;0;193455;688648;2195910;1482622;735545;2020;0;468000;1727910;0;0;0;21;6;15;0;0;0; ; ; ;0;0;3;1;2;7;17;24;0;0;0;0;0;0;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;17;0;0;0;0;0;0;0;463593;87455;0;0;75000;31000;0;0;46897;735545;3300;0;245128;0;5491;0;5695;59000;0;8965;0;0;0;0;0;361729;0;4165;5000;29869;9899;0;11472;0;0;0;3457;0;0;35000;0;0;0;0;463593;0;0;87455;0;0;0;0;0;75000;0;0;31000;0;0;0;0;0;0;31600;0;46897;0;0;735545;0;0;4
"65";10079;"P";85;2020;333362625;0;859760;105791141;98120665;24294451;1917;1917; ;70001596;110067388;39206032;0;859760;14509180;8126205;0;59264363;169331751;331729553;233608888;193626202;1966;4095868;21155246;308111511;0;0;0;1129;576;553;618;296;322; ; ; ;0;0;87;46;41;953;964;1917;0;0;0;0;0;0;484;364;89;184;6;9;207;198;81;114;16;20;0;0;0;0;0;0;35;48;0;0;46;41;737;603;170;298;22;29;206149;0;0;70001596;14509180;0;0;25930210;10698768;0;0;24294451;204254443;36609764;1633072;21775213;17434;1111634;0;2342506;2182070;0;4424871;0;0;0;3828185;3889667;124812;7641318;910925;531012;1831479;383425;2101678;8707015;1510714;7697;0;299053;102393;358783;3436000;30421;0;0;0;52261008;16815796;924792;10832101;3485398;191681;0;0;0;18329009;6844863;756338;7562523;2824181;312064;0;0;0;10628241;859760;0;24294451;0;0;144240195;44471977;4914030;4
"66";10080;"P";85;2020;60687679;0;258981;6383367;5223071;668060;739;739; ;29768611;30027592;0;0;258981;7924865;0;0;16531269;46558861;60687679;55464608;47226921;1967;0;4788463;55899216;0;0;0;687;272;415;0;0;0; ; ; ;0;0;25;12;13;292;447;739;0;0;0;0;0;0;217;274;54;139;1;3;0;0;0;0;0;0;0;0;0;0;0;0;8;19;0;0;12;13;229;287;54;139;1;3;67223;0;0;29768611;7924865;0;0;6327616;2629876;88892;0;668060;51784576;84303;0;949876;6254;211700;0;847567;58780;0;556943;0;0;0;0;311765;736331;342110;165648;175219;275704;1998;43311;563529;11702;0;0;59335;14044;39162;926036;2050;0;0;0;16029046;13642365;97200;4241640;3655431;27794;0;0;0;3987594;2322540;17482;1435866;1185812;8198;88892;0;0;4117675;258981;0;668060;0;0;26710079;20806148;150674;4
