"idnoremp","Seccion23","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gpper","gpppsp","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","ocgoi","ocgpc","ocgtg","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3"
11508,"N3",78,2023,50634744,0,272319,5938033,5272144,106573,1707,1706,0,949174,26101462,24879969,0,272319,229023,5156541,0,10624643,36726105,50634744,45362600,36832678,1992,0,0,50634744,1,0,1,33,20,13,1643,947,696,0,0,0,0,0,30,12,18,979,728,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949174,229023,4205039,1022640,11400,0,213145,36939250,0,0,1551096,0,520157,0,108146,373554,0,368690,52180,460233,0,38524,1418,83759,282016,78794,0,440419,0,55275,42943,6295,1469137,5397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11509,"H1",52,2023,32148676,0,0,24949741,24568780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32148676,7579896,0,1995,0,0,32148676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,24465277,0,101009,0,320329,60607,0,2519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16706,"N3",78,2023,14392705,0,0,1438753,1245296,542538,514,514,503,495664,7793770,0,7298106,0,99501,0,1854640,3513233,11307003,14392705,13147409,11849541,1992,0,0,14392705,0,0,0,11,10,1,0,0,0,503,212,291,0,0,0,0,0,222,292,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495664,99501,1176622,354333,28137,0,1085076,12392079,745877,0,90571,0,115378,73949,0,0,0,2956,63955,59603,0,18795,1607,5373,0,14038,61691,4700,0,7225,4021,2484,163577,2953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11510,"J4",62,2023,4188513,0,11880,569445,479102,45157,41,41,0,1747735,1764584,0,0,16849,385413,0,0,717803,2482387,4188513,3709411,2527544,1992,0,0,4188513,0,0,0,39,17,22,0,0,0,0,0,0,0,0,1,0,1,18,23,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747735,385413,246392,85998,0,0,45157,2527544,0,0,162263,0,36505,25638,25000,59421,0,0,77625,48886,14821,12855,349,28090,0,57658,1892,6612,1160,0,569,0,2631,7470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16628,"Q",86,2023,4716530,0,0,2338394,2243090,32315,20,20,0,780428,780428,0,0,0,195753,0,0,376657,1157085,4716530,2473440,1189400,1992,0,0,4716530,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,19,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780428,195753,125839,55065,0,0,32315,1189400,1111234,0,438103,0,47766,40530,0,346641,0,0,0,190523,4851,120,2269,18971,0,0,110491,0,0,0,17513,0,5946,3436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11512,"I1",55,2023,1613685,0,9364,924799,844248,58243,18,16,0,311130,320494,0,0,9364,67929,0,0,115220,435714,1613685,769437,493957,1991,0,235415,1378270,2,1,1,15,11,4,0,0,0,0,0,0,0,0,1,0,1,12,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311130,67929,36193,11098,0,0,58243,493957,102710,0,247155,8440,23985,51657,0,73899,0,11942,15671,2100,4886,25991,23545,28827,219,9109,132712,5607,67834,6109,5402,0,3306,37515,36178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11513,"N2",79,2023,10072112,0,0,2584924,2333569,523691,104,104,0,4253602,4253602,0,0,0,877986,0,0,1926366,6179968,10072112,7738543,6703659,2015,0,712409,9359703,0,0,0,104,56,48,0,0,0,0,0,0,0,0,0,0,0,56,48,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4253602,877986,681512,366868,0,0,523691,6703659,0,0,188102,0,148614,70400,10670,0,0,0,0,142606,47487,35187,2197,76664,1439,21892,262755,111777,1414983,15782,1552,0,17205,15612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11514,"M2",73,2023,3590339,0,0,2584982,2092640,32683,7,7,0,320031,320031,0,0,0,77921,0,0,133688,453719,3419371,1326731,486402,1992,0,0,3590339,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320031,77921,42674,13093,0,0,32683,486402,1905636,0,41280,0,35542,96195,359133,47311,0,0,0,0,17553,11137,0,8242,891,0,43619,0,0,2855,9188,0,0,6400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15590,"N2",79,2023,3697998,0,0,445168,412791,63675,24,24,0,254307,532153,277846,0,0,45775,50012,0,208915,741068,3697998,3285207,804743,1992,0,0,3697998,0,0,0,12,8,4,12,7,5,0,0,0,0,0,0,0,0,15,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254307,45775,85832,27296,0,0,63675,804743,0,0,110188,0,23512,2200,3608,30715,0,8149,0,118550,17470,5029,17533,26388,0,1968,35839,26256,0,0,3644,3794,4127,6198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11516,"J4",62,2023,11720382,0,0,4237440,4063879,183969,45,45,0,2528146,2528146,0,0,0,447928,0,0,892277,3420423,11720382,7656503,3604392,1992,0,0,11720382,0,0,0,45,12,33,0,0,0,0,0,0,0,0,0,0,0,12,33,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2528146,447928,312343,132006,0,0,183969,3604392,3154294,0,56624,0,88277,76668,0,40770,0,19252,0,97185,2770,129391,520,14599,2275,31488,1768,466176,0,24578,16375,616,0,13814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11520,"N3",80,2023,4491521,0,0,313971,280581,286889,141,140,0,197827,2379985,2182158,0,0,33682,448928,0,1029820,3409805,4491521,4210940,3696694,1993,0,0,4491521,1,1,0,2,1,1,138,4,134,0,0,0,0,0,0,0,0,6,135,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197827,33682,433143,101310,12757,0,573778,3983583,12162,0,72604,0,5850,25562,0,61153,0,0,2526,6413,0,23078,2246,17677,35,468,17865,1794,0,0,8638,14809,33280,7524,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11521,"LN1",68,2023,14265214,0,0,3732487,1869513,18819,5,5,0,221415,221415,0,0,0,56570,0,0,107855,329270,14265214,12395701,348089,1993,0,0,14265214,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221415,56570,36060,15225,0,0,18819,348089,0,0,425299,0,193369,1561681,93336,703132,0,53536,0,88851,14635,70345,60008,4698,4798,0,248340,0,101998,29719,11634,0,0,67034,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11522,"N4",82,2023,13504875,56,42939,5988567,5690399,351924,110,110,0,3324674,3367613,0,0,42939,702985,0,0,1290761,4658374,13504875,7814476,5010298,1993,0,0,13504875,0,0,0,107,67,40,0,0,0,0,0,0,40,16,3,1,2,108,58,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3324674,702985,443078,144698,0,1431524,351924,5010298,0,0,449620,0,130525,129166,0,470699,0,399055,311174,855055,39019,79749,24195,94403,1039026,23478,206198,8605,0,1087,65762,11212,91557,127458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11523,"N4",82,2023,4195443,0,43447,996763,808013,710553,43,40,0,973898,1017345,0,0,43447,154251,0,0,350653,1367998,4195443,3387430,2078551,1994,0,1026017,3169426,3,2,1,38,25,13,0,0,0,0,0,0,0,0,2,2,0,29,14,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973898,154251,154088,42314,0,0,710553,2078551,0,0,272820,0,40763,142581,0,102861,0,35976,0,132755,0,16356,2462,81920,934,0,19358,733,49266,13,2420,0,7458,87974,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11525,"Q",86,2023,45659500,0,16646,28712939,27942822,234821,229,229,0,7198649,7263167,0,0,64518,1887407,0,0,3314635,10577802,45659500,17716678,10812623,1994,0,1655798,44003702,0,0,0,219,115,104,0,0,0,0,0,0,0,0,3,1,2,121,108,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7198649,1887407,1065471,361757,0,0,234821,10812623,20078595,0,1021474,863,499068,190141,11798,633998,0,580902,2378216,999861,8535,95400,40341,82507,50427,0,1282561,5422,0,0,104577,1812,155219,491125,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11526,"J4",62,2023,33796643,0,68352,7075526,6674745,2192888,249,249,0,15524624,15611688,0,0,87064,3644060,0,0,6446428,22058116,33796643,27121898,24251004,1994,0,0,33796643,0,0,0,238,108,130,0,0,0,0,0,0,0,0,9,5,4,114,135,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15524624,3644060,2059662,734180,8526,0,2192888,24251004,0,0,4170204,0,300634,74849,0,768465,0,94424,17980,0,307316,126538,5183,344425,41266,21882,290606,193156,0,183089,14204,3726,7107,110269,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11527,"Q",86,2023,69471860,7,59510,40530499,33646568,354001,325,325,0,1230621,9091799,7746628,0,114550,263216,1742217,0,4311074,13402873,64347204,30700636,13756874,1994,10047894,0,59423966,0,0,0,15,11,4,297,244,53,0,0,0,5,2,5,4,1,269,63,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230621,263216,1714829,590812,0,279350,354001,13756874,23351373,5124656,838324,0,176427,1499602,0,312677,936125,1011661,3310308,857213,43001,4463,61077,372587,116675,61210,1406795,104030,155152,40878,137646,4678,0,324591,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11528,"J4",63,2023,3880838,0,0,1817496,1769578,6441,11,11,0,1038898,1038898,0,0,0,85908,0,0,296825,1335723,3696037,1926459,1342164,1994,0,0,3880838,0,0,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,5,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038898,85908,155169,55748,0,0,6441,1342164,0,0,862576,0,22270,16486,0,304829,0,0,103136,366066,23068,2047,710,6929,1687,0,6524,0,0,7912,711,0,1792,90753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11529,"N3",80,2023,21930502,0,0,1127721,919759,474220,554,554,0,149457,11308070,11158613,0,0,34145,2613005,0,4949949,16258019,21930502,21010743,16732239,1994,0,287639,21642863,0,0,0,2,1,1,552,49,503,0,0,0,0,0,0,0,0,50,504,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149457,34145,1831585,471214,0,0,948440,17206459,3175,0,33971,0,36781,162266,0,0,0,177000,2035,0,21958,37945,8537,101597,3616,0,83096,0,0,0,51000,6000,366775,31694,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11533,"J3",61,2023,70717946,0,108674,42823399,7180536,1716713,596,591,0,8693740,8802414,0,0,108674,2021805,0,0,2856695,11659109,35937595,28757059,13375822,1994,36769822,168307,33779817,5,1,4,570,382,188,0,0,0,0,0,0,0,0,21,12,9,395,201,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8693740,2021805,390577,444313,0,0,1716713,13375822,0,34780351,313387,70305,625309,168548,0,1752226,0,142667,70443,3180266,12760,30442,25282,378931,64551,618391,82178,54074,0,2124,76568,18119,66770,289707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11534,"N3",80,2023,11391843,0,20880,3827186,1522947,0,111,111,0,2256127,2298607,0,0,42480,529735,0,0,1009234,3307841,9301404,7778457,3307841,1994,2908158,150103,8333582,0,0,0,106,26,80,0,0,0,0,0,0,0,0,2,2,0,30,81,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256127,529735,383410,96089,0,0,0,3307841,0,2090439,102932,0,143709,7143,49222,0,61150,9190,0,87682,26208,20076,8540,13360,86945,0,18546,1021954,0,8308,7008,1490,32839,29174,1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11535,"H2",53,2023,5904207,5,0,4179847,3975367,38912,28,28,0,662447,662447,0,0,0,148300,0,0,287750,950197,5875723,1900356,989109,1985,32820,4001528,1869859,0,0,0,28,13,15,0,0,0,0,0,0,1,4,0,0,0,14,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662447,148300,99678,33730,6042,124582,38912,989109,2995125,28484,217662,0,40142,115466,14583,104605,63255,58606,160,224774,53087,13739,2068,38690,30198,6995,11993,0,0,0,12365,210,9745,13313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11536,"J4",62,2023,18496899,0,9305,3759112,3616956,3523200,143,143,0,5455406,5464711,0,0,9305,1378298,0,0,2470157,7934868,18496899,14879943,11458068,1998,0,0,18496899,0,0,0,142,57,85,0,0,0,0,0,0,0,0,1,0,1,57,86,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5455406,1378298,801017,290842,0,0,3523200,11458068,2059103,0,225088,0,117277,11417,0,870457,0,1944,0,138656,8890,61965,4248,46197,0,9300,14593,56434,47971,20663,6635,0,0,55761,2513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11537,"N3",80,2023,14223321,0,0,1772746,1680232,306240,364,363,0,0,6766772,6766772,0,0,0,1577905,0,3005997,9772769,14223321,12543089,10079009,2000,0,0,14223321,1,0,1,0,0,0,363,160,203,0,0,0,0,0,0,0,0,160,204,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1149083,279009,0,0,612479,10385248,7617,0,17667,0,31942,43855,0,136877,0,632881,48692,16417,19425,131439,6221,15918,1200,0,64630,1272,0,0,146228,13348,420558,16166,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11538,"Q",86,2023,259472102,0,91346,32452141,32135720,436589,198,198,0,523430,5024403,4402307,0,98666,112896,898040,0,2145327,7169730,259472102,227336382,7606319,1995,0,0,259472102,0,0,0,4,3,1,186,149,37,0,0,0,0,0,7,7,0,159,39,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523430,112896,901225,233166,0,0,436589,7606319,20272652,0,3012289,0,0,75804,151215,4617664,0,339104,607884,1748068,138,219837,53448,236703,372538,12435,228231,101183,0,103436,91922,6536,33547,167326,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11540,"M1",69,2023,12031665,0,0,4852315,4666130,571078,15,13,0,1422200,1422200,0,0,0,213330,0,0,522733,1944933,12139352,7473222,2516011,1995,0,0,12031665,2,0,2,13,4,9,0,0,0,0,0,0,0,0,0,0,0,4,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422200,213330,209774,99629,0,0,571078,2516011,0,0,3444223,0,79792,94051,0,285612,0,57875,0,193930,82804,47831,4877,30701,45683,1470,218196,192629,0,0,53073,0,441,18610,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11541,"Q",86,2023,56915138,0,62029,43856384,43031914,1671858,407,404,0,2114939,8488060,6254840,0,118281,479658,1225426,0,3951707,12439767,56915138,13883224,14111625,1995,0,0,56915138,3,1,2,56,49,7,335,210,125,0,0,0,0,0,5,4,1,270,137,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2114939,479658,1882694,363929,0,0,1671858,14111625,39427826,0,1099531,0,538807,256976,3388,141693,0,30372,259855,298855,276,3819,2457,37551,5737,1473580,28812,112856,4309,4813,48560,14065,40628,21618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11542,"J4",62,2023,135497595,11,24225,46986396,44682219,15883382,143,143,0,38347779,38379795,0,0,32016,4306143,0,0,13004743,51384538,135497595,90815376,67267920,1995,0,5102266,130395329,0,0,0,140,38,102,0,0,0,0,0,0,4,7,2,1,1,44,110,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38347779,4306143,5948500,2750100,0,1190550,15883382,67267920,2161846,0,27101842,0,1348946,816295,0,2580,473363,829181,0,2100606,7555,0,852,10667420,0,0,5141,0,0,0,0,0,0,280219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11545,"I1",55,2023,2111183,0,0,1104239,1022110,63600,9,9,0,0,270487,270487,0,0,0,59619,0,109922,380409,2111183,1089073,444009,2009,0,5547,2105636,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,0,5,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39366,10937,0,0,63600,444009,35237,0,54683,2435,38677,35888,0,88188,180881,62455,0,0,31615,8832,45379,21072,1303,44904,78489,0,227813,161,3905,0,17464,89128,35730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11547,"Q",86,2023,20966458,0,0,14497872,14491218,0,87,85,0,3558607,3558607,0,0,0,602611,0,0,1134561,4693168,20966458,6475240,4693168,1996,0,0,20966458,2,2,0,85,64,21,0,0,0,0,0,0,0,0,0,0,0,66,21,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3558607,602611,381550,150400,0,0,0,4693168,13960464,0,92982,0,0,2232,0,176895,0,8843,130755,0,2000,4397,6701,23094,13152,0,14575,0,0,0,42769,7324,3242,6477,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11549,"J4",62,2023,9774939,0,0,3048795,2645706,35976,49,49,0,3060598,3065818,0,0,5220,345592,0,0,894434,3960252,9774939,7129233,3996228,1996,0,0,9774939,0,0,0,48,12,36,0,0,0,0,0,0,0,0,0,0,0,12,37,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060598,345592,390009,158833,0,0,35976,3996228,1984854,0,332076,0,70796,1633,327339,0,0,0,0,163208,0,31718,10314,32730,0,0,19808,22196,0,2369,1400,8394,3251,36709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
