"idnoremp","Seccion23","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gpper","gpppsp","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","ocgoi","ocgpc","ocgtg","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3"
10018,"H1",52,2023,12208938,2,0,6925141,5504201,16811,11,11,0,662192,662192,0,0,0,175058,0,0,315707,977899,12208938,6704737,994710,2002,0,0,12208938,0,0,0,11,4,7,0,0,0,0,0,0,1,1,0,0,0,5,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662192,175058,109669,30980,0,50241,16811,994710,2664929,0,907584,0,153481,43572,1211891,0,693868,135099,0,205999,88902,221441,3326,17231,654,0,296602,0,0,125458,5978,30,8600,90255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,"N2",79,2023,3075581,0,22040,1152513,994700,124088,53,53,0,1631853,1653893,0,0,22040,238160,0,0,517071,2170964,3075581,2080881,2295052,1970,0,597882,2477699,0,0,0,51,34,17,0,0,0,0,0,0,0,0,2,1,1,35,18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631853,238160,203139,75772,0,0,124088,2295052,0,0,240121,0,50669,13490,86032,79308,0,136493,12383,30595,44177,66616,7136,81147,299,46199,37347,30476,0,65616,7272,0,21762,95375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,"N2",79,2023,1625338,0,0,507804,358097,0,23,18,0,813069,813069,0,0,0,165677,0,0,340390,1153459,1625338,1267241,1153459,1971,0,244693,1380645,5,2,3,18,16,2,0,0,0,0,0,0,0,0,0,0,0,18,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813069,165677,133357,41356,0,0,0,1153459,0,0,92686,33648,20338,84102,42926,7694,0,0,0,44200,26527,47188,2913,12650,9910,5692,23102,0,0,0,2582,0,0,51646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,"H1",52,2023,12302189,6,19111,3096919,2881978,1159134,54,54,0,3424698,3443809,0,0,19111,482470,0,0,1412525,4856334,12302189,9420211,6015468,1989,0,0,12302189,0,0,0,52,21,31,0,0,0,0,0,0,3,3,2,1,1,25,35,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3424698,482470,564785,166270,199000,157307,1159134,6015468,0,0,11121,0,148675,39321,0,0,46028,137467,264882,345013,57266,191324,13557,214642,4447,12083,315043,696148,0,121768,61914,120475,39194,98929,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,"H1",52,2023,15142161,0,48231,4575717,4384700,339561,187,187,0,5568761,5616992,0,0,48231,1223456,0,0,2578368,8195360,15142028,10757328,8534921,1994,42721,0,15099440,0,0,0,183,76,107,0,0,0,0,0,0,0,0,4,3,1,79,108,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5568761,1223456,1251520,253522,0,0,339561,8685051,2159154,133,318091,0,155917,15700,0,0,0,153304,0,145305,36039,23854,9247,243962,433212,59084,215177,63648,0,192298,51574,366,8143,291509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,"H1",52,2023,5465287,0,63586,1002082,546979,255037,96,92,0,2092930,2156516,0,0,63586,487271,0,0,902595,3059111,5465287,4918308,3314148,1994,0,0,5465287,4,2,2,86,45,41,0,0,0,0,0,0,0,0,6,4,2,51,45,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092930,487271,323241,92083,0,0,255037,3314148,0,0,82376,0,109989,340421,0,41421,0,20248,0,113033,33378,0,12865,25157,69427,0,11073,15682,0,0,62261,0,0,64022,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10024,"H1",52,2023,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10025,"H1",52,2023,11261525,0,26361,3395413,2617150,73602,51,51,0,1293183,1319544,0,0,26361,310363,0,0,617206,1936750,11261525,8644375,2010352,1967,0,111846,11149679,0,0,0,49,30,19,0,0,0,0,0,0,0,0,2,2,0,32,19,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293183,310363,318787,51077,0,0,73602,2073373,0,0,352637,0,116301,202674,436414,661089,0,154934,184384,35818,62099,51417,14756,66758,103238,49728,588925,49163,0,112050,65134,11727,36456,37589,2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,"J3",61,2023,297339436,52,273915,131264858,126036251,2532169,408,408,0,18769268,19049244,0,0,279976,3516673,0,0,8397257,27446501,297339436,171303185,29978670,2001,0,1865163,295474273,0,0,0,387,104,283,0,0,0,0,0,0,20,32,20,10,10,135,325,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18769268,3516673,2844468,947607,1088509,2500126,2532169,29978670,84777186,0,10132325,26332,2683010,1483472,773233,1199348,0,221767,3482,46506,5685242,191901,21350,625350,108628,671039,18454125,891860,0,30948,79764,235992,131872,290000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,"I1",55,2023,28201234,18,87520,11230267,9466702,250740,194,194,0,5205790,5293310,0,0,87520,1058601,0,0,1927314,7220624,28201234,18734532,7471364,2005,0,12154859,16046375,0,0,0,186,62,124,0,0,0,0,0,0,8,10,8,5,3,75,137,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5205790,1058601,649244,219469,0,491981,250740,7471364,3919719,0,154235,51282,327057,1151702,235821,0,0,554705,21924,0,119243,75921,463562,166313,15764,116766,303392,8666,902122,53000,30642,192,124328,1599638,342292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,"LN1",77,2023,4033536,0,25079,1088842,967541,168744,37,37,0,1037737,1062816,0,0,25079,253136,0,0,501240,1564056,4014403,3046862,1732800,1992,598205,511455,2923876,0,0,0,35,10,25,0,0,0,0,0,0,0,0,2,0,2,10,27,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037737,253136,170730,59304,18070,0,168744,1732800,480675,19133,164239,14680,35900,63157,0,58446,0,43218,0,0,6901,4504,8744,9624,5556,8366,10256,21607,0,4025,9201,52127,24232,44251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,"M1",70,2023,6364653,0,0,5057402,4891509,313212,14,14,0,1447429,1447429,0,0,0,298492,0,0,697310,2144739,6364653,1473144,2457951,1996,0,82467,6282186,0,0,0,14,9,5,0,0,0,0,0,0,0,0,0,0,0,9,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447429,298492,255405,96849,46564,0,313212,2457951,2382049,0,1634447,0,11986,145068,0,155721,0,98520,86548,104033,0,5317,8287,27839,16286,0,90334,152037,0,44622,3893,22292,500,67623,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,"M1",71,2023,4650550,0,26448,3350950,3118384,316859,30,30,0,1414262,1440710,0,0,26448,182133,0,0,452804,1893514,4650550,1532166,2210373,2001,0,4994,4645556,0,0,0,28,7,21,0,0,0,0,0,0,0,0,2,2,0,9,21,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414262,182133,197796,72875,0,0,316859,2210373,307736,0,716675,0,6925,210513,0,35299,596263,86676,2383,70894,0,1185051,1844,39575,31767,0,6152,21166,0,0,1605,7809,3434,19041,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,"M1",70,2023,250535963,22,547797,13414069,13322835,12503134,1991,1991,0,17732732,122136204,103447361,0,956111,4620605,22939985,0,54861209,176997413,250884951,237562116,189500547,2004,0,0,250535963,0,0,0,187,118,69,1698,913,785,0,0,0,17,5,48,28,20,1121,892,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17732732,4620605,21361735,5938884,0,863435,12503134,189500547,0,0,8020761,0,46399,0,0,796361,0,233897,1180470,919223,0,212176,17819,176003,114384,55587,208526,360055,0,0,2175,32343,13157,161259,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10041,"N3",78,2023,5798005,0,0,158967,50842,0,183,183,178,69600,4621151,0,4551551,0,15193,0,1001341,1725588,6346739,5798005,5747163,6346739,1989,0,0,5798005,0,0,0,5,3,2,0,0,0,178,60,118,0,0,0,0,0,63,120,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69600,15193,589449,119605,0,0,0,6346739,0,0,17344,0,1920,6753,99114,8471,0,0,0,0,0,13404,1376,2855,0,0,4548,0,0,0,0,0,0,3182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10043,"N3",78,2023,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10044,"N3",78,2023,17522998,0,0,328606,108912,750726,569,569,556,374784,11258141,0,10883357,0,79351,0,2438106,4630597,15888738,17476340,17367428,16639464,1991,0,0,17522998,0,0,0,13,10,3,0,0,0,556,258,298,0,0,0,0,0,268,301,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374784,79351,1654192,458948,0,0,1501451,17390189,0,0,27630,0,13389,98829,106655,4666,0,0,0,51067,0,14807,0,9825,0,0,0,0,0,0,360,0,1378,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10047,"N3",78,2023,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10048,"N3",78,2023,29141152,0,0,622273,431620,47581,900,897,870,518237,14488182,0,13969945,0,120278,0,3354652,6449088,20937270,29141152,28709532,20984851,1997,0,0,29141152,3,2,1,27,23,4,0,0,0,870,350,520,0,0,0,0,0,375,525,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518237,120278,2350120,624038,0,0,95162,21032432,0,0,66121,0,28100,158861,0,121440,0,13525,0,81728,1740,20447,2683,20282,0,0,15074,5521,0,5740,28457,999,4406,47149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
