id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb,anio_inicio,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
14404,2020,I2,expendio de alimentos,1603165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,1672583,29.0,462211.0,494124.0,13.0,23.0,36.0,46500,4091,2500,81112,57082
14406,2020,I2,expendio de alimentos,1531536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,I2,1851564,25.0,362464.0,442304.0,16.0,9.0,25.0,9217,72314,19724,61430,26314
14407,2020,I2,expendio de alimentos,7211225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012.0,I2,6859120,129.0,2284138.0,2546200.0,82.0,47.0,129.0,105263,362197,50292,165044,46602
14408,2020,I2,expendio de alimentos,14405844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,18168515,4.0,61564.0,61564.0,3.0,1.0,4.0,143415,712275,0,0,0
14416,2020,I2,expendio de alimentos,1636148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,I2,993114,11.0,961649.0,996681.0,7.0,4.0,11.0,56,14499,60,40493,12293
14437,2020,I2,expendio de alimentos,11517070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,10247288,245.0,4354452.0,4498787.0,154.0,91.0,245.0,170523,54228,46825,365978,39427
17829,2020,I2,expendio de alimentos,3509250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,I2,3130986,30.0,702396.0,720820.0,40.0,22.0,62.0,105498,12240,13930,114490,33322
17831,2020,I2,expendio de alimentos,3177251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.0,I2,3321327,44.0,957250.0,1010132.0,13.0,31.0,44.0,59815,15464,31481,132181,28888
17832,2020,I2,expendio de alimentos,797145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,I2,644886,12.0,368700.0,368700.0,8.0,5.0,13.0,22568,26607,3192,29563,5130
17834,2020,I2,expendio de alimentos,1653905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,1601772,51.0,768341.0,900424.0,26.0,29.0,55.0,25845,0,19100,35000,0
17835,2020,I2,expendio de alimentos,3938825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,I2,3997437,45.0,936700.0,1005135.0,42.0,12.0,54.0,90139,57469,3248,27565,15523
17836,2020,I2,expendio de alimentos,16880703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,I2,19909648,365.0,5703727.0,6234002.0,187.0,178.0,365.0,1713,7272,82257,602450,167100
17837,2020,I2,expendio de alimentos,12412706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,I2,13032011,202.0,3939375.0,4465414.0,177.0,25.0,202.0,214552,339166,75065,325310,50393
17838,2020,I2,expendio de alimentos,3072979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,I2,3285463,31.0,516338.0,542830.0,28.0,8.0,36.0,53067,24910,13488,69404,0
17840,2020,I2,expendio de alimentos,16374161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,14864108,290.0,4815489.0,5073447.0,167.0,123.0,290.0,160851,2472,113819,312719,173371
17841,2020,I2,expendio de alimentos,5045418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,5145763,149.0,1135792.0,1186436.0,133.0,17.0,150.0,55360,24982,15653,61077,114
17842,2020,I2,expendio de alimentos,17981182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,18994969,143.0,3859519.0,4292783.0,71.0,97.0,168.0,97415,1444,73295,346705,166409
17845,2020,I2,expendio de alimentos,1834845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,I2,1794253,8.0,166770.0,186139.0,9.0,11.0,20.0,13780,16911,12088,113330,11559
18399,2020,I2,expendio de alimentos,3223941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,1593939,80.0,1215925.0,1215925.0,33.0,47.0,80.0,15300,16597,31833,133284,44427
18400,2020,I2,expendio de alimentos,3922837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,I2,3305446,56.0,1112355.0,1318040.0,38.0,18.0,56.0,121077,5430,21041,130421,40111
18402,2020,I2,expendio de alimentos,2978841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,3071745,23.0,426147.0,474135.0,23.0,1.0,24.0,65877,118042,7884,60000,0
18403,2020,I2,expendio de alimentos,2106288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,5365201,153.0,1085175.0,1098515.0,123.0,30.0,153.0,123105,6519,4500,3335,27852
18404,2020,I2,expendio de alimentos,2691378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,I2,1740964,48.0,936644.0,974560.0,26.0,25.0,51.0,23202,11695,16809,76746,22023
19629,2020,I2,expendio de alimentos,25308222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,I2,23872789,250.0,3864835.0,4233863.0,153.0,97.0,250.0,383376,6141,59988,774043,229639
20109,2020,I2,expendio de alimentos,9812680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,I2,8382603,85.0,1070735.0,1184560.0,44.0,41.0,85.0,110670,2225,24331,375572,80129
14474,2020,I2,expendio de alimentos,9802760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,I2,10143357,132.0,2136458.0,2261582.0,98.0,74.0,172.0,127931,171287,47506,241258,143341
14484,2020,I2,expendio de alimentos,46595432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,I2,44791054,873.0,19509500.0,20498915.0,694.0,179.0,873.0,0,2876881,64286,192639,43065
14514,2020,I2,expendio de alimentos,2371920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,2542338,40.0,700488.0,726668.0,24.0,18.0,42.0,30856,10461,4068,20815,27047
17861,2020,I2,expendio de alimentos,93038451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,I2,9289600,77.0,1581102.0,1642736.0,37.0,42.0,79.0,74344745,10603324,8195,140011,69929
18457,2020,I2,expendio de alimentos,2989735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,I2,4476944,103.0,1600559.0,1600559.0,96.0,7.0,103.0,0,32991,6093,12172,0
20150,2020,I2,expendio de alimentos,3945287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,I2,4017470,145.0,2359204.0,2359204.0,145.0,0.0,145.0,0,22049,0,0,0
20151,2020,I2,expendio de alimentos,4889619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,I2,5042634,167.0,2721058.0,2721058.0,165.0,2.0,167.0,0,23336,0,0,0
16157,2020,I2,expendio de alimentos,4397592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,I2,4476373,73.0,1138603.0,1140441.0,54.0,22.0,76.0,23641,0,14658,126499,114863
18461,2020,I2,expendio de alimentos,3444744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,I2,3805456,85.0,1154710.0,1269405.0,66.0,19.0,85.0,21903,1574,61,93094,48455
14575,2020,I2,expendio de alimentos,3652783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,I2,4031013,41.0,815222.0,935604.0,29.0,21.0,50.0,34778,31814,24245,107181,25458
14576,2020,I2,expendio de alimentos,485601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,I2,382568,7.0,124789.0,148199.0,4.0,3.0,7.0,2059,0,5548,9825,5467
14581,2020,I2,expendio de alimentos,4271243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,I2,3622638,20.0,662701.0,662701.0,52.0,29.0,81.0,32200,25100,4110,20610,60460
15879,2020,I2,expendio de alimentos,1765967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,I2,1362256,19.0,449467.0,535163.0,8.0,11.0,19.0,9536,12358,5687,56874,2000
14752,2020,I2,expendio de alimentos,1788238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,I2,1806586,36.0,520134.0,557075.0,15.0,21.0,36.0,17117,5298,23159,88282,27654
17870,2020,I2,expendio de alimentos,2125470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,I2,2048266,26.0,437797.0,485954.0,16.0,10.0,26.0,16749,21204,9004,166167,0
17871,2020,I2,expendio de alimentos,8915185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,6772909,111.0,4227584.0,4280930.0,63.0,81.0,144.0,61524,102383,119399,804336,26781
14792,2020,I2,expendio de alimentos,1886659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,I2,2101901,15.0,288772.0,298028.0,24.0,11.0,35.0,12000,23334,1879,22415,12000
14793,2020,I2,expendio de alimentos,1822728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,I2,1489110,40.0,1172340.0,1184719.0,36.0,4.0,40.0,10427,0,20221,33201,45640
17887,2020,I2,expendio de alimentos,1350833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,I2,1227343,32.0,536461.0,589019.0,19.0,13.0,32.0,13680,3069,1950,104495,20101
14834,2020,I2,expendio de alimentos,1411524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,I2,1221417,30.0,910745.0,910745.0,23.0,8.0,31.0,10983,31326,10971,49690,3692
14839,2020,I2,expendio de alimentos,10243319,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010.0,I2,11359111,260.0,3519631.0,3672275.0,132.0,133.0,265.0,106320,45424,12972,306168,166848
14857,2020,I2,expendio de alimentos,2103161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,I2,2233231,37.0,677639.0,701987.0,21.0,18.0,39.0,9011,12614,7269,33472,49747
18496,2020,I2,expendio de alimentos,2523168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,I2,3730429,48.0,677209.0,688820.0,27.0,22.0,49.0,5217,16830,12880,80314,50705
14890,2020,I2,expendio de alimentos,4795979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,I2,7037493,117.0,1954185.0,2175863.0,55.0,68.0,123.0,76552,12913,89419,352593,112807
14898,2020,I2,expendio de alimentos,4179904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,I2,5497958,42.0,703379.0,772850.0,18.0,25.0,43.0,13181,9870,1810,135955,45189
14907,2020,I2,expendio de alimentos,2392774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,I2,2516977,30.0,447845.0,514620.0,14.0,18.0,32.0,34759,6709,11583,63706,27783
19091,2020,I2,expendio de alimentos,382284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,I2,730944,10.0,156071.0,164265.0,4.0,6.0,10.0,5095,1856,6072,65686,20011
14937,2020,I2,expendio de alimentos,3270079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,I2,3767132,47.0,1023365.0,1098491.0,11.0,36.0,47.0,26680,14398,29225,71207,0
14942,2020,I2,expendio de alimentos,1960374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,I2,1906006,37.0,1036857.0,1126958.0,30.0,7.0,37.0,17146,36403,0,0,0
18502,2020,I2,expendio de alimentos,20762238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,I2,25795573,714.0,12573559.0,12641450.0,568.0,146.0,714.0,58785,2842,1629,18923,2000
14986,2020,I2,expendio de alimentos,3439363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.0,I2,2145419,51.0,1245176.0,1347959.0,18.0,33.0,51.0,13604,93507,39217,147916,90101
15001,2020,I2,expendio de alimentos,7830662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,I2,8251239,313.0,3141163.0,3516173.0,125.0,188.0,313.0,55210,29325,128547,483012,0
15030,2020,I2,expendio de alimentos,13705146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,I2,11567544,312.0,4535621.0,4862059.0,247.0,65.0,312.0,1500,6670,1810,910,0
15031,2020,I2,expendio de alimentos,7210797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,I2,10795807,95.0,3229328.0,3304217.0,46.0,49.0,95.0,98702,71288,4781,73952,0
18503,2020,I2,expendio de alimentos,1103909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,I2,1056209,32.0,520151.0,568706.0,18.0,14.0,32.0,4601,7693,5409,19584,15178
17903,2020,I2,expendio de alimentos,3668587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,I2,4405543,57.0,1349430.0,1437446.0,29.0,28.0,57.0,31723,15228,19879,94534,0
17906,2020,I2,expendio de alimentos,7348741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,9900266,5.0,122009.0,176089.0,4.0,1.0,5.0,75029,1598,27161,35232,0
15063,2020,I2,expendio de alimentos,6618644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,I2,4523053,118.0,1733121.0,1853868.0,78.0,40.0,118.0,71647,57499,42942,118595,201664
15064,2020,I2,expendio de alimentos,5257479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,I2,5282495,63.0,1631461.0,1718380.0,30.0,33.0,63.0,86824,14349,26195,102416,58568
17914,2020,I2,expendio de alimentos,4089750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,I2,4238645,85.0,1756338.0,1823903.0,42.0,43.0,85.0,25856,24998,5433,14264,29063
18521,2020,I2,expendio de alimentos,1937484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,I2,13318056,16.0,349744.0,349744.0,3.0,15.0,18.0,2401,238200,3628,2521,7254
15205,2020,I2,expendio de alimentos,5998505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,I2,12796187,90.0,1773873.0,1865694.0,73.0,18.0,91.0,25832,105578,6541,975,156
15242,2020,I2,expendio de alimentos,29032913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,I2,27208252,332.0,10517897.0,10858732.0,209.0,123.0,332.0,308061,123590,23494,328075,14926
15243,2020,I2,expendio de alimentos,3476887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,I2,6520786,99.0,1396101.0,1398398.0,51.0,50.0,101.0,180749,32809,2987,75607,6051
17917,2020,I2,expendio de alimentos,2154246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,I2,2429413,21.0,379032.0,402021.0,17.0,4.0,21.0,11322,221324,10169,11477,13172
17920,2020,I2,expendio de alimentos,669083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,I2,2665853,26.0,593534.0,593534.0,14.0,12.0,26.0,0,0,2191,1953,1317
15256,2020,I2,expendio de alimentos,8386779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,I2,11691686,5.0,134776.0,141163.0,3.0,3.0,6.0,10100,9227,257,2864,174
17922,2020,I2,expendio de alimentos,2639126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,I2,2699409,43.0,1311340.0,1406334.0,26.0,17.0,43.0,21733,27218,0,0,0
15300,2020,I2,expendio de alimentos,1137250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992.0,I2,1090553,6.0,97471.0,124705.0,9.0,6.0,15.0,15885,8367,23661,26931,8955
17561,2020,J0,edicion,14417723,62347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1952.0,J0,22797349,257.0,12947685.0,14136797.0,106.0,223.0,329.0,204374,340719,82079,461478,7205
17609,2020,J0,edicion,14417723,62347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956.0,J0,6077213,54.0,2202395.0,2216966.0,15.0,42.0,57.0,115,0,18247,364647,0
17776,2020,J0,edicion,14417723,62347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,J0,10053133,76.0,1682336.0,1776732.0,29.0,47.0,76.0,90561,26669,18430,55626,7874
17608,2020,J0,edicion,3885050,31698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956.0,J0,6108561,45.0,1876945.0,1891926.0,16.0,30.0,46.0,128358,0,10235,165733,0
17867,2020,J0,edicion,10345473,29550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1981.0,J0,11226733,243.0,6449446.0,6620071.0,91.0,152.0,243.0,139527,241875,24597,304372,0
17610,2020,J0,edicion,3814860,22887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1956.0,J0,10998794,51.0,2199329.0,2216290.0,19.0,34.0,53.0,0,0,8804,152237,0
17779,2020,J0,edicion,38104628,16480,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1992.0,J0,102876053,499.0,31833678.0,33277565.0,231.0,324.0,555.0,948886,1999011,311404,766034,2423
17613,2020,J0,edicion,35369556,14701,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1980.0,J0,38281647,251.0,14850639.0,15138365.0,97.0,154.0,251.0,248005,399718,6456,106561,63
17618,2020,J0,edicion,3731165,12000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1991.0,J0,2268680,49.0,1407343.0,1458626.0,36.0,13.0,49.0,13579,58918,14184,67384,0
17891,2020,J0,edicion,2942094,11508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1988.0,J0,3101395,81.0,2029887.0,2128709.0,53.0,28.0,81.0,24937,1042,7421,79085,0
17820,2020,J0,edicion,54373005,9667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1950.0,J0,46611587,521.0,24583388.0,27446659.0,212.0,352.0,564.0,289515,253796,45117,731761,57692
17803,2020,J0,edicion,10700097,7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1937.0,J0,10826287,153.0,4810541.0,4903698.0,76.0,77.0,153.0,40976,187725,7899,167851,2315
17627,2020,J0,edicion,11157869,5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,J0,10652789,68.0,2650445.0,2652376.0,32.0,45.0,77.0,105328,140824,5742,16800,0
17682,2020,J0,edicion,50585403,3765,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1992.0,J0,102876053,499.0,31833678.0,33277565.0,231.0,324.0,555.0,948886,1999011,311404,766034,2423
17607,2020,J0,edicion,139960545,1524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1992.0,J0,102876053,499.0,31833678.0,33277565.0,231.0,324.0,555.0,948886,1999011,311404,766034,2423
19903,2020,J0,edicion,4325367,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,J0,4319818,40.0,1490371.0,1490371.0,13.0,27.0,40.0,28560,174094,3357,61700,230
17617,2020,J0,edicion,3025657,1137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1987.0,J0,3308403,22.0,831940.0,839534.0,19.0,33.0,52.0,23383,7072,11388,45468,0
17886,2020,J0,edicion,597786,287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,J0,468839,10.0,219847.0,227046.0,3.0,8.0,11.0,4098,2496,2735,11950,0
17653,2020,J0,edicion,13932373,289,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001.0,J0,19291889,49.0,3092550.0,3279852.0,22.0,34.0,56.0,148942,59723,238,5101,0
17645,2020,J0,edicion,889790,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997.0,J0,655658,8.0,150670.0,164180.0,2.0,6.0,8.0,2981,16742,913,7105,0
17559,2020,J0,edicion,799117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,J0,499554,12.0,349870.0,357322.0,6.0,11.0,17.0,6450,24385,9600,15908,0
17611,2020,J0,edicion,62430549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,J0,44014730,478.0,27296693.0,29406527.0,297.0,333.0,630.0,376846,270693,17330,128388,36
17614,2020,J0,edicion,3979581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.0,J0,4402400,58.0,2421583.0,2758021.0,21.0,37.0,58.0,18947,112982,9715,21988,17
17615,2020,J0,edicion,6734627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955.0,J0,12450165,134.0,3658182.0,3763640.0,72.0,80.0,152.0,65582,86307,21664,163828,8591
17619,2020,J0,edicion,12029991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,J0,19921656,15.0,1966613.0,2253756.0,8.0,7.0,15.0,44897,620,0,15970,0
17620,2020,J0,edicion,3624035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959.0,J0,3218974,67.0,1179544.0,1247629.0,54.0,23.0,77.0,24074,114713,31316,102507,9633
17621,2020,J0,edicion,14537928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971.0,J0,17326235,28.0,3406549.0,4381551.0,12.0,21.0,33.0,42770,36147,1095,25078,0
17623,2020,J0,edicion,1988692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976.0,J0,2193311,6.0,604639.0,604639.0,1.0,5.0,6.0,11130,1125,867,9014,69
17624,2020,J0,edicion,532290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984.0,J0,530131,6.0,224360.0,226739.0,3.0,3.0,6.0,3534,9565,939,1499,0
17625,2020,J0,edicion,3092047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,J0,3038400,20.0,887927.0,1482854.0,12.0,8.0,20.0,13480,14341,1527,4598,190
17626,2020,J0,edicion,959843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,J0,1056246,9.0,511436.0,511436.0,4.0,5.0,9.0,8536,17909,2998,6448,0
17628,2020,J0,edicion,2262375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.0,J0,2823336,17.0,542582.0,625285.0,13.0,13.0,26.0,11005,84136,1523,5948,0
17629,2020,J0,edicion,654568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,J0,629958,6.0,204818.0,210989.0,4.0,4.0,8.0,2796,180,1047,9447,0
17630,2020,J0,edicion,1449183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,J0,1948567,15.0,239218.0,254408.0,8.0,8.0,16.0,8079,23194,5960,13440,310
17631,2020,J0,edicion,3747113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,J0,2978372,23.0,1060456.0,1149013.0,10.0,14.0,24.0,14450,17089,3942,4504,137
17632,2020,J0,edicion,1450135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.0,J0,1547929,20.0,554558.0,576151.0,10.0,10.0,20.0,13930,27911,3757,10768,0
17633,2020,J0,edicion,11757860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979.0,J0,17121626,184.0,4823034.0,5630814.0,82.0,102.0,184.0,7231,58662,12058,65487,622
17634,2020,J0,edicion,12420828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.0,J0,14302964,45.0,2488462.0,2738523.0,18.0,27.0,45.0,48880,40191,0,0,0
17927,2020,J0,edicion,325913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,J0,612714,0.0,0.0,0.0,0.0,1.0,1.0,2926,36112,3439,8098,0
17637,2020,J0,edicion,1117547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,J0,2108423,7.0,193274.0,218894.0,11.0,5.0,16.0,11916,6894,1747,3985,0
17639,2020,J0,edicion,1486361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,J0,1092254,18.0,1017793.0,1032691.0,6.0,12.0,18.0,7327,23094,1336,7985,0
17640,2020,J0,edicion,883154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,J0,921837,28.0,428922.0,476117.0,21.0,7.0,28.0,6423,6069,1732,2191,47
17641,2020,J0,edicion,24222126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.0,J0,28918846,24.0,2715062.0,3030695.0,14.0,10.0,24.0,51442,288403,64,0,0
17642,2020,J0,edicion,55937642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,J0,40108802,344.0,25061055.0,27993383.0,185.0,179.0,364.0,213227,326197,19952,346691,0
17643,2020,J0,edicion,3229609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,J0,8692034,16.0,946848.0,1051373.0,10.0,6.0,16.0,21005,0,0,0,0
17646,2020,J0,edicion,167027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976.0,J0,178786,4.0,118753.0,122229.0,2.0,2.0,4.0,736,1175,678,1021,0
17990,2020,J0,edicion,897421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.0,J0,1001000,8.0,234370.0,241643.0,4.0,6.0,10.0,7695,16867,5990,16880,915
17648,2020,J0,edicion,35919701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,J0,49288290,133.0,11117784.0,11117784.0,79.0,54.0,133.0,168471,178197,4616,39194,0
17649,2020,J0,edicion,11735757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,J0,16983555,195.0,7075994.0,7183688.0,90.0,105.0,195.0,51583,179703,22202,39884,235
17650,2020,J0,edicion,14942932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972.0,J0,17915051,77.0,5847626.0,7296894.0,61.0,16.0,77.0,212524,75901,8809,110241,0
