id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,contrata_personal_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb,anio_inicio,id_sector_general,total_ingresos,personal_remunerado,gasto_remuneracion_personal,gasto_personal_total,personal_mujeres,personal_hombres,personal_ocupado,imp_ind_com,imp_otros,gasto_servicios_publicos,gasto_energia_electrica,gasto_gas_natural
10001,2019,I1,alojamiento,2287702.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,I1,2690535.0,42,806770.0,875670.0,26,16,42,31545.0,14564.0,57579.0,244691.0,104802.0
10002,2019,I1,alojamiento,5020785.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,I1,5198956.0,74,1490082.0,1498992.0,39,36,75,3906.0,102267.0,170977.0,425162.0,61113.0
10003,2019,I1,alojamiento,15309856.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,I1,14153289.0,75,2199361.0,2365296.0,72,120,192,168172.0,102069.0,201072.0,1410618.0,263741.0
10004,2019,I1,alojamiento,8978494.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,I1,10684133.0,39,695317.0,695317.0,24,15,39,88735.0,0.0,345980.0,456870.0,0.0
10005,2019,I2,expendio de alimentos,29103165.0,227327.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1957,I2,26319862.0,50,2498261.0,2886717.0,81,146,227,146999.0,358035.0,394582.0,1251610.0,121518.0
10006,2019,I2,expendio de alimentos,103879862.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,I2,84361203.0,557,12932987.0,13122251.0,557,0,557,635047.0,660254.0,142498.0,520924.0,275417.0
10007,2019,I2,expendio de alimentos,1356241.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,I2,1289475.0,31,638008.0,663100.0,19,12,31,15507.0,12023.0,18603.0,118638.0,99313.0
10008,2019,I2,expendio de alimentos,20139069.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,I2,15431445.0,94,2263284.0,2417894.0,143,7,150,177288.0,93903.0,100809.0,564514.0,143716.0
10013,2019,H1,auxiliares del transporte,35200650.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,H1,24063044.0,36,1137457.0,1329904.0,7,35,42,162351.0,44219.0,0.0,2739.0,0.0
10015,2019,H1,auxiliares del transporte,12650815.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,H1,20528645.0,50,3193060.0,3556537.0,8,42,50,228615.0,683214.0,126663.0,355002.0,402324.0
10017,2019,H1,auxiliares del transporte,268590426.0,1161494.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1992,H1,189356904.0,450,22657190.0,27634180.0,146,432,578,1225397.0,521118.0,245085.0,2551158.0,181.0
10018,2019,H1,auxiliares del transporte,7400310.0,20638.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2002,H1,8722744.0,8,503533.0,514528.0,3,5,8,105216.0,7525.0,1445.0,39745.0,0.0
10019,2019,N2,agencias de viajes,4221926.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,N2,4303244.0,61,2077798.0,2244263.0,50,11,61,54915.0,158431.0,4704.0,61550.0,0.0
10020,2019,N2,agencias de viajes,3718166.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,N2,4646059.0,51,2285070.0,2354384.0,40,12,52,49665.0,71828.0,4522.0,52286.0,0.0
10021,2019,H1,auxiliares del transporte,5930705.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,H1,8902563.0,46,3182740.0,3786418.0,18,34,52,110013.0,25324.0,6534.0,60422.0,217.0
10022,2019,H1,auxiliares del transporte,10054924.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,H1,10416249.0,147,5588162.0,5988146.0,83,64,147,90693.0,67279.0,12147.0,41885.0,456.0
10023,2019,H1,auxiliares del transporte,2801586.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,H1,3463995.0,76,1698255.0,1824015.0,36,42,78,33463.0,13898.0,8879.0,32732.0,646.0
10024,2019,H1,auxiliares del transporte,2820991.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,H1,3802789.0,81,1050001.0,1173306.0,43,38,81,43325.0,41793.0,7003.0,42301.0,2182.0
10025,2019,H1,auxiliares del transporte,2891009.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,H1,4597050.0,44,1343792.0,1396843.0,27,17,44,28076.0,34298.0,9676.0,18903.0,1092.0
