id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,contrata_personal_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb
10521,2023,H2,postales y correos,99311005,105706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12233,2023,H2,postales y correos,211777035,181654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10523,2023,H2,postales y correos,211777035,181654,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
10531,2023,H2,postales y correos,211777035,181654,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
14858,2023,I1,alojamiento,198351931,2522696,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
13323,2023,I1,alojamiento,198351931,2522696,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
14567,2023,I1,alojamiento,198351931,2522696,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0
19580,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
11708,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17552,2023,I1,alojamiento,2890036,4596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14501,2023,I1,alojamiento,16880630,224716,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
14807,2023,I1,alojamiento,16880630,224716,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
10209,2023,I1,alojamiento,16880630,224716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20449,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19488,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14555,2023,I1,alojamiento,534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14120,2023,I1,alojamiento,4236670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20221,2023,I1,alojamiento,4236670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,2023,I1,alojamiento,2260455,4942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13801,2023,I1,alojamiento,2260455,4942,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
14668,2023,I1,alojamiento,2260455,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14399,2023,I1,alojamiento,10383070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400,2023,I2,expendio de alimentos,463324584,742015,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
13828,2023,I2,expendio de alimentos,463324584,742015,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
10388,2023,I2,expendio de alimentos,463324584,742015,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
10005,2023,I2,expendio de alimentos,159530651,290524,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12386,2023,I2,expendio de alimentos,159530651,290524,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
20472,2023,I2,expendio de alimentos,159530651,290524,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
17696,2023,I2,expendio de alimentos,75078241,39409,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0
20337,2023,I2,expendio de alimentos,75078241,39409,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
13031,2023,I2,expendio de alimentos,75078241,39409,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17918,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17841,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20577,2023,I2,expendio de alimentos,16034531,13672,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
21052,2023,I2,expendio de alimentos,10422371,37515,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18403,2023,I2,expendio de alimentos,10422371,37515,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
15031,2023,I2,expendio de alimentos,10422371,37515,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
10347,2023,I2,expendio de alimentos,356120527,662460,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13837,2023,I2,expendio de alimentos,356120527,662460,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
15193,2023,I2,expendio de alimentos,356120527,662460,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
14298,2023,I2,expendio de alimentos,90699114,43249,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
10406,2023,I2,expendio de alimentos,90699114,43249,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
18899,2023,I2,expendio de alimentos,90699114,43249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17649,2023,J0,edicion,24181236,17644,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
17641,2023,J0,edicion,24181236,17644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17776,2023,J0,edicion,24181236,17644,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
17650,2023,J0,edicion,11300593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17613,2023,J0,edicion,84802642,134220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17607,2023,J0,edicion,84802642,134220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17609,2023,J0,edicion,84802642,134220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18622,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17655,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19867,2023,J0,edicion,22454630,29288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13106,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10892,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18680,2023,J1,"produccion, distribucion y exhibicion",15094421,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11231,2023,J1,"produccion, distribucion y exhibicion",5247011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20691,2023,J1,"produccion, distribucion y exhibicion",5247011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19451,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11250,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19545,2023,J1,"produccion, distribucion y exhibicion",289557896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11892,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10169,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,2023,J1,"produccion, distribucion y exhibicion",208142424,3120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17818,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17661,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17819,2023,J1,"produccion, distribucion y exhibicion",31746808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14287,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14081,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15399,2023,J2,prog y trans de radio y television,76737071,782,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13496,2023,J2,prog y trans de radio y television,528410650,209830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11421,2023,J2,prog y trans de radio y television,528410650,209830,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11426,2023,J2,prog y trans de radio y television,528410650,209830,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
11440,2023,J2,prog y trans de radio y television,10986991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15390,2023,J2,prog y trans de radio y television,10986991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10550,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13871,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
13872,2023,J3,actividades de telecomunicaciones,978466418,3122280,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
11908,2023,J3,actividades de telecomunicaciones,2440061316,862671,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10548,2023,J3,actividades de telecomunicaciones,2440061316,862671,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
10549,2023,J3,actividades de telecomunicaciones,2440061316,862671,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
10559,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10533,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
10563,2023,J3,actividades de telecomunicaciones,84551820,6791,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
18174,2023,J3,actividades de telecomunicaciones,106191323,951241,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
10027,2023,J3,actividades de telecomunicaciones,106191323,951241,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20755,2023,J3,actividades de telecomunicaciones,106191323,951241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19603,2023,J4,inform y serv de informacion,13192367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20927,2023,J4,inform y serv de informacion,13192367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20948,2023,J4,inform y serv de informacion,13192367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20857,2023,J4,inform y serv de informacion,379866002,273821,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
12481,2023,J4,inform y serv de informacion,379866002,273821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10700,2023,J4,inform y serv de informacion,379866002,273821,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19364,2023,J4,inform y serv de informacion,179848843,586239,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
13900,2023,J4,inform y serv de informacion,179848843,586239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
12186,2023,J4,inform y serv de informacion,179848843,586239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12480,2023,J4,inform y serv de informacion,124145958,26145,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15859,2023,J4,inform y serv de informacion,124145958,26145,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19392,2023,J4,inform y serv de informacion,124145958,26145,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
18016,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20003,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10681,2023,J4,inform y serv de informacion,127516584,177900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20781,2023,J4,inform y serv de informacion,183451823,39417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20764,2023,J4,inform y serv de informacion,183451823,39417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20340,2023,J4,inform y serv de informacion,183451823,39417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20925,2023,J4,inform y serv de informacion,14161117,34119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18864,2023,J4,inform y serv de informacion,14161117,34119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12878,2023,J4,inform y serv de informacion,14161117,34119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18208,2023,LN,inmobiliarias y alquileres,39076873,616418,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
13369,2023,LN,inmobiliarias y alquileres,39076873,616418,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13132,2023,LN,inmobiliarias y alquileres,39076873,616418,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
18681,2023,LN,inmobiliarias y alquileres,27316213,544186,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
19121,2023,LN,inmobiliarias y alquileres,27316213,544186,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
11696,2023,LN,inmobiliarias y alquileres,27316213,544186,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
13844,2023,LN,inmobiliarias y alquileres,415732901,57001,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13257,2023,LN,inmobiliarias y alquileres,415732901,57001,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
11741,2023,LN,inmobiliarias y alquileres,415732901,57001,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11880,2023,LN,inmobiliarias y alquileres,73829399,299566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20899,2023,LN,inmobiliarias y alquileres,73829399,299566,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20729,2023,LN,inmobiliarias y alquileres,73829399,299566,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10769,2023,M1,"actividades profesionales, cientificas",73290127,46102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12913,2023,M1,"actividades profesionales, cientificas",73290127,46102,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11688,2023,M1,"actividades profesionales, cientificas",73290127,46102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20112,2023,M1,"actividades profesionales, cientificas",115562445,96593,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
10751,2023,M1,"actividades profesionales, cientificas",115562445,96593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18610,2023,M1,"actividades profesionales, cientificas",115562445,96593,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
19922,2023,M1,"actividades profesionales, cientificas",99805032,273810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14175,2023,M1,"actividades profesionales, cientificas",99805032,273810,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12147,2023,M1,"actividades profesionales, cientificas",99805032,273810,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20901,2023,M1,"actividades profesionales, cientificas",218344052,522066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10879,2023,M1,"actividades profesionales, cientificas",218344052,522066,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
10600,2023,M1,"actividades profesionales, cientificas",218344052,522066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13389,2023,M1,"actividades profesionales, cientificas",20288529,1329,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
10864,2023,M1,"actividades profesionales, cientificas",20288529,1329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12883,2023,M1,"actividades profesionales, cientificas",20288529,1329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12823,2023,M1,"actividades profesionales, cientificas",55404617,537817,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
19883,2023,M1,"actividades profesionales, cientificas",55404617,537817,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
14939,2023,M1,"actividades profesionales, cientificas",55404617,537817,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20754,2023,M1,"actividades profesionales, cientificas",43767831,143906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20978,2023,M1,"actividades profesionales, cientificas",43767831,143906,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11778,2023,M1,"actividades profesionales, cientificas",43767831,143906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
21055,2023,M1,"actividades profesionales, cientificas",26856607,127195,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20114,2023,M1,"actividades profesionales, cientificas",26856607,127195,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
13777,2023,M1,"actividades profesionales, cientificas",26856607,127195,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
15391,2023,M1,"actividades profesionales, cientificas",9811337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11816,2023,M1,"actividades profesionales, cientificas",9811337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18955,2023,M1,"actividades profesionales, cientificas",44736513,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10762,2023,M1,"actividades profesionales, cientificas",44736513,1707,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
19396,2023,M1,"actividades profesionales, cientificas",44736513,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11614,2023,M1,"actividades profesionales, cientificas",15797874,87140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10828,2023,M1,"actividades profesionales, cientificas",15797874,87140,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
13165,2023,M1,"actividades profesionales, cientificas",74434514,104046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20969,2023,M1,"actividades profesionales, cientificas",74434514,104046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20721,2023,M1,"actividades profesionales, cientificas",74434514,104046,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
12136,2023,M2,publicidad,21253725,280043,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
20312,2023,M2,publicidad,21253725,280043,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
11587,2023,M2,publicidad,21253725,280043,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
10466,2023,N2,agencias de viajes,110715258,40109,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
17747,2023,N2,agencias de viajes,110715258,40109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19796,2023,N2,agencias de viajes,110715258,40109,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
18852,2023,N2,agencias de viajes,13434451,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20698,2023,N2,agencias de viajes,13434451,783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13001,2023,N2,agencias de viajes,13434451,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12745,2023,N2,agencias de viajes,4546101,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12730,2023,N2,agencias de viajes,4546101,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18967,2023,N2,agencias de viajes,4546101,600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
11016,2023,N3,obtencion y suministro de personal,25130829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11013,2023,N3,obtencion y suministro de personal,25130829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10939,2023,N3,obtencion y suministro de personal,25130829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19838,2023,N3,obtencion y suministro de personal,180599275,222528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18441,2023,N3,obtencion y suministro de personal,180599275,222528,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
11012,2023,N3,obtencion y suministro de personal,180599275,222528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10972,2023,N3,obtencion y suministro de personal,106159993,174195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
14359,2023,N3,obtencion y suministro de personal,106159993,174195,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11471,2023,N3,obtencion y suministro de personal,106159993,174195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13435,2023,N3,obtencion y suministro de personal,219106763,227562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13967,2023,N3,obtencion y suministro de personal,219106763,227562,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0
11169,2023,N3,obtencion y suministro de personal,219106763,227562,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
11073,2023,N3,obtencion y suministro de personal,37226379,12244,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
11096,2023,N3,obtencion y suministro de personal,37226379,12244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14644,2023,N3,obtencion y suministro de personal,37226379,12244,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
11115,2023,N3,obtencion y suministro de personal,6158447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21067,2023,N3,obtencion y suministro de personal,156584232,323904,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0
14151,2023,N3,obtencion y suministro de personal,156584232,323904,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
12218,2023,N3,obtencion y suministro de personal,156584232,323904,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
21042,2023,N3,obtencion y suministro de personal,22000685,300489,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
13750,2023,N3,obtencion y suministro de personal,22000685,300489,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19865,2023,N3,obtencion y suministro de personal,22000685,300489,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
13440,2023,N3,obtencion y suministro de personal,53508295,107745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18020,2023,N3,obtencion y suministro de personal,53508295,107745,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
13985,2023,N3,obtencion y suministro de personal,53508295,107745,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
18311,2023,N4,actividades administrativas,101803378,120570,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20728,2023,N4,actividades administrativas,101803378,120570,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
19896,2023,N4,actividades administrativas,101803378,120570,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
