id_empresa,periodo,id_sector,sector_desc,gastos_totales,gasto_gestion_amb,realiza_inv_red_emision_aire,realiza_inv_ahorro_agua,realiza_inv_inst_med_agua,realiza_inv_disp_desechos,realiza_inv_protec_suelo,realiza_inv_evita_ruido_vibra,realiza_inv_energia_limp,realiza_otras_inv_amb,realiza_gasto_red_emision_aire,realiza_gasto_ahorro_agua,realiza_gasto_inst_med_agua,realiza_gasto_disp_desechos,realiza_gasto_protec_suelo,realiza_gasto_evita_ruido_vibra,realiza_gasto_terceros_amb,realiza_gasto_energia_limp,realiza_otros_gastos_amb
19472,2020,I1,alojamiento,874546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19473,2020,I1,alojamiento,1273549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19474,2020,I1,alojamiento,10739753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19855,2020,I1,alojamiento,2492156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19489,2020,I1,alojamiento,621607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19857,2020,I1,alojamiento,227570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19490,2020,I1,alojamiento,383753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19491,2020,I1,alojamiento,2186517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19492,2020,I1,alojamiento,600776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19494,2020,I1,alojamiento,316237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19496,2020,I1,alojamiento,590586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19497,2020,I1,alojamiento,264912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19858,2020,I1,alojamiento,243881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19909,2020,I1,alojamiento,851585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19910,2020,I1,alojamiento,778535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19911,2020,I1,alojamiento,1076632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19912,2020,I1,alojamiento,277290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19913,2020,I1,alojamiento,420065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13117,2020,I1,alojamiento,2369860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13119,2020,I1,alojamiento,4512181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13123,2020,I1,alojamiento,2166279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229,2020,I1,alojamiento,456263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13258,2020,I1,alojamiento,956890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13259,2020,I1,alojamiento,385492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13260,2020,I1,alojamiento,696397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13261,2020,I1,alojamiento,561285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13263,2020,I1,alojamiento,815407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13265,2020,I1,alojamiento,650358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13266,2020,I1,alojamiento,1027710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,2020,I1,alojamiento,727145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13305,2020,I1,alojamiento,3434940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13306,2020,I1,alojamiento,610407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17761,2020,I1,alojamiento,1411836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,2020,I1,alojamiento,2767781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18293,2020,I1,alojamiento,197941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18931,2020,I1,alojamiento,379416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19558,2020,I1,alojamiento,498216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19559,2020,I1,alojamiento,574249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19561,2020,I1,alojamiento,529144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19562,2020,I1,alojamiento,818923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20011,2020,I1,alojamiento,396506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,2020,I1,alojamiento,700972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20014,2020,I1,alojamiento,474158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13313,2020,I1,alojamiento,910105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13314,2020,I1,alojamiento,1039657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13315,2020,I1,alojamiento,2938709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13316,2020,I1,alojamiento,5374280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13318,2020,I1,alojamiento,440715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13320,2020,I1,alojamiento,1342155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13321,2020,I1,alojamiento,1143946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13324,2020,I1,alojamiento,4997930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13325,2020,I1,alojamiento,2522735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,2020,I1,alojamiento,502242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521,2020,I1,alojamiento,834575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13530,2020,I1,alojamiento,480184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,2020,I1,alojamiento,995479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565,2020,I1,alojamiento,901004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13566,2020,I1,alojamiento,377788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13567,2020,I1,alojamiento,1515275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13602,2020,I1,alojamiento,816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618,2020,I1,alojamiento,1068128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619,2020,I1,alojamiento,1622297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15789,2020,I1,alojamiento,955340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13644,2020,I1,alojamiento,4477486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645,2020,I1,alojamiento,649876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653,2020,I1,alojamiento,1741454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13719,2020,I1,alojamiento,1276793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17780,2020,I1,alojamiento,723569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17801,2020,I1,alojamiento,114250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18943,2020,I1,alojamiento,1993395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19578,2020,I1,alojamiento,878407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19579,2020,I1,alojamiento,2049407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20044,2020,I1,alojamiento,382518,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19582,2020,I1,alojamiento,1342976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20048,2020,I1,alojamiento,588960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050,2020,I1,alojamiento,156381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,2020,I1,alojamiento,717858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20052,2020,I1,alojamiento,315726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13739,2020,I1,alojamiento,3947678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13740,2020,I1,alojamiento,2778150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13768,2020,I1,alojamiento,361450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13781,2020,I1,alojamiento,643114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18981,2020,I1,alojamiento,778198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19595,2020,I1,alojamiento,1355264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19596,2020,I1,alojamiento,519386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13801,2020,I1,alojamiento,706585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13802,2020,I1,alojamiento,3041225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13803,2020,I1,alojamiento,734090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13804,2020,I1,alojamiento,2241339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13805,2020,I1,alojamiento,2376766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808,2020,I1,alojamiento,2741953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13809,2020,I1,alojamiento,13283882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13812,2020,I1,alojamiento,3660200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13814,2020,I1,alojamiento,1785479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13815,2020,I1,alojamiento,3551934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13818,2020,I1,alojamiento,2214476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13822,2020,I1,alojamiento,227101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13824,2020,I1,alojamiento,1380502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14112,2020,I1,alojamiento,946453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14120,2020,I1,alojamiento,1630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14132,2020,I1,alojamiento,538448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14176,2020,I1,alojamiento,4201492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14201,2020,I1,alojamiento,1129398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14209,2020,I1,alojamiento,992906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14276,2020,I1,alojamiento,2752839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14299,2020,I1,alojamiento,1038364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,2020,I1,alojamiento,2883991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,2020,I1,alojamiento,1443594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14303,2020,I1,alojamiento,2236316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14305,2020,I1,alojamiento,1924257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14307,2020,I1,alojamiento,4962676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14308,2020,I1,alojamiento,1484733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14310,2020,I1,alojamiento,1476796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14311,2020,I1,alojamiento,773428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14312,2020,I1,alojamiento,333882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14314,2020,I1,alojamiento,2894828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14315,2020,I1,alojamiento,654619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14316,2020,I1,alojamiento,359412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14317,2020,I1,alojamiento,1389483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14318,2020,I1,alojamiento,3367968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14323,2020,I1,alojamiento,2185779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14338,2020,I1,alojamiento,1343184,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14397,2020,I1,alojamiento,1503126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14398,2020,I1,alojamiento,712013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14399,2020,I1,alojamiento,4463891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19607,2020,I1,alojamiento,577725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14422,2020,I1,alojamiento,1239658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17827,2020,I1,alojamiento,953786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17828,2020,I1,alojamiento,1363304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17852,2020,I1,alojamiento,1256391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17853,2020,I1,alojamiento,1739207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18996,2020,I1,alojamiento,1338974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999,2020,I1,alojamiento,1575242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19628,2020,I1,alojamiento,1022424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19027,2020,I1,alojamiento,3531532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,2020,I1,alojamiento,370360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19632,2020,I1,alojamiento,1315343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20097,2020,I1,alojamiento,1090241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20098,2020,I1,alojamiento,383007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19633,2020,I1,alojamiento,302547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20099,2020,I1,alojamiento,637451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19634,2020,I1,alojamiento,854275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19635,2020,I1,alojamiento,682300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19636,2020,I1,alojamiento,798778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19637,2020,I1,alojamiento,813136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19640,2020,I1,alojamiento,780753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19643,2020,I1,alojamiento,426256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19644,2020,I1,alojamiento,1718546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19645,2020,I1,alojamiento,931052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19646,2020,I1,alojamiento,380560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,2020,I1,alojamiento,725172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113,2020,I1,alojamiento,1358462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20115,2020,I1,alojamiento,416329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20116,2020,I1,alojamiento,810957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14438,2020,I1,alojamiento,1422333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14442,2020,I1,alojamiento,3986720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14477,2020,I1,alojamiento,1074612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14492,2020,I1,alojamiento,853702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14499,2020,I1,alojamiento,466079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19657,2020,I1,alojamiento,1206924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19658,2020,I1,alojamiento,756195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14524,2020,I1,alojamiento,944993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14525,2020,I1,alojamiento,10607588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14526,2020,I1,alojamiento,4974720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,2020,I1,alojamiento,663025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14555,2020,I1,alojamiento,291184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14562,2020,I1,alojamiento,2260555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19662,2020,I1,alojamiento,1150956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19663,2020,I1,alojamiento,433731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19664,2020,I1,alojamiento,575775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20152,2020,I1,alojamiento,4294243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14565,2020,I1,alojamiento,20584710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14569,2020,I1,alojamiento,8243233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,2020,I1,alojamiento,36371201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14573,2020,I1,alojamiento,9512989,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14574,2020,I1,alojamiento,12017100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14643,2020,I1,alojamiento,2653657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14655,2020,I1,alojamiento,736885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,2020,I1,alojamiento,1377953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14658,2020,I1,alojamiento,1061961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14664,2020,I1,alojamiento,1184647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14668,2020,I1,alojamiento,835510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14672,2020,I1,alojamiento,644767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14684,2020,I1,alojamiento,357999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14685,2020,I1,alojamiento,406459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14689,2020,I1,alojamiento,347741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14693,2020,I1,alojamiento,3161541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14695,2020,I1,alojamiento,1233964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14696,2020,I1,alojamiento,4710053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14697,2020,I1,alojamiento,972283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14698,2020,I1,alojamiento,2473572,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14699,2020,I1,alojamiento,693238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14702,2020,I1,alojamiento,261660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14704,2020,I1,alojamiento,1896630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14705,2020,I1,alojamiento,2886885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14708,2020,I1,alojamiento,604213,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14710,2020,I1,alojamiento,346864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14715,2020,I1,alojamiento,9136544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14716,2020,I1,alojamiento,7668260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14719,2020,I1,alojamiento,1908316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14744,2020,I1,alojamiento,662229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14748,2020,I1,alojamiento,4142490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17874,2020,I1,alojamiento,6012342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17879,2020,I1,alojamiento,368523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17883,2020,I1,alojamiento,193129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17884,2020,I1,alojamiento,771328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19063,2020,I1,alojamiento,3125641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19064,2020,I1,alojamiento,14473882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19079,2020,I1,alojamiento,1772489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19668,2020,I1,alojamiento,372664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19080,2020,I1,alojamiento,646072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20156,2020,I1,alojamiento,1303726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19669,2020,I1,alojamiento,752009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19672,2020,I1,alojamiento,819985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19673,2020,I1,alojamiento,719238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19675,2020,I1,alojamiento,384939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19676,2020,I1,alojamiento,339734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19677,2020,I1,alojamiento,5369632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19678,2020,I1,alojamiento,688579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19680,2020,I1,alojamiento,454303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19681,2020,I1,alojamiento,485275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19683,2020,I1,alojamiento,570400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19684,2020,I1,alojamiento,368457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20158,2020,I1,alojamiento,854403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159,2020,I1,alojamiento,5249651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14754,2020,I1,alojamiento,464708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14755,2020,I1,alojamiento,3837951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14756,2020,I1,alojamiento,2060524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14757,2020,I1,alojamiento,956293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14758,2020,I1,alojamiento,1311308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18485,2020,I1,alojamiento,341404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14805,2020,I1,alojamiento,3605839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19082,2020,I1,alojamiento,1725998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19689,2020,I1,alojamiento,1345312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19692,2020,I1,alojamiento,713083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14809,2020,I1,alojamiento,3582779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14811,2020,I1,alojamiento,1508053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14836,2020,I1,alojamiento,567080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,2020,I1,alojamiento,1289606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14849,2020,I1,alojamiento,516286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19696,2020,I1,alojamiento,1256608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19697,2020,I1,alojamiento,828798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19698,2020,I1,alojamiento,869356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19699,2020,I1,alojamiento,442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20196,2020,I1,alojamiento,257549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14911,2020,I1,alojamiento,590608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,2020,I1,alojamiento,317496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19701,2020,I1,alojamiento,712930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14936,2020,I1,alojamiento,1764051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14952,2020,I1,alojamiento,519489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17899,2020,I1,alojamiento,454742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
